timestamp,T_reator_C,pressao_bar,rendimento_pct
2026-08-01 06:59:00,76.87,8.56,78.08
2026-08-01 07:00:00,110.10,5.82,91.33
2026-08-01 07:01:00,98.27,10.16,89.92
2026-08-01 07:02:00,103.91,9.90,90.37
2026-08-01 07:03:00,115.90,10.56,91.91
2026-08-01 07:04:00,108.08,7.28,90.48
2026-08-01 07:05:00,103.21,8.05,89.64
2026-08-01 07:06:00,103.55,6.18,91.38
2026-08-01 07:07:00,88.24,11.75,84.22
2026-08-01 07:08:00,71.85,5.60,72.83
2026-08-01 07:09:00,96.20,9.54,89.81
2026-08-01 07:10:00,82.88,9.94,82.92
2026-08-01 07:11:00,94.51,6.10,87.88
2026-08-01 07:12:00,121.20,7.56,90.44
2026-08-01 07:13:00,84.04,5.30,81.78
2026-08-01 07:14:00,73.50,8.90,74.05
2026-08-01 07:15:00,86.88,11.96,82.99
2026-08-01 07:16:00,87.62,8.01,83.75
2026-08-01 07:17:00,109.71,11.93,89.61
2026-08-01 07:18:00,103.42,5.88,88.51
2026-08-01 07:19:00,117.03,7.75,92.09
2026-08-01 07:20:00,109.86,11.31,89.07
2026-08-01 07:21:00,94.38,11.14,86.76
2026-08-01 07:22:00,118.84,7.27,92.37
2026-08-01 07:23:00,80.02,9.75,78.96
2026-08-01 07:24:00,71.36,11.20,71.32
2026-08-01 07:25:00,75.40,10.37,75.85
2026-08-01 07:26:00,113.34,9.40,91.16
2026-08-01 07:27:00,97.71,6.07,88.88
2026-08-01 07:28:00,79.68,5.51,78.23
2026-08-01 07:29:00,100.06,9.30,89.56
2026-08-01 07:30:00,79.14,8.50,78.84
2026-08-01 07:31:00,111.78,6.67,91.75
2026-08-01 07:32:00,96.77,7.05,89.92
2026-08-01 07:33:00,92.86,7.74,87.25
2026-08-01 07:34:00,88.09,8.47,85.15
2026-08-01 07:35:00,107.82,7.73,90.98
2026-08-01 07:36:00,91.71,7.71,86.75
2026-08-01 07:37:00,75.26,5.81,75.63
2026-08-01 07:38:00,77.08,11.06,76.94
2026-08-01 07:39:00,127.71,9.26,90.78
2026-08-01 07:40:00,124.51,6.02,90.40
2026-08-01 07:41:00,111.98,7.97,91.59
2026-08-01 07:42:00,85.95,7.92,83.17
2026-08-01 07:43:00,128.15,9.20,89.76
2026-08-01 07:44:00,116.73,9.26,91.99
2026-08-01 07:45:00,113.01,9.52,91.50
2026-08-01 07:46:00,96.96,9.89,89.68
2026-08-01 07:47:00,86.33,5.72,85.54
2026-08-01 07:48:00,75.78,7.13,76.11
2026-08-01 07:49:00,124.16,5.12,90.78
2026-08-01 07:50:00,97.35,8.18,89.71
2026-08-01 07:51:00,82.14,8.01,80.99
2026-08-01 07:52:00,88.36,10.14,83.76
2026-08-01 07:53:00,104.75,6.17,92.09
2026-08-01 07:54:00,80.61,9.42,80.57
2026-08-01 07:55:00,121.40,7.15,91.79
2026-08-01 07:56:00,115.51,7.67,93.15
2026-08-01 07:57:00,113.17,10.04,92.27
2026-08-01 07:58:00,95.93,5.50,87.85
2026-08-01 07:59:00,107.64,7.40,90.65
2026-08-01 08:00:00,105.05,7.74,90.61
2026-08-01 08:01:00,108.99,10.01,92.30
2026-08-01 08:02:00,75.07,6.39,76.41
2026-08-01 08:03:00,94.95,11.63,86.84
2026-08-01 08:04:00,72.50,11.98,74.16
2026-08-01 08:05:00,99.64,10.73,88.95
2026-08-01 08:06:00,89.79,7.10,86.37
2026-08-01 08:07:00,78.67,9.65,78.77
2026-08-01 08:08:00,76.20,5.58,78.06
2026-08-01 08:09:00,105.26,11.10,90.93
2026-08-01 08:10:00,80.24,8.61,79.92
2026-08-01 08:11:00,125.51,6.24,90.52
2026-08-01 08:12:00,104.86,7.29,90.92
2026-08-01 08:13:00,90.81,10.61,85.06
2026-08-01 08:14:00,105.45,11.09,89.28
2026-08-01 08:15:00,71.37,8.64,73.18
2026-08-01 08:16:00,127.51,8.36,90.00
2026-08-01 08:17:00,98.94,10.26,88.61
2026-08-01 08:18:00,116.96,10.78,91.31
2026-08-01 08:19:00,74.96,10.35,75.60
2026-08-01 08:20:00,99.20,7.69,89.50
2026-08-01 08:21:00,99.44,9.49,90.80
2026-08-01 08:22:00,126.27,11.00,90.58
2026-08-01 08:23:00,104.30,6.06,92.26
2026-08-01 08:24:00,98.41,7.72,88.89
2026-08-01 08:25:00,86.02,5.40,83.72
2026-08-01 08:26:00,89.89,7.86,85.39
2026-08-01 08:27:00,101.24,10.41,89.22
2026-08-01 08:28:00,96.33,6.38,90.04
2026-08-01 08:29:00,71.30,8.79,72.24
2026-08-01 08:30:00,119.58,5.26,89.44
2026-08-01 08:31:00,123.77,11.28,89.86
2026-08-01 08:32:00,78.41,10.74,76.45
2026-08-01 08:33:00,103.24,8.67,89.82
2026-08-01 08:34:00,76.51,9.94,76.22
2026-08-01 08:35:00,110.33,5.73,91.42
2026-08-01 08:36:00,86.87,10.92,81.81
2026-08-01 08:37:00,109.57,10.01,92.36
2026-08-01 08:38:00,113.62,5.84,90.13
2026-08-01 08:39:00,116.12,11.86,90.77
2026-08-01 08:40:00,76.46,5.16,76.28
2026-08-01 08:41:00,124.96,9.40,91.52
2026-08-01 08:42:00,83.81,6.20,82.31
2026-08-01 08:43:00,72.24,10.03,74.36
2026-08-01 08:44:00,103.29,5.49,89.87
2026-08-01 08:45:00,92.26,5.57,86.01
2026-08-01 08:46:00,119.79,8.26,92.10
2026-08-01 08:47:00,118.50,11.96,91.53
2026-08-01 08:48:00,89.03,6.94,85.83
2026-08-01 08:49:00,127.17,9.29,90.65
2026-08-01 08:50:00,87.46,8.63,84.57
2026-08-01 08:51:00,100.90,10.89,89.36
2026-08-01 08:52:00,85.36,7.02,83.47
2026-08-01 08:53:00,126.16,8.88,92.32
2026-08-01 08:54:00,79.88,11.65,78.47
2026-08-01 08:55:00,72.69,7.33,73.78
2026-08-01 08:56:00,96.11,8.08,88.08
2026-08-01 08:57:00,129.54,11.22,89.42
2026-08-01 08:58:00,123.50,7.33,89.55
2026-08-01 08:59:00,114.92,7.66,91.88
2026-08-01 09:00:00,123.45,7.13,91.93
2026-08-01 09:01:00,123.61,10.67,90.30
2026-08-01 09:02:00,101.13,11.51,89.30
2026-08-01 09:03:00,88.96,9.42,86.75
2026-08-01 09:04:00,116.32,9.37,92.11
2026-08-01 09:05:00,109.70,7.73,89.92
2026-08-01 09:06:00,92.42,5.09,85.14
2026-08-01 09:07:00,75.67,6.22,76.09
2026-08-01 09:08:00,114.81,6.03,91.07
2026-08-01 09:09:00,85.75,5.81,83.17
2026-08-01 09:10:00,126.21,9.58,90.32
2026-08-01 09:11:00,84.46,5.95,83.29
2026-08-01 09:12:00,77.37,5.60,76.53
2026-08-01 09:13:00,119.87,7.68,91.59
2026-08-01 09:14:00,79.20,6.74,79.24
2026-08-01 09:15:00,80.76,6.02,80.25
2026-08-01 09:16:00,105.96,6.02,91.01
2026-08-01 09:17:00,122.47,6.79,89.40
2026-08-01 09:18:00,81.79,8.76,80.99
2026-08-01 09:19:00,88.62,10.31,84.52
2026-08-01 09:20:00,116.64,10.97,92.00
2026-08-01 09:21:00,128.31,10.26,90.42
2026-08-01 09:22:00,100.04,9.40,89.81
2026-08-01 09:23:00,78.63,11.35,78.18
2026-08-01 09:24:00,70.84,8.64,73.55
2026-08-01 09:25:00,83.78,9.43,83.02
2026-08-01 09:26:00,77.91,7.88,78.46
2026-08-01 09:27:00,110.66,7.29,93.49
2026-08-01 09:28:00,77.31,7.32,77.26
2026-08-01 09:29:00,100.38,6.04,88.63
2026-08-01 09:30:00,111.66,10.58,91.38
2026-08-01 09:31:00,104.87,5.39,90.16
2026-08-01 09:32:00,81.99,9.72,78.91
2026-08-01 09:33:00,118.25,11.05,90.67
2026-08-01 09:34:00,112.92,8.48,92.21
2026-08-01 09:35:00,114.34,5.49,91.48
2026-08-01 09:36:00,77.86,8.00,77.59
2026-08-01 09:37:00,77.43,7.40,77.89
2026-08-01 09:38:00,125.65,11.90,89.82
2026-08-01 09:39:00,93.85,9.84,87.85
2026-08-01 09:40:00,88.06,10.05,83.91
2026-08-01 09:41:00,99.32,8.61,90.21
2026-08-01 09:42:00,109.77,9.97,90.56
2026-08-01 09:43:00,127.34,10.06,89.76
2026-08-01 09:44:00,87.19,5.46,85.14
2026-08-01 09:45:00,125.49,6.56,89.92
2026-08-01 09:46:00,71.49,5.09,71.91
2026-08-01 09:47:00,103.31,8.57,89.61
2026-08-01 09:48:00,108.04,11.13,90.12
2026-08-01 09:49:00,76.35,9.27,77.06
2026-08-01 09:50:00,78.42,8.50,79.17
2026-08-01 09:51:00,95.15,11.48,87.13
2026-08-01 09:52:00,127.97,6.21,89.82
2026-08-01 09:53:00,105.76,5.52,89.69
2026-08-01 09:54:00,125.98,11.42,89.33
2026-08-01 09:55:00,118.26,11.32,89.83
2026-08-01 09:56:00,98.04,9.78,89.48
2026-08-01 09:57:00,117.09,6.72,92.48
2026-08-01 09:58:00,71.07,11.79,71.59
2026-08-01 09:59:00,76.55,10.36,77.15
2026-08-01 10:00:00,119.77,9.72,92.25
2026-08-01 10:01:00,117.81,6.56,91.85
2026-08-01 10:02:00,83.96,8.59,83.45
2026-08-01 10:03:00,101.85,10.76,88.88
2026-08-01 10:04:00,106.36,11.02,90.29
2026-08-01 10:05:00,122.06,8.93,91.06
2026-08-01 10:06:00,106.19,8.66,91.71
2026-08-01 10:07:00,94.75,9.88,86.49
2026-08-01 10:08:00,92.45,8.70,88.04
2026-08-01 10:09:00,95.55,7.92,88.67
2026-08-01 10:10:00,109.12,5.60,92.62
2026-08-01 10:11:00,122.05,5.88,91.13
2026-08-01 10:12:00,97.23,10.32,88.00
2026-08-01 10:13:00,84.87,5.17,82.85
2026-08-01 10:14:00,84.20,5.37,82.82
2026-08-01 10:15:00,114.76,11.33,90.59
2026-08-01 10:16:00,118.99,9.93,89.96
2026-08-01 10:17:00,76.32,5.03,74.91
2026-08-01 10:18:00,73.99,7.18,75.34
2026-08-01 10:19:00,105.67,10.34,91.95
2026-08-01 10:20:00,78.77,7.92,77.83
2026-08-01 10:21:00,119.48,8.28,91.58
2026-08-01 10:22:00,88.62,8.21,84.76
2026-08-01 10:23:00,78.63,6.41,80.12
2026-08-01 10:24:00,125.26,10.05,92.44
2026-08-01 10:25:00,79.93,5.72,79.65
2026-08-01 10:26:00,87.08,8.55,84.90
2026-08-01 10:27:00,79.22,6.19,79.65
2026-08-01 10:28:00,76.93,5.33,75.95
2026-08-01 10:29:00,71.27,6.00,73.14
2026-08-01 10:30:00,73.32,11.09,73.10
2026-08-01 10:31:00,80.48,6.23,79.71
2026-08-01 10:32:00,73.20,6.95,75.36
2026-08-01 10:33:00,105.47,5.97,90.85
2026-08-01 10:34:00,110.84,10.15,92.36
2026-08-01 10:35:00,93.62,8.12,88.47
2026-08-01 10:36:00,89.08,11.61,82.90
2026-08-01 10:37:00,100.27,9.65,87.88
2026-08-01 10:38:00,122.50,8.72,92.33
2026-08-01 10:39:00,121.07,9.60,92.40
2026-08-01 10:40:00,72.61,5.28,73.68
2026-08-01 10:41:00,80.89,11.65,79.68
2026-08-01 10:42:00,84.20,11.70,82.21
2026-08-01 10:43:00,84.96,6.93,83.59
2026-08-01 10:44:00,104.27,9.40,90.46
2026-08-01 10:45:00,94.98,6.41,88.57
2026-08-01 10:46:00,72.96,8.83,73.99
2026-08-01 10:47:00,92.42,10.40,86.66
2026-08-01 10:48:00,101.43,11.58,89.36
2026-08-01 10:49:00,76.10,7.37,76.15
2026-08-01 10:50:00,120.01,9.85,90.90
2026-08-01 10:51:00,73.12,10.01,75.94
2026-08-01 10:52:00,125.49,6.55,90.03
2026-08-01 10:53:00,75.95,9.40,76.90
2026-08-01 10:54:00,120.61,9.59,91.96
2026-08-01 10:55:00,124.16,10.35,90.70
2026-08-01 10:56:00,128.77,12.00,89.44
2026-08-01 10:57:00,118.12,5.28,91.61
2026-08-01 10:58:00,116.77,6.42,91.08
2026-08-01 10:59:00,108.55,6.02,91.72
2026-08-01 11:00:00,116.74,6.08,91.26
2026-08-01 11:01:00,78.07,8.18,79.75
2026-08-01 11:02:00,102.16,11.15,89.95
2026-08-01 11:03:00,100.85,8.14,89.44
2026-08-01 11:04:00,121.45,9.68,91.65
2026-08-01 11:05:00,97.77,7.64,88.28
2026-08-01 11:06:00,93.11,7.24,87.37
2026-08-01 11:07:00,108.37,10.84,90.78
2026-08-01 11:08:00,85.99,9.59,82.73
2026-08-01 11:09:00,78.39,7.46,77.90
2026-08-01 11:10:00,98.67,11.40,90.42
2026-08-01 11:11:00,95.01,8.49,88.06
2026-08-01 11:12:00,83.95,6.32,81.80
2026-08-01 11:13:00,92.05,8.38,86.24
2026-08-01 11:14:00,91.98,9.72,86.86
2026-08-01 11:15:00,89.65,7.57,85.05
2026-08-01 11:16:00,92.77,10.91,85.55
2026-08-01 11:17:00,111.14,8.73,91.79
2026-08-01 11:18:00,87.81,8.27,84.57
2026-08-01 11:19:00,126.93,11.01,89.56
2026-08-01 11:20:00,124.98,8.24,90.29
2026-08-01 11:21:00,98.85,7.90,89.08
2026-08-01 11:22:00,89.70,5.73,84.84
2026-08-01 11:23:00,102.13,7.54,89.84
2026-08-01 11:24:00,120.91,7.78,91.87
2026-08-01 11:25:00,109.16,6.26,93.21
2026-08-01 11:26:00,118.26,9.11,92.87
2026-08-01 11:27:00,101.96,6.01,91.56
2026-08-01 11:28:00,107.98,6.57,90.90
2026-08-01 11:29:00,87.29,8.93,85.60
2026-08-01 11:30:00,114.09,6.88,92.08
2026-08-01 11:31:00,82.14,9.48,81.83
2026-08-01 11:32:00,111.69,9.83,92.00
2026-08-01 11:33:00,121.64,7.11,91.22
2026-08-01 11:34:00,77.93,5.61,78.40
2026-08-01 11:35:00,106.86,8.43,91.71
2026-08-01 11:36:00,75.71,5.65,74.73
2026-08-01 11:37:00,113.54,8.61,91.85
2026-08-01 11:38:00,75.07,10.08,76.43
2026-08-01 11:39:00,126.16,9.34,90.84
2026-08-01 11:40:00,78.24,8.14,78.86
2026-08-01 11:41:00,127.53,11.62,88.84
2026-08-01 11:42:00,118.05,5.71,91.72
2026-08-01 11:43:00,105.62,11.16,90.29
2026-08-01 11:44:00,116.96,10.60,91.29
2026-08-01 11:45:00,117.71,7.94,91.38
2026-08-01 11:46:00,126.76,6.07,91.07
2026-08-01 11:47:00,85.20,6.09,83.12
2026-08-01 11:48:00,105.40,11.45,90.38
2026-08-01 11:49:00,75.70,6.64,78.06
2026-08-01 11:50:00,106.97,11.12,91.00
2026-08-01 11:51:00,80.28,8.52,80.88
2026-08-01 11:52:00,103.90,8.23,90.98
2026-08-01 11:53:00,104.35,9.34,90.45
2026-08-01 11:54:00,97.96,6.51,88.08
2026-08-01 11:55:00,101.36,8.00,90.33
2026-08-01 11:56:00,115.84,11.57,88.91
2026-08-01 11:57:00,117.95,6.67,92.00
2026-08-01 11:58:00,99.53,11.45,88.97
2026-08-01 11:59:00,105.98,11.96,89.84
2026-08-01 12:00:00,125.87,5.36,90.22
2026-08-01 12:01:00,77.18,8.72,76.66
2026-08-01 12:02:00,77.03,6.20,78.45
2026-08-01 12:03:00,75.26,9.35,75.80
2026-08-01 12:04:00,109.47,11.93,89.76
2026-08-01 12:05:00,95.12,11.28,87.68
2026-08-01 12:06:00,116.46,11.47,91.16
2026-08-01 12:07:00,110.27,6.49,91.32
2026-08-01 12:08:00,90.02,8.80,85.34
2026-08-01 12:09:00,123.90,6.64,91.07
2026-08-01 12:10:00,115.75,11.30,92.26
2026-08-01 12:11:00,86.23,6.34,83.89
2026-08-01 12:12:00,91.85,6.08,86.34
2026-08-01 12:13:00,88.87,5.09,85.22
2026-08-01 12:14:00,79.46,6.27,79.17
2026-08-01 12:15:00,78.87,6.33,79.06
2026-08-01 12:16:00,126.17,5.54,90.42
2026-08-01 12:17:00,96.27,11.07,88.26
2026-08-01 12:18:00,93.00,10.46,86.35
2026-08-01 12:19:00,113.78,6.78,90.96
2026-08-01 12:20:00,103.18,10.48,90.87
2026-08-01 12:21:00,126.17,7.96,91.96
2026-08-01 12:22:00,116.82,10.43,90.65
2026-08-01 12:23:00,98.76,7.26,89.47
2026-08-01 12:24:00,92.58,8.95,86.55
2026-08-01 12:25:00,129.20,7.67,90.68
2026-08-01 12:26:00,113.07,6.31,91.95
2026-08-01 12:27:00,127.07,9.10,93.11
2026-08-01 12:28:00,77.11,10.26,77.02
2026-08-01 12:29:00,121.03,10.27,92.48
2026-08-01 12:30:00,108.22,7.49,92.83
2026-08-01 12:31:00,77.32,8.63,78.20
2026-08-01 12:32:00,105.30,10.35,90.67
2026-08-01 12:33:00,111.17,5.38,91.41
2026-08-01 12:34:00,70.74,5.50,71.95
2026-08-01 12:35:00,97.26,7.63,89.75
2026-08-01 12:36:00,119.52,6.56,90.94
2026-08-01 12:37:00,87.72,7.62,84.42
2026-08-01 12:38:00,97.51,5.66,88.30
2026-08-01 12:39:00,96.54,9.14,87.11
2026-08-01 12:40:00,88.12,9.70,85.24
2026-08-01 12:41:00,125.11,10.54,91.34
2026-08-01 12:42:00,116.88,9.55,91.28
2026-08-01 12:43:00,76.64,7.77,78.10
2026-08-01 12:44:00,129.82,11.54,87.59
2026-08-01 12:45:00,122.75,10.08,91.09
2026-08-01 12:46:00,87.03,8.69,84.04
2026-08-01 12:47:00,120.21,6.45,91.62
2026-08-01 12:48:00,76.39,9.54,76.98
2026-08-01 12:49:00,129.95,9.14,89.61
2026-08-01 12:50:00,109.94,9.78,91.20
2026-08-01 12:51:00,109.01,10.47,91.10
2026-08-01 12:52:00,75.43,11.41,76.56
2026-08-01 12:53:00,123.82,11.64,89.76
2026-08-01 12:54:00,71.74,9.41,74.94
2026-08-01 12:55:00,84.45,11.76,81.10
2026-08-01 12:56:00,78.58,11.38,78.07
2026-08-01 12:57:00,116.61,5.02,91.76
2026-08-01 12:58:00,81.89,9.46,80.64
2026-08-01 12:59:00,124.64,6.25,91.95
2026-08-01 13:00:00,109.38,7.07,92.05
2026-08-01 13:01:00,72.17,7.08,73.43
2026-08-01 13:02:00,70.33,8.38,73.13
2026-08-01 13:03:00,73.10,5.08,72.99
2026-08-01 13:04:00,106.36,6.65,90.66
2026-08-01 13:05:00,118.09,5.20,91.77
2026-08-01 13:06:00,84.31,9.55,83.04
2026-08-01 13:07:00,120.96,11.23,91.12
2026-08-01 13:08:00,73.43,11.98,73.43
2026-08-01 13:09:00,118.06,8.14,91.70
2026-08-01 13:10:00,125.67,6.82,91.66
2026-08-01 13:11:00,116.33,10.97,91.51
2026-08-01 13:12:00,111.89,5.79,90.84
2026-08-01 13:13:00,120.28,11.82,89.88
2026-08-01 13:14:00,72.41,10.00,74.77
2026-08-01 13:15:00,82.11,8.53,80.58
2026-08-01 13:16:00,77.50,5.68,77.75
2026-08-01 13:17:00,100.27,5.13,90.29
2026-08-01 13:18:00,114.71,8.81,92.38
2026-08-01 13:19:00,107.80,7.90,90.87
2026-08-01 13:20:00,121.07,10.90,90.19
2026-08-01 13:21:00,79.31,9.50,80.59
2026-08-01 13:22:00,114.08,8.02,91.16
2026-08-01 13:23:00,81.58,6.58,80.24
2026-08-01 13:24:00,86.25,8.36,84.02
2026-08-01 13:25:00,112.59,6.14,91.51
2026-08-01 13:26:00,128.81,9.67,90.34
2026-08-01 13:27:00,106.69,9.24,90.02
2026-08-01 13:28:00,73.27,10.67,73.88
2026-08-01 13:29:00,106.98,8.15,91.90
2026-08-01 13:30:00,72.54,6.95,74.43
2026-08-01 13:31:00,123.05,10.85,90.28
2026-08-01 13:32:00,112.57,9.84,90.87
2026-08-01 13:33:00,80.39,9.95,79.91
2026-08-01 13:34:00,75.50,8.70,75.31
2026-08-01 13:35:00,81.01,11.13,80.74
2026-08-01 13:36:00,128.80,6.59,90.07
2026-08-01 13:37:00,97.51,7.81,88.38
2026-08-01 13:38:00,117.04,10.57,90.62
2026-08-01 13:39:00,108.18,5.93,90.71
2026-08-01 13:40:00,104.34,10.66,89.09
2026-08-01 13:41:00,78.71,7.47,79.20
2026-08-01 13:42:00,126.76,5.88,89.64
2026-08-01 13:43:00,88.08,5.55,84.62
2026-08-01 13:44:00,104.68,10.90,90.73
2026-08-01 13:45:00,111.99,10.45,92.23
2026-08-01 13:46:00,108.95,7.02,91.76
2026-08-01 13:47:00,126.44,5.81,91.23
2026-08-01 13:48:00,78.91,6.73,79.96
2026-08-01 13:49:00,100.50,6.49,89.93
2026-08-01 13:50:00,94.24,10.13,87.61
2026-08-01 13:51:00,98.45,6.51,88.65
2026-08-01 13:52:00,77.15,6.51,76.72
2026-08-01 13:53:00,78.05,5.23,78.79
2026-08-01 13:54:00,86.68,9.18,84.36
2026-08-01 13:55:00,88.28,9.82,85.16
2026-08-01 13:56:00,95.67,9.57,87.61
2026-08-01 13:57:00,106.66,8.98,92.53
2026-08-01 13:58:00,108.08,11.76,90.28
2026-08-01 13:59:00,94.71,8.31,87.23
2026-08-01 14:00:00,94.53,11.02,86.67
2026-08-01 14:01:00,83.06,9.52,82.88
2026-08-01 14:02:00,105.30,5.59,89.73
2026-08-01 14:03:00,89.02,10.67,84.12
2026-08-01 14:04:00,72.16,9.09,75.88
2026-08-01 14:05:00,95.10,9.57,88.61
2026-08-01 14:06:00,98.45,6.26,88.45
2026-08-01 14:07:00,83.54,8.06,81.23
2026-08-01 14:08:00,104.35,11.16,88.78
2026-08-01 14:09:00,103.95,6.51,90.69
2026-08-01 14:10:00,112.12,5.00,91.82
2026-08-01 14:11:00,108.88,6.80,92.73
2026-08-01 14:12:00,109.15,8.41,90.13
2026-08-01 14:13:00,88.97,10.75,83.60
2026-08-01 14:14:00,117.25,9.50,91.68
2026-08-01 14:15:00,102.95,11.43,91.89
2026-08-01 14:16:00,95.89,8.19,89.05
2026-08-01 14:17:00,107.56,7.74,91.74
2026-08-01 14:18:00,91.64,6.62,85.42
2026-08-01 14:19:00,100.76,6.53,88.11
2026-08-01 14:20:00,114.20,10.15,91.68
2026-08-01 14:21:00,123.18,5.56,90.81
2026-08-01 14:22:00,125.26,6.70,90.61
2026-08-01 14:23:00,100.22,11.20,88.74
2026-08-01 14:24:00,101.22,9.04,89.42
2026-08-01 14:25:00,117.99,5.33,90.59
2026-08-01 14:26:00,88.87,9.93,86.00
2026-08-01 14:27:00,120.24,8.55,90.99
2026-08-01 14:28:00,99.65,10.98,88.76
2026-08-01 14:29:00,76.95,9.78,77.25
2026-08-01 14:30:00,74.32,5.03,75.36
2026-08-01 14:31:00,120.52,6.44,90.83
2026-08-01 14:32:00,73.33,6.81,75.31
2026-08-01 14:33:00,86.84,9.92,83.33
2026-08-01 14:34:00,90.05,8.57,85.62
2026-08-01 14:35:00,80.38,10.23,80.96
2026-08-01 14:36:00,88.83,8.59,84.35
2026-08-01 14:37:00,114.56,7.29,92.54
2026-08-01 14:38:00,70.88,5.73,72.95
2026-08-01 14:39:00,119.63,6.42,91.85
2026-08-01 14:40:00,121.39,7.81,91.49
2026-08-01 14:41:00,92.34,8.86,88.51
2026-08-01 14:42:00,79.22,11.57,78.23
2026-08-01 14:43:00,106.05,6.68,91.23
2026-08-01 14:44:00,77.18,9.66,77.22
2026-08-01 14:45:00,91.90,6.07,86.50
2026-08-01 14:46:00,127.51,10.00,90.91
2026-08-01 14:47:00,129.73,5.08,88.97
2026-08-01 14:48:00,116.33,9.59,90.11
2026-08-01 14:49:00,88.66,6.14,85.21
2026-08-01 14:50:00,111.26,6.26,90.77
2026-08-01 14:51:00,112.32,8.91,92.46
2026-08-01 14:52:00,93.27,7.63,87.27
2026-08-01 14:53:00,108.45,8.30,92.32
2026-08-01 14:54:00,70.64,7.16,71.51
2026-08-01 14:55:00,82.54,11.67,80.03
2026-08-01 14:56:00,101.51,7.03,89.84
2026-08-01 14:57:00,79.83,8.79,78.39
2026-08-01 14:58:00,79.95,10.98,79.94
2026-08-01 14:59:00,120.18,9.65,90.23
2026-08-01 15:00:00,129.35,7.26,90.78
2026-08-01 15:01:00,103.36,8.87,90.93
2026-08-01 15:02:00,120.34,5.58,91.12
2026-08-01 15:03:00,129.42,8.82,90.15
2026-08-01 15:04:00,78.50,8.02,78.93
2026-08-01 15:05:00,96.89,10.31,88.00
2026-08-01 15:06:00,93.55,10.94,86.99
2026-08-01 15:07:00,74.80,6.40,76.23
2026-08-01 15:08:00,115.32,5.57,90.80
2026-08-01 15:09:00,96.03,7.73,88.67
2026-08-01 15:10:00,98.16,8.74,87.02
2026-08-01 15:11:00,79.04,7.64,77.52
2026-08-01 15:12:00,80.86,9.40,80.65
2026-08-01 15:13:00,124.43,8.54,90.76
2026-08-01 15:14:00,72.68,11.56,72.46
2026-08-01 15:15:00,83.97,7.87,82.33
2026-08-01 15:16:00,87.52,5.58,83.69
