timestamp,F_alimentacao_L_min,u_step,CA_mol_L
2026-08-01 00:49:00,10.851,10.851,-5.4238
2026-08-01 00:50:00,10.851,10.851,-5.4411
2026-08-01 00:51:00,10.851,10.851,-5.4083
2026-08-01 00:52:00,10.851,10.851,-5.4282
2026-08-01 00:53:00,10.851,10.851,-5.4192
2026-08-01 00:54:00,10.851,10.851,-5.4105
2026-08-01 00:55:00,10.851,10.851,-5.4117
2026-08-01 00:56:00,10.851,10.851,-5.4078
2026-08-01 00:57:00,10.851,10.851,-5.4236
2026-08-01 00:58:00,10.851,10.851,-5.4305
2026-08-01 00:59:00,10.851,10.851,-5.4240
2026-08-01 01:00:00,12.286,12.286,-5.4564
2026-08-01 01:01:00,12.286,12.286,-5.4519
2026-08-01 01:02:00,12.286,12.286,-5.4497
2026-08-01 01:03:00,12.286,12.286,-5.4434
2026-08-01 01:04:00,12.286,12.286,-5.4157
2026-08-01 01:05:00,12.286,12.286,-5.5137
2026-08-01 01:06:00,12.286,12.286,-5.5679
2026-08-01 01:07:00,12.286,12.286,-5.5926
2026-08-01 01:08:00,12.286,12.286,-5.6782
2026-08-01 01:09:00,12.286,12.286,-5.7035
2026-08-01 01:10:00,12.286,12.286,-5.7794
2026-08-01 01:11:00,12.286,12.286,-5.8030
2026-08-01 01:12:00,12.286,12.286,-5.8523
2026-08-01 01:13:00,12.286,12.286,-5.8710
2026-08-01 01:14:00,12.286,12.286,-5.8753
2026-08-01 01:15:00,12.286,12.286,-5.9517
2026-08-01 01:16:00,12.286,12.286,-5.9311
2026-08-01 01:17:00,12.286,12.286,-5.9553
2026-08-01 01:18:00,12.286,12.286,-5.9902
2026-08-01 01:19:00,12.286,12.286,-6.0237
2026-08-01 01:20:00,12.286,12.286,-6.0082
2026-08-01 01:21:00,12.286,12.286,-6.0335
2026-08-01 01:22:00,12.286,12.286,-6.0303
2026-08-01 01:23:00,12.286,12.286,-6.0453
2026-08-01 01:24:00,12.286,12.286,-6.0234
2026-08-01 01:25:00,12.286,12.286,-6.0690
2026-08-01 01:26:00,12.286,12.286,-6.0925
2026-08-01 01:27:00,12.286,12.286,-6.0755
2026-08-01 01:28:00,12.286,12.286,-6.0811
2026-08-01 01:29:00,12.286,12.286,-6.0641
2026-08-01 01:30:00,13.075,13.075,-6.0797
2026-08-01 01:31:00,13.075,13.075,-6.0939
2026-08-01 01:32:00,13.075,13.075,-6.0760
2026-08-01 01:33:00,13.075,13.075,-6.1328
2026-08-01 01:34:00,13.075,13.075,-6.1252
2026-08-01 01:35:00,13.075,13.075,-6.1734
2026-08-01 01:36:00,13.075,13.075,-6.2010
2026-08-01 01:37:00,13.075,13.075,-6.2551
2026-08-01 01:38:00,13.075,13.075,-6.2459
2026-08-01 01:39:00,13.075,13.075,-6.2910
2026-08-01 01:40:00,13.075,13.075,-6.3410
2026-08-01 01:41:00,13.075,13.075,-6.3545
2026-08-01 01:42:00,13.075,13.075,-6.3483
2026-08-01 01:43:00,13.075,13.075,-6.3561
2026-08-01 01:44:00,13.075,13.075,-6.3494
2026-08-01 01:45:00,13.075,13.075,-6.3459
2026-08-01 01:46:00,13.075,13.075,-6.4092
2026-08-01 01:47:00,13.075,13.075,-6.4493
2026-08-01 01:48:00,13.075,13.075,-6.4830
2026-08-01 01:49:00,13.075,13.075,-6.4447
2026-08-01 01:50:00,13.075,13.075,-6.4751
2026-08-01 01:51:00,13.075,13.075,-6.4750
2026-08-01 01:52:00,13.075,13.075,-6.4860
2026-08-01 01:53:00,13.075,13.075,-6.4830
2026-08-01 01:54:00,13.075,13.075,-6.4646
2026-08-01 01:55:00,13.075,13.075,-6.4879
2026-08-01 01:56:00,13.075,13.075,-6.4989
2026-08-01 01:57:00,13.075,13.075,-6.5206
2026-08-01 01:58:00,13.075,13.075,-6.5372
2026-08-01 01:59:00,13.075,13.075,-6.5168
2026-08-01 02:00:00,11.452,11.452,-6.5112
2026-08-01 02:01:00,11.452,11.452,-6.4775
2026-08-01 02:02:00,11.452,11.452,-6.5127
2026-08-01 02:03:00,11.452,11.452,-6.4979
2026-08-01 02:04:00,11.452,11.452,-6.5296
2026-08-01 02:05:00,11.452,11.452,-6.4639
2026-08-01 02:06:00,11.452,11.452,-6.3881
2026-08-01 02:07:00,11.452,11.452,-6.3190
2026-08-01 02:08:00,11.452,11.452,-6.2041
2026-08-01 02:09:00,11.452,11.452,-6.2110
2026-08-01 02:10:00,11.452,11.452,-6.1309
2026-08-01 02:11:00,11.452,11.452,-6.1236
2026-08-01 02:12:00,11.452,11.452,-6.0490
2026-08-01 02:13:00,11.452,11.452,-6.0257
2026-08-01 02:14:00,11.452,11.452,-6.0058
2026-08-01 02:15:00,11.452,11.452,-5.9758
2026-08-01 02:16:00,11.452,11.452,-5.9632
2026-08-01 02:17:00,11.452,11.452,-5.9188
2026-08-01 02:18:00,11.452,11.452,-5.9166
2026-08-01 02:19:00,11.452,11.452,-5.9139
2026-08-01 02:20:00,11.452,11.452,-5.8986
2026-08-01 02:21:00,11.452,11.452,-5.8549
2026-08-01 02:22:00,11.452,11.452,-5.8135
2026-08-01 02:23:00,11.452,11.452,-5.8300
2026-08-01 02:24:00,11.452,11.452,-5.8248
2026-08-01 02:25:00,11.452,11.452,-5.8071
2026-08-01 02:26:00,11.452,11.452,-5.7780
2026-08-01 02:27:00,11.452,11.452,-5.7919
2026-08-01 02:28:00,11.452,11.452,-5.7975
2026-08-01 02:29:00,11.452,11.452,-5.7608
2026-08-01 02:30:00,13.354,13.354,-5.7687
2026-08-01 02:31:00,13.354,13.354,-5.7414
2026-08-01 02:32:00,13.354,13.354,-5.7638
2026-08-01 02:33:00,13.354,13.354,-5.7878
2026-08-01 02:34:00,13.354,13.354,-5.7870
2026-08-01 02:35:00,13.354,13.354,-5.8183
2026-08-01 02:36:00,13.354,13.354,-5.8995
2026-08-01 02:37:00,13.354,13.354,-6.0119
2026-08-01 02:38:00,13.354,13.354,-6.0828
2026-08-01 02:39:00,13.354,13.354,-6.1061
2026-08-01 02:40:00,13.354,13.354,-6.2117
2026-08-01 02:41:00,13.354,13.354,-6.2562
2026-08-01 02:42:00,13.354,13.354,-6.2693
2026-08-01 02:43:00,13.354,13.354,-6.3296
2026-08-01 02:44:00,13.354,13.354,-6.3574
2026-08-01 02:45:00,13.354,13.354,-6.3925
2026-08-01 02:46:00,13.354,13.354,-6.4113
2026-08-01 02:47:00,13.354,13.354,-6.4158
2026-08-01 02:48:00,13.354,13.354,-6.4655
2026-08-01 02:49:00,13.354,13.354,-6.4754
2026-08-01 02:50:00,13.354,13.354,-6.5482
2026-08-01 02:51:00,13.354,13.354,-6.5251
2026-08-01 02:52:00,13.354,13.354,-6.5563
2026-08-01 02:53:00,13.354,13.354,-6.5776
2026-08-01 02:54:00,13.354,13.354,-6.5832
2026-08-01 02:55:00,13.354,13.354,-6.5835
2026-08-01 02:56:00,13.354,13.354,-6.5685
2026-08-01 02:57:00,13.354,13.354,-6.6224
2026-08-01 02:58:00,13.354,13.354,-6.6034
2026-08-01 02:59:00,13.354,13.354,-6.6210
2026-08-01 03:00:00,14.399,14.399,-6.6245
2026-08-01 03:01:00,14.399,14.399,-6.6038
2026-08-01 03:02:00,14.399,14.399,-6.6184
2026-08-01 03:03:00,14.399,14.399,-6.6072
2026-08-01 03:04:00,14.399,14.399,-6.6414
2026-08-01 03:05:00,14.399,14.399,-6.7083
2026-08-01 03:06:00,14.399,14.399,-6.7494
2026-08-01 03:07:00,14.399,14.399,-6.7855
2026-08-01 03:08:00,14.399,14.399,-6.8278
2026-08-01 03:09:00,14.399,14.399,-6.8898
2026-08-01 03:10:00,14.399,14.399,-6.8994
2026-08-01 03:11:00,14.399,14.399,-6.9265
2026-08-01 03:12:00,14.399,14.399,-6.9076
2026-08-01 03:13:00,14.399,14.399,-6.9445
2026-08-01 03:14:00,14.399,14.399,-7.0209
2026-08-01 03:15:00,14.399,14.399,-7.0291
2026-08-01 03:16:00,14.399,14.399,-7.0703
2026-08-01 03:17:00,14.399,14.399,-7.0686
2026-08-01 03:18:00,14.399,14.399,-7.0648
2026-08-01 03:19:00,14.399,14.399,-7.0598
2026-08-01 03:20:00,14.399,14.399,-7.1101
2026-08-01 03:21:00,14.399,14.399,-7.1190
2026-08-01 03:22:00,14.399,14.399,-7.1582
2026-08-01 03:23:00,14.399,14.399,-7.1269
2026-08-01 03:24:00,14.399,14.399,-7.1525
2026-08-01 03:25:00,14.399,14.399,-7.1487
2026-08-01 03:26:00,14.399,14.399,-7.1618
2026-08-01 03:27:00,14.399,14.399,-7.1516
2026-08-01 03:28:00,14.399,14.399,-7.1899
2026-08-01 03:29:00,14.399,14.399,-7.1885
2026-08-01 03:30:00,15.543,15.543,-7.1206
2026-08-01 03:31:00,15.543,15.543,-7.1926
2026-08-01 03:32:00,15.543,15.543,-7.1920
2026-08-01 03:33:00,15.543,15.543,-7.1363
2026-08-01 03:34:00,15.543,15.543,-7.1176
2026-08-01 03:35:00,15.543,15.543,-7.2587
2026-08-01 03:36:00,15.543,15.543,-7.2963
2026-08-01 03:37:00,15.543,15.543,-7.3304
2026-08-01 03:38:00,15.543,15.543,-7.3461
2026-08-01 03:39:00,15.543,15.543,-7.4395
2026-08-01 03:40:00,15.543,15.543,-7.4598
2026-08-01 03:41:00,15.543,15.543,-7.4710
2026-08-01 03:42:00,15.543,15.543,-7.5064
2026-08-01 03:43:00,15.543,15.543,-7.5483
2026-08-01 03:44:00,15.543,15.543,-7.5665
2026-08-01 03:45:00,15.543,15.543,-7.6121
2026-08-01 03:46:00,15.543,15.543,-7.6081
2026-08-01 03:47:00,15.543,15.543,-7.6255
2026-08-01 03:48:00,15.543,15.543,-7.6306
2026-08-01 03:49:00,15.543,15.543,-7.6600
2026-08-01 03:50:00,15.543,15.543,-7.6518
2026-08-01 03:51:00,15.543,15.543,-7.6520
2026-08-01 03:52:00,15.543,15.543,-7.6791
2026-08-01 03:53:00,15.543,15.543,-7.6841
2026-08-01 03:54:00,15.543,15.543,-7.6981
2026-08-01 03:55:00,15.543,15.543,-7.7064
2026-08-01 03:56:00,15.543,15.543,-7.7274
2026-08-01 03:57:00,15.543,15.543,-7.7125
2026-08-01 03:58:00,15.543,15.543,-7.7260
2026-08-01 03:59:00,15.543,15.543,-7.6870
2026-08-01 04:00:00,14.056,14.056,-7.7016
2026-08-01 04:01:00,14.056,14.056,-7.7292
2026-08-01 04:02:00,14.056,14.056,-7.7557
2026-08-01 04:03:00,14.056,14.056,-7.7658
2026-08-01 04:04:00,14.056,14.056,-7.7225
2026-08-01 04:05:00,14.056,14.056,-7.6692
2026-08-01 04:06:00,14.056,14.056,-7.6002
2026-08-01 04:07:00,14.056,14.056,-7.5865
2026-08-01 04:08:00,14.056,14.056,-7.4807
2026-08-01 04:09:00,14.056,14.056,-7.4430
2026-08-01 04:10:00,14.056,14.056,-7.4319
2026-08-01 04:11:00,14.056,14.056,-7.3809
2026-08-01 04:12:00,14.056,14.056,-7.3319
2026-08-01 04:13:00,14.056,14.056,-7.3052
2026-08-01 04:14:00,14.056,14.056,-7.2842
2026-08-01 04:15:00,14.056,14.056,-7.2554
2026-08-01 04:16:00,14.056,14.056,-7.2358
2026-08-01 04:17:00,14.056,14.056,-7.2074
2026-08-01 04:18:00,14.056,14.056,-7.1628
2026-08-01 04:19:00,14.056,14.056,-7.2271
2026-08-01 04:20:00,14.056,14.056,-7.1657
2026-08-01 04:21:00,14.056,14.056,-7.1441
2026-08-01 04:22:00,14.056,14.056,-7.1298
2026-08-01 04:23:00,14.056,14.056,-7.1323
2026-08-01 04:24:00,14.056,14.056,-7.1503
2026-08-01 04:25:00,14.056,14.056,-7.0999
2026-08-01 04:26:00,14.056,14.056,-7.0640
2026-08-01 04:27:00,14.056,14.056,-7.1222
2026-08-01 04:28:00,14.056,14.056,-7.0679
2026-08-01 04:29:00,14.056,14.056,-7.0860
2026-08-01 04:30:00,13.857,13.857,-7.0755
2026-08-01 04:31:00,13.857,13.857,-7.0907
2026-08-01 04:32:00,13.857,13.857,-7.0721
2026-08-01 04:33:00,13.857,13.857,-7.0357
2026-08-01 04:34:00,13.857,13.857,-7.0466
2026-08-01 04:35:00,13.857,13.857,-7.0107
2026-08-01 04:36:00,13.857,13.857,-7.0101
2026-08-01 04:37:00,13.857,13.857,-7.0144
2026-08-01 04:38:00,13.857,13.857,-6.9788
2026-08-01 04:39:00,13.857,13.857,-6.9964
2026-08-01 04:40:00,13.857,13.857,-6.9810
2026-08-01 04:41:00,13.857,13.857,-6.9966
2026-08-01 04:42:00,13.857,13.857,-6.9831
2026-08-01 04:43:00,13.857,13.857,-6.9928
2026-08-01 04:44:00,13.857,13.857,-6.9540
2026-08-01 04:45:00,13.857,13.857,-6.9929
2026-08-01 04:46:00,13.857,13.857,-6.9496
2026-08-01 04:47:00,13.857,13.857,-6.9654
2026-08-01 04:48:00,13.857,13.857,-6.9349
2026-08-01 04:49:00,13.857,13.857,-6.9403
2026-08-01 04:50:00,13.857,13.857,-6.9162
2026-08-01 04:51:00,13.857,13.857,-6.9356
2026-08-01 04:52:00,13.857,13.857,-6.9795
2026-08-01 04:53:00,13.857,13.857,-6.9475
2026-08-01 04:54:00,13.857,13.857,-6.9678
2026-08-01 04:55:00,13.857,13.857,-6.9532
2026-08-01 04:56:00,13.857,13.857,-6.9112
2026-08-01 04:57:00,13.857,13.857,-6.9274
2026-08-01 04:58:00,13.857,13.857,-6.9529
2026-08-01 04:59:00,13.857,13.857,-6.9582
2026-08-01 05:00:00,13.340,13.340,-6.9363
2026-08-01 05:01:00,13.340,13.340,-6.9605
2026-08-01 05:02:00,13.340,13.340,-6.9488
2026-08-01 05:03:00,13.340,13.340,-6.9285
2026-08-01 05:04:00,13.340,13.340,-6.9110
2026-08-01 05:05:00,13.340,13.340,-6.8955
2026-08-01 05:06:00,13.340,13.340,-6.9298
2026-08-01 05:07:00,13.340,13.340,-6.8565
2026-08-01 05:08:00,13.340,13.340,-6.8419
2026-08-01 05:09:00,13.340,13.340,-6.8178
2026-08-01 05:10:00,13.340,13.340,-6.7781
2026-08-01 05:11:00,13.340,13.340,-6.8377
2026-08-01 05:12:00,13.340,13.340,-6.7956
2026-08-01 05:13:00,13.340,13.340,-6.7606
2026-08-01 05:14:00,13.340,13.340,-6.7939
2026-08-01 05:15:00,13.340,13.340,-6.7235
2026-08-01 05:16:00,13.340,13.340,-6.7374
2026-08-01 05:17:00,13.340,13.340,-6.7204
2026-08-01 05:18:00,13.340,13.340,-6.7420
2026-08-01 05:19:00,13.340,13.340,-6.7083
2026-08-01 05:20:00,13.340,13.340,-6.6977
2026-08-01 05:21:00,13.340,13.340,-6.7096
2026-08-01 05:22:00,13.340,13.340,-6.7051
2026-08-01 05:23:00,13.340,13.340,-6.7004
2026-08-01 05:24:00,13.340,13.340,-6.7196
2026-08-01 05:25:00,13.340,13.340,-6.7020
2026-08-01 05:26:00,13.340,13.340,-6.6992
2026-08-01 05:27:00,13.340,13.340,-6.6859
2026-08-01 05:28:00,13.340,13.340,-6.6713
2026-08-01 05:29:00,13.340,13.340,-6.7103
2026-08-01 05:30:00,15.047,15.047,-6.6898
2026-08-01 05:31:00,15.047,15.047,-6.6559
2026-08-01 05:32:00,15.047,15.047,-6.6989
2026-08-01 05:33:00,15.047,15.047,-6.6991
2026-08-01 05:34:00,15.047,15.047,-6.6773
2026-08-01 05:35:00,15.047,15.047,-6.7487
2026-08-01 05:36:00,15.047,15.047,-6.8412
2026-08-01 05:37:00,15.047,15.047,-6.8831
2026-08-01 05:38:00,15.047,15.047,-6.9539
2026-08-01 05:39:00,15.047,15.047,-7.0095
2026-08-01 05:40:00,15.047,15.047,-7.0650
2026-08-01 05:41:00,15.047,15.047,-7.0743
2026-08-01 05:42:00,15.047,15.047,-7.1652
2026-08-01 05:43:00,15.047,15.047,-7.2375
2026-08-01 05:44:00,15.047,15.047,-7.1979
2026-08-01 05:45:00,15.047,15.047,-7.2686
2026-08-01 05:46:00,15.047,15.047,-7.2837
2026-08-01 05:47:00,15.047,15.047,-7.2834
2026-08-01 05:48:00,15.047,15.047,-7.3631
2026-08-01 05:49:00,15.047,15.047,-7.3753
2026-08-01 05:50:00,15.047,15.047,-7.3997
2026-08-01 05:51:00,15.047,15.047,-7.3991
2026-08-01 05:52:00,15.047,15.047,-7.3885
2026-08-01 05:53:00,15.047,15.047,-7.3995
2026-08-01 05:54:00,15.047,15.047,-7.4158
2026-08-01 05:55:00,15.047,15.047,-7.4598
2026-08-01 05:56:00,15.047,15.047,-7.4870
2026-08-01 05:57:00,15.047,15.047,-7.4480
2026-08-01 05:58:00,15.047,15.047,-7.4660
2026-08-01 05:59:00,15.047,15.047,-7.4541
2026-08-01 06:00:00,15.623,15.623,-7.4553
2026-08-01 06:01:00,15.623,15.623,-7.4720
2026-08-01 06:02:00,15.623,15.623,-7.4644
2026-08-01 06:03:00,15.623,15.623,-7.4795
2026-08-01 06:04:00,15.623,15.623,-7.4774
2026-08-01 06:05:00,15.623,15.623,-7.5345
2026-08-01 06:06:00,15.623,15.623,-7.5531
2026-08-01 06:07:00,15.623,15.623,-7.5717
2026-08-01 06:08:00,15.623,15.623,-7.5828
2026-08-01 06:09:00,15.623,15.623,-7.6284
2026-08-01 06:10:00,15.623,15.623,-7.6292
2026-08-01 06:11:00,15.623,15.623,-7.6621
2026-08-01 06:12:00,15.623,15.623,-7.6746
2026-08-01 06:13:00,15.623,15.623,-7.6696
2026-08-01 06:14:00,15.623,15.623,-7.7385
2026-08-01 06:15:00,15.623,15.623,-7.7359
2026-08-01 06:16:00,15.623,15.623,-7.7498
2026-08-01 06:17:00,15.623,15.623,-7.7759
2026-08-01 06:18:00,15.623,15.623,-7.7510
2026-08-01 06:19:00,15.623,15.623,-7.7299
2026-08-01 06:20:00,15.623,15.623,-7.7572
2026-08-01 06:21:00,15.623,15.623,-7.7536
2026-08-01 06:22:00,15.623,15.623,-7.7411
2026-08-01 06:23:00,15.623,15.623,-7.7412
2026-08-01 06:24:00,15.623,15.623,-7.7735
2026-08-01 06:25:00,15.623,15.623,-7.7490
2026-08-01 06:26:00,15.623,15.623,-7.7778
2026-08-01 06:27:00,15.623,15.623,-7.7995
2026-08-01 06:28:00,15.623,15.623,-7.7976
2026-08-01 06:29:00,15.623,15.623,-7.8179
2026-08-01 06:30:00,16.914,16.914,-7.8083
2026-08-01 06:31:00,16.914,16.914,-7.7998
2026-08-01 06:32:00,16.914,16.914,-7.7785
2026-08-01 06:33:00,16.914,16.914,-7.7618
2026-08-01 06:34:00,16.914,16.914,-7.8254
2026-08-01 06:35:00,16.914,16.914,-7.8558
2026-08-01 06:36:00,16.914,16.914,-7.9438
2026-08-01 06:37:00,16.914,16.914,-7.9669
2026-08-01 06:38:00,16.914,16.914,-8.0271
2026-08-01 06:39:00,16.914,16.914,-8.1043
2026-08-01 06:40:00,16.914,16.914,-8.0881
2026-08-01 06:41:00,16.914,16.914,-8.1538
2026-08-01 06:42:00,16.914,16.914,-8.1839
2026-08-01 06:43:00,16.914,16.914,-8.2230
2026-08-01 06:44:00,16.914,16.914,-8.2402
2026-08-01 06:45:00,16.914,16.914,-8.2416
2026-08-01 06:46:00,16.914,16.914,-8.2746
2026-08-01 06:47:00,16.914,16.914,-8.2828
2026-08-01 06:48:00,16.914,16.914,-8.2989
2026-08-01 06:49:00,16.914,16.914,-8.2948
2026-08-01 06:50:00,16.914,16.914,-8.3417
2026-08-01 06:51:00,16.914,16.914,-8.3766
2026-08-01 06:52:00,16.914,16.914,-8.3367
2026-08-01 06:53:00,16.914,16.914,-8.3746
2026-08-01 06:54:00,16.914,16.914,-8.3545
2026-08-01 06:55:00,16.914,16.914,-8.3772
2026-08-01 06:56:00,16.914,16.914,-8.3947
2026-08-01 06:57:00,16.914,16.914,-8.3916
2026-08-01 06:58:00,16.914,16.914,-8.3654
2026-08-01 06:59:00,16.914,16.914,-8.3681
2026-08-01 07:00:00,16.688,16.688,-8.4130
2026-08-01 07:01:00,16.688,16.688,-8.4154
2026-08-01 07:02:00,16.688,16.688,-8.4010
2026-08-01 07:03:00,16.688,16.688,-8.4428
2026-08-01 07:04:00,16.688,16.688,-8.4224
2026-08-01 07:05:00,16.688,16.688,-8.4210
2026-08-01 07:06:00,16.688,16.688,-8.4066
2026-08-01 07:07:00,16.688,16.688,-8.4226
2026-08-01 07:08:00,16.688,16.688,-8.4315
2026-08-01 07:09:00,16.688,16.688,-8.4356
2026-08-01 07:10:00,16.688,16.688,-8.4115
2026-08-01 07:11:00,16.688,16.688,-8.3938
2026-08-01 07:12:00,16.688,16.688,-8.3864
2026-08-01 07:13:00,16.688,16.688,-8.3381
2026-08-01 07:14:00,16.688,16.688,-8.3514
2026-08-01 07:15:00,16.688,16.688,-8.3898
2026-08-01 07:16:00,16.688,16.688,-8.3609
2026-08-01 07:17:00,16.688,16.688,-8.3736
2026-08-01 07:18:00,16.688,16.688,-8.3690
2026-08-01 07:19:00,16.688,16.688,-8.3577
2026-08-01 07:20:00,16.688,16.688,-8.3472
2026-08-01 07:21:00,16.688,16.688,-8.3648
2026-08-01 07:22:00,16.688,16.688,-8.3353
2026-08-01 07:23:00,16.688,16.688,-8.3782
2026-08-01 07:24:00,16.688,16.688,-8.3541
2026-08-01 07:25:00,16.688,16.688,-8.3012
2026-08-01 07:26:00,16.688,16.688,-8.3477
2026-08-01 07:27:00,16.688,16.688,-8.3227
2026-08-01 07:28:00,16.688,16.688,-8.3488
2026-08-01 07:29:00,16.688,16.688,-8.3383
2026-08-01 07:30:00,15.597,15.597,-8.3505
2026-08-01 07:31:00,15.597,15.597,-8.3522
2026-08-01 07:32:00,15.597,15.597,-8.3639
2026-08-01 07:33:00,15.597,15.597,-8.3392
2026-08-01 07:34:00,15.597,15.597,-8.3645
2026-08-01 07:35:00,15.597,15.597,-8.2792
2026-08-01 07:36:00,15.597,15.597,-8.2214
2026-08-01 07:37:00,15.597,15.597,-8.1913
2026-08-01 07:38:00,15.597,15.597,-8.1643
2026-08-01 07:39:00,15.597,15.597,-8.1135
2026-08-01 07:40:00,15.597,15.597,-8.0963
2026-08-01 07:41:00,15.597,15.597,-8.0422
2026-08-01 07:42:00,15.597,15.597,-8.0713
2026-08-01 07:43:00,15.597,15.597,-8.0178
2026-08-01 07:44:00,15.597,15.597,-8.0296
2026-08-01 07:45:00,15.597,15.597,-8.0005
2026-08-01 07:46:00,15.597,15.597,-7.9261
2026-08-01 07:47:00,15.597,15.597,-7.9200
2026-08-01 07:48:00,15.597,15.597,-7.9383
2026-08-01 07:49:00,15.597,15.597,-7.9414
2026-08-01 07:50:00,15.597,15.597,-7.9593
2026-08-01 07:51:00,15.597,15.597,-7.9007
2026-08-01 07:52:00,15.597,15.597,-7.8323
2026-08-01 07:53:00,15.597,15.597,-7.8638
2026-08-01 07:54:00,15.597,15.597,-7.8762
2026-08-01 07:55:00,15.597,15.597,-7.8491
2026-08-01 07:56:00,15.597,15.597,-7.8836
2026-08-01 07:57:00,15.597,15.597,-7.8529
2026-08-01 07:58:00,15.597,15.597,-7.8401
2026-08-01 07:59:00,15.597,15.597,-7.8394
2026-08-01 08:00:00,15.815,15.815,-7.8180
2026-08-01 08:01:00,15.815,15.815,-7.8233
2026-08-01 08:02:00,15.815,15.815,-7.8137
2026-08-01 08:03:00,15.815,15.815,-7.8379
2026-08-01 08:04:00,15.815,15.815,-7.8036
2026-08-01 08:05:00,15.815,15.815,-7.7976
2026-08-01 08:06:00,15.815,15.815,-7.8573
2026-08-01 08:07:00,15.815,15.815,-7.8626
2026-08-01 08:08:00,15.815,15.815,-7.8244
2026-08-01 08:09:00,15.815,15.815,-7.8606
2026-08-01 08:10:00,15.815,15.815,-7.8337
2026-08-01 08:11:00,15.815,15.815,-7.8752
2026-08-01 08:12:00,15.815,15.815,-7.8414
2026-08-01 08:13:00,15.815,15.815,-7.8716
2026-08-01 08:14:00,15.815,15.815,-7.8723
2026-08-01 08:15:00,15.815,15.815,-7.8492
2026-08-01 08:16:00,15.815,15.815,-7.8904
2026-08-01 08:17:00,15.815,15.815,-7.9045
2026-08-01 08:18:00,15.815,15.815,-7.8968
2026-08-01 08:19:00,15.815,15.815,-7.8807
2026-08-01 08:20:00,15.815,15.815,-7.9229
2026-08-01 08:21:00,15.815,15.815,-7.8804
2026-08-01 08:22:00,15.815,15.815,-7.9053
2026-08-01 08:23:00,15.815,15.815,-7.8729
2026-08-01 08:24:00,15.815,15.815,-7.9449
2026-08-01 08:25:00,15.815,15.815,-7.9138
2026-08-01 08:26:00,15.815,15.815,-7.9327
2026-08-01 08:27:00,15.815,15.815,-7.9164
2026-08-01 08:28:00,15.815,15.815,-7.8957
2026-08-01 08:29:00,15.815,15.815,-7.9049
2026-08-01 08:30:00,14.070,14.070,-7.9070
2026-08-01 08:31:00,14.070,14.070,-7.9057
2026-08-01 08:32:00,14.070,14.070,-7.8989
2026-08-01 08:33:00,14.070,14.070,-7.9236
2026-08-01 08:34:00,14.070,14.070,-7.8897
2026-08-01 08:35:00,14.070,14.070,-7.8037
