timestamp,T_reator_C,conversao,U_trocador1_W_m2K,U_trocador2_W_m2K,rotulo
2026-01-01 05:05:00,89.956,0.8487,476.60,423.52,0
2026-01-01 05:10:00,90.012,0.8541,486.68,415.81,0
2026-01-01 05:15:00,89.977,0.8400,478.46,419.97,0
2026-01-01 05:20:00,89.776,0.8403,480.97,418.40,0
2026-01-01 05:25:00,90.306,0.8594,475.54,425.16,0
2026-01-01 05:30:00,90.331,0.8544,482.30,422.71,0
2026-01-01 05:35:00,90.714,0.8489,476.48,420.77,0
2026-01-01 05:40:00,89.759,0.8653,485.13,422.97,0
2026-01-01 05:45:00,90.267,0.8652,485.49,416.10,0
2026-01-01 05:50:00,89.236,0.8535,481.79,426.14,0
2026-01-01 05:55:00,90.332,0.8384,480.44,417.54,0
2026-01-01 06:00:00,89.417,0.8491,479.54,423.83,0
2026-01-01 06:05:00,89.606,0.8433,479.96,421.72,0
2026-01-01 06:10:00,90.133,0.8507,481.33,420.86,0
2026-01-01 06:15:00,89.751,0.8425,480.37,423.71,0
2026-01-01 06:20:00,89.697,0.8404,483.05,423.06,0
2026-01-01 06:25:00,89.806,0.8319,477.35,420.39,0
2026-01-01 06:30:00,90.292,0.8513,484.69,418.80,0
2026-01-01 06:35:00,89.627,0.8316,478.84,420.44,0
2026-01-01 06:40:00,89.978,0.8474,477.87,419.76,0
2026-01-01 06:45:00,89.849,0.8556,481.20,421.13,0
2026-01-01 06:50:00,90.328,0.8442,481.39,423.13,0
2026-01-01 06:55:00,90.339,0.8413,474.91,421.48,0
2026-01-01 07:00:00,89.266,0.8495,478.67,420.63,0
2026-01-01 07:05:00,90.418,0.8434,473.60,418.11,0
2026-01-01 07:10:00,89.756,0.8515,478.09,421.05,0
2026-01-01 07:15:00,90.095,0.8417,478.22,414.99,0
2026-01-01 07:20:00,89.624,0.8492,481.01,417.68,0
2026-01-01 07:25:00,90.148,0.8472,477.76,421.90,0
2026-01-01 07:30:00,91.021,0.8499,478.47,422.73,0
2026-01-01 07:35:00,90.051,0.8631,484.04,420.02,0
2026-01-01 07:40:00,89.816,0.8516,486.32,420.68,0
2026-01-01 07:45:00,89.907,0.8540,477.37,421.19,0
2026-01-01 07:50:00,89.412,0.8450,483.19,422.13,0
2026-01-01 07:55:00,90.580,0.8518,481.30,419.48,0
2026-01-01 08:00:00,90.125,0.8478,474.92,417.13,0
2026-01-01 08:05:00,89.580,0.8502,477.76,421.25,0
2026-01-01 08:10:00,89.593,0.8552,471.05,425.96,0
2026-01-01 08:15:00,90.006,0.8460,481.11,417.32,0
2026-01-01 08:20:00,90.373,0.8468,476.91,419.71,0
2026-01-01 08:25:00,89.540,0.8461,480.54,418.93,0
2026-01-01 08:30:00,90.445,0.8460,487.85,427.33,0
2026-01-01 08:35:00,89.963,0.8514,484.92,417.21,0
2026-01-01 08:40:00,89.628,0.8471,477.84,419.61,0
2026-01-01 08:45:00,89.813,0.8620,477.12,419.00,0
2026-01-01 08:50:00,90.699,0.8714,484.03,416.33,0
2026-01-01 08:55:00,89.445,0.8455,477.13,416.17,0
2026-01-01 09:00:00,89.707,0.8524,483.12,421.80,0
2026-01-01 09:05:00,90.381,0.8583,488.36,422.22,0
2026-01-01 09:10:00,90.087,0.8479,482.18,418.42,0
2026-01-01 09:15:00,89.684,0.8420,483.71,424.32,0
2026-01-01 09:20:00,90.386,0.8639,483.36,413.34,0
2026-01-01 09:25:00,90.405,0.8555,478.49,416.32,0
2026-01-01 09:30:00,90.133,0.8525,481.03,417.62,0
2026-01-01 09:35:00,89.755,0.8616,477.29,420.07,0
2026-01-01 09:40:00,89.817,0.8562,484.03,418.75,0
2026-01-01 09:45:00,90.114,0.8496,476.91,419.50,0
2026-01-01 09:50:00,89.475,0.8422,482.27,421.56,0
2026-01-01 09:55:00,90.531,0.8461,483.56,424.47,0
2026-01-01 10:00:00,90.680,0.8596,478.69,422.51,0
2026-01-01 10:05:00,89.906,0.8555,478.01,420.27,0
2026-01-01 10:10:00,90.142,0.8485,479.66,419.87,0
2026-01-01 10:15:00,90.474,0.8641,477.49,423.41,0
2026-01-01 10:20:00,90.782,0.8487,480.64,425.76,0
2026-01-01 10:25:00,90.623,0.8579,477.42,422.02,0
2026-01-01 10:30:00,89.306,0.8518,477.64,418.64,0
2026-01-01 10:35:00,89.874,0.8655,481.82,420.89,0
2026-01-01 10:40:00,90.200,0.8560,482.03,421.85,0
2026-01-01 10:45:00,89.802,0.8504,479.30,418.45,0
2026-01-01 10:50:00,90.713,0.8486,475.24,422.71,0
2026-01-01 10:55:00,90.652,0.8499,483.69,420.91,0
2026-01-01 11:00:00,89.674,0.8442,478.84,423.61,0
2026-01-01 11:05:00,89.935,0.8391,486.37,417.19,0
2026-01-01 11:10:00,89.700,0.8525,479.79,414.89,0
2026-01-01 11:15:00,89.922,0.8457,480.59,418.94,0
2026-01-01 11:20:00,89.910,0.8457,478.89,420.19,0
2026-01-01 11:25:00,90.382,0.8493,480.92,414.72,0
2026-01-01 11:30:00,89.645,0.8504,490.62,418.29,0
2026-01-01 11:35:00,88.953,0.8501,479.15,423.97,0
2026-01-01 11:40:00,89.358,0.8639,484.02,421.72,0
2026-01-01 11:45:00,89.589,0.8553,480.47,420.54,0
2026-01-01 11:50:00,89.738,0.8669,483.72,416.96,0
2026-01-01 11:55:00,90.075,0.8465,474.40,423.87,0
2026-01-01 12:00:00,89.568,0.8563,486.03,418.87,0
2026-01-01 12:05:00,89.516,0.8469,481.22,420.41,0
2026-01-01 12:10:00,89.628,0.8455,479.40,421.35,0
2026-01-01 12:15:00,89.554,0.8672,482.91,420.64,0
2026-01-01 12:20:00,89.778,0.8439,480.64,424.60,0
2026-01-01 12:25:00,89.761,0.8321,476.76,421.85,0
2026-01-01 12:30:00,90.276,0.8443,472.94,421.15,0
2026-01-01 12:35:00,89.604,0.8339,485.69,419.87,0
2026-01-01 12:40:00,89.857,0.8424,479.54,421.43,0
2026-01-01 12:45:00,89.782,0.8431,478.37,419.50,0
2026-01-01 12:50:00,90.324,0.8503,478.61,420.70,0
2026-01-01 12:55:00,89.938,0.8336,484.61,419.11,0
2026-01-01 13:00:00,90.420,0.8596,478.75,418.64,0
2026-01-01 13:05:00,89.539,0.8350,482.15,417.39,0
2026-01-01 13:10:00,89.980,0.8490,479.22,419.32,0
2026-01-01 13:15:00,89.770,0.8474,476.46,419.13,0
2026-01-01 13:20:00,89.510,0.8566,482.93,425.63,0
2026-01-01 13:25:00,89.973,0.8528,483.53,423.12,0
2026-01-01 13:30:00,90.693,0.8595,478.19,419.74,0
2026-01-01 13:35:00,89.659,0.8471,480.11,418.87,0
2026-01-01 13:40:00,89.949,0.8463,480.52,421.99,0
2026-01-01 13:45:00,89.475,0.8533,481.56,425.97,0
2026-01-01 13:50:00,89.416,0.8582,486.14,422.53,0
2026-01-01 13:55:00,89.685,0.8566,479.26,414.98,0
2026-01-01 14:00:00,89.820,0.8526,479.24,422.74,0
2026-01-01 14:05:00,89.838,0.8519,479.71,423.27,0
2026-01-01 14:10:00,89.910,0.8497,477.41,426.75,0
2026-01-01 14:15:00,89.341,0.8533,475.07,419.40,0
2026-01-01 14:20:00,89.750,0.8663,480.64,420.56,0
2026-01-01 14:25:00,90.201,0.8481,481.82,421.50,0
2026-01-01 14:30:00,89.457,0.8471,480.25,417.86,0
2026-01-01 14:35:00,89.858,0.8465,480.05,417.59,0
2026-01-01 14:40:00,90.117,0.8531,477.55,421.35,0
2026-01-01 14:45:00,89.687,0.8330,481.00,415.52,0
2026-01-01 14:50:00,90.137,0.8489,480.76,416.20,0
2026-01-01 14:55:00,89.392,0.8570,481.67,422.60,0
2026-01-01 15:00:00,90.355,0.8458,481.22,421.65,0
2026-01-01 15:05:00,90.146,0.8515,481.43,423.91,0
2026-01-01 15:10:00,90.022,0.8669,484.21,421.55,0
2026-01-01 15:15:00,90.450,0.8527,481.97,420.19,0
2026-01-01 15:20:00,89.868,0.8321,481.70,424.03,0
2026-01-01 15:25:00,89.753,0.8387,475.03,418.89,0
2026-01-01 15:30:00,90.549,0.8480,483.42,419.16,0
2026-01-01 15:35:00,90.736,0.8436,479.37,419.97,0
2026-01-01 15:40:00,89.723,0.8508,480.50,421.51,0
2026-01-01 15:45:00,89.955,0.8476,476.44,419.96,0
2026-01-01 15:50:00,90.418,0.8593,486.53,415.71,0
2026-01-01 15:55:00,89.969,0.8413,472.84,419.37,0
2026-01-01 16:00:00,90.238,0.8483,484.73,420.07,0
2026-01-01 16:05:00,90.312,0.8517,481.54,420.51,0
2026-01-01 16:10:00,89.775,0.8527,474.55,418.82,0
2026-01-01 16:15:00,90.168,0.8512,486.38,421.69,0
2026-01-01 16:20:00,89.998,0.8307,481.81,415.34,0
2026-01-01 16:25:00,89.513,0.8507,473.20,421.42,0
2026-01-01 16:30:00,89.604,0.8488,479.01,425.55,0
2026-01-01 16:35:00,89.739,0.8569,481.88,418.35,0
2026-01-01 16:40:00,90.371,0.8558,485.42,420.35,0
2026-01-01 16:45:00,90.385,0.8519,479.05,419.43,0
2026-01-01 16:50:00,90.300,0.8525,472.34,419.48,0
2026-01-01 16:55:00,90.176,0.8608,484.66,417.09,0
2026-01-01 17:00:00,90.165,0.8592,481.78,426.15,0
2026-01-01 17:05:00,90.111,0.8522,473.59,421.34,0
2026-01-01 17:10:00,90.163,0.8672,481.31,418.17,0
2026-01-01 17:15:00,90.190,0.8450,481.63,417.83,0
2026-01-01 17:20:00,89.438,0.8405,479.31,420.36,0
2026-01-01 17:25:00,89.684,0.8499,477.81,413.68,0
2026-01-01 17:30:00,89.588,0.8470,478.46,423.34,0
2026-01-01 17:35:00,90.443,0.8303,479.32,418.64,0
2026-01-01 17:40:00,90.662,0.8448,481.36,421.35,0
2026-01-01 17:45:00,89.132,0.8527,482.66,421.49,0
2026-01-01 17:50:00,90.626,0.8495,473.85,423.08,0
2026-01-01 17:55:00,90.035,0.8438,481.07,421.66,0
2026-01-01 18:00:00,90.405,0.8503,481.76,422.42,0
2026-01-01 18:05:00,90.203,0.8510,480.81,423.25,0
2026-01-01 18:10:00,90.576,0.8557,479.09,419.20,0
2026-01-01 18:15:00,90.084,0.8449,484.56,426.64,0
2026-01-01 18:20:00,89.455,0.8570,484.34,421.25,0
2026-01-01 18:25:00,89.958,0.8413,479.21,420.11,0
2026-01-01 18:30:00,90.206,0.8460,480.06,417.67,0
2026-01-01 18:35:00,89.914,0.8636,482.62,419.57,0
2026-01-01 18:40:00,90.263,0.8418,484.16,421.40,0
2026-01-01 18:45:00,89.974,0.8447,477.87,420.48,0
2026-01-01 18:50:00,89.762,0.8400,477.17,425.68,0
2026-01-01 18:55:00,89.566,0.8434,481.14,419.03,0
2026-01-01 19:00:00,89.843,0.8511,476.95,422.24,0
2026-01-01 19:05:00,90.082,0.8557,474.48,416.82,0
2026-01-01 19:10:00,89.216,0.8499,477.86,426.75,0
2026-01-01 19:15:00,89.688,0.8474,481.57,416.62,0
2026-01-01 19:20:00,89.201,0.8401,484.98,426.42,0
2026-01-01 19:25:00,89.753,0.8442,478.20,419.79,0
2026-01-01 19:30:00,90.479,0.8376,479.95,413.50,0
2026-01-01 19:35:00,89.526,0.8559,480.79,424.26,0
2026-01-01 19:40:00,90.281,0.8564,478.38,420.45,0
2026-01-01 19:45:00,91.140,0.8497,478.15,418.85,0
2026-01-01 19:50:00,90.581,0.8535,481.34,422.13,0
2026-01-01 19:55:00,90.053,0.8570,476.74,422.20,0
2026-01-01 20:00:00,90.343,0.8508,478.03,421.45,0
2026-01-01 20:05:00,89.452,0.8611,479.73,423.61,0
2026-01-01 20:10:00,89.371,0.8418,481.30,420.97,0
2026-01-01 20:15:00,90.011,0.8472,475.79,422.16,0
2026-01-01 20:20:00,90.159,0.8463,479.95,418.65,0
2026-01-01 20:25:00,90.438,0.8552,476.47,422.51,0
2026-01-01 20:30:00,89.772,0.8385,478.29,418.66,0
2026-01-01 20:35:00,90.077,0.8616,482.71,416.84,0
2026-01-01 20:40:00,90.064,0.8545,480.12,419.60,0
2026-01-01 20:45:00,89.947,0.8640,485.35,419.39,0
2026-01-01 20:50:00,89.971,0.8497,480.13,423.00,0
2026-01-01 20:55:00,89.658,0.8456,483.25,415.86,0
2026-01-01 21:00:00,90.112,0.8553,482.73,423.50,0
2026-01-01 21:05:00,90.078,0.8582,480.31,418.35,0
2026-01-01 21:10:00,89.824,0.8443,476.41,412.83,0
2026-01-01 21:15:00,90.266,0.8340,480.04,416.60,0
2026-01-01 21:20:00,90.411,0.8354,478.76,419.30,0
2026-01-01 21:25:00,90.271,0.8521,478.64,421.56,0
2026-01-01 21:30:00,89.583,0.8623,480.83,419.82,0
2026-01-01 21:35:00,90.040,0.8396,476.01,416.60,0
2026-01-01 21:40:00,89.635,0.8478,477.74,417.89,0
2026-01-01 21:45:00,90.039,0.8472,477.33,416.65,0
2026-01-01 21:50:00,89.637,0.8654,479.60,421.00,0
2026-01-01 21:55:00,90.511,0.8681,478.06,419.96,0
2026-01-01 22:00:00,90.313,0.8534,478.26,422.07,0
2026-01-01 22:05:00,90.461,0.8572,480.77,414.92,0
2026-01-01 22:10:00,90.421,0.8570,479.03,418.63,0
2026-01-01 22:15:00,89.892,0.8398,480.38,426.32,0
2026-01-01 22:20:00,89.830,0.8556,477.02,422.16,0
2026-01-01 22:25:00,90.697,0.8418,477.89,419.34,0
2026-01-01 22:30:00,89.934,0.8486,486.50,417.27,0
2026-01-01 22:35:00,89.458,0.8591,478.28,423.56,0
2026-01-01 22:40:00,90.403,0.8506,474.06,424.83,0
2026-01-01 22:45:00,90.058,0.8588,481.40,416.79,0
2026-01-01 22:50:00,90.602,0.8604,478.26,417.08,0
2026-01-01 22:55:00,90.097,0.8359,481.11,421.07,0
2026-01-01 23:00:00,89.992,0.8326,480.11,421.36,0
2026-01-01 23:05:00,90.610,0.8593,482.03,421.69,0
2026-01-01 23:10:00,89.385,0.8596,480.09,425.77,0
2026-01-01 23:15:00,89.766,0.8521,479.71,417.33,0
2026-01-01 23:20:00,89.645,0.8531,483.83,420.36,0
2026-01-01 23:25:00,89.122,0.8571,473.74,422.41,0
2026-01-01 23:30:00,90.349,0.8570,476.41,422.38,0
2026-01-01 23:35:00,89.777,0.8476,477.92,418.30,0
2026-01-01 23:40:00,90.362,0.8576,475.32,418.42,0
2026-01-01 23:45:00,90.156,0.8472,478.96,418.87,0
2026-01-01 23:50:00,90.243,0.8519,478.66,425.36,0
2026-01-01 23:55:00,89.818,0.8516,483.32,417.31,0
2026-01-02 00:00:00,89.694,0.8431,480.13,419.28,0
2026-01-02 00:05:00,90.036,0.8441,479.76,422.58,0
2026-01-02 00:10:00,90.368,0.8679,479.26,416.99,0
2026-01-02 00:15:00,89.980,0.8429,477.25,421.03,0
2026-01-02 00:20:00,89.719,0.8530,483.08,414.55,0
2026-01-02 00:25:00,89.520,0.8546,484.04,420.83,0
2026-01-02 00:30:00,90.082,0.8496,476.77,420.41,0
2026-01-02 00:35:00,89.778,0.8554,485.27,420.75,0
2026-01-02 00:40:00,89.971,0.8526,478.40,417.65,0
2026-01-02 00:45:00,89.904,0.8430,478.15,420.94,0
2026-01-02 00:50:00,89.822,0.8543,481.83,420.14,0
2026-01-02 00:55:00,90.118,0.8456,482.10,424.16,0
2026-01-02 01:00:00,90.222,0.8639,480.20,422.17,0
2026-01-02 01:05:00,90.786,0.8534,479.38,415.91,0
2026-01-02 01:10:00,90.303,0.8444,483.94,417.76,0
2026-01-02 01:15:00,90.637,0.8527,478.55,418.41,0
2026-01-02 01:20:00,89.673,0.8426,480.22,420.80,0
2026-01-02 01:25:00,89.360,0.8521,485.50,419.76,0
2026-01-02 01:30:00,89.994,0.8482,476.41,419.75,0
2026-01-02 01:35:00,90.343,0.8434,479.05,428.72,0
2026-01-02 01:40:00,90.280,0.8433,483.50,418.73,0
2026-01-02 01:45:00,90.485,0.8695,482.01,424.44,0
2026-01-02 01:50:00,88.985,0.8507,483.11,419.83,0
2026-01-02 01:55:00,90.501,0.8465,476.46,413.73,0
2026-01-02 02:00:00,90.134,0.8452,481.40,420.84,0
2026-01-02 02:05:00,89.382,0.8538,479.58,423.63,0
2026-01-02 02:10:00,90.289,0.8449,487.25,422.17,0
2026-01-02 02:15:00,90.068,0.8412,482.86,421.04,0
2026-01-02 02:20:00,90.152,0.8497,480.37,420.35,0
2026-01-02 02:25:00,90.400,0.8497,481.30,418.79,0
2026-01-02 02:30:00,90.172,0.8467,480.60,422.96,0
2026-01-02 02:35:00,89.411,0.8429,482.54,418.97,0
2026-01-02 02:40:00,89.943,0.8469,477.87,418.36,0
2026-01-02 02:45:00,89.353,0.8462,484.54,421.51,0
2026-01-02 02:50:00,90.260,0.8451,476.47,419.38,0
2026-01-02 02:55:00,90.559,0.8522,481.06,424.12,0
2026-01-02 03:00:00,89.503,0.8678,477.98,421.68,0
2026-01-02 03:05:00,89.731,0.8607,480.58,417.95,0
2026-01-02 03:10:00,89.647,0.8655,483.42,416.85,0
2026-01-02 03:15:00,89.818,0.8455,475.32,418.56,0
2026-01-02 03:20:00,90.165,0.8634,479.95,427.30,0
2026-01-02 03:25:00,89.823,0.8518,476.14,419.57,0
2026-01-02 03:30:00,90.261,0.8579,479.62,422.56,0
2026-01-02 03:35:00,90.426,0.8537,476.13,416.37,0
2026-01-02 03:40:00,90.441,0.8473,480.95,417.04,0
2026-01-02 03:45:00,89.553,0.8558,479.18,419.72,0
2026-01-02 03:50:00,90.554,0.8539,482.70,425.39,0
2026-01-02 03:55:00,90.586,0.8359,484.15,416.42,0
2026-01-02 04:00:00,90.621,0.8490,480.50,418.40,0
2026-01-02 04:05:00,89.937,0.8570,483.15,423.00,0
2026-01-02 04:10:00,89.699,0.8522,484.62,425.07,0
2026-01-02 04:15:00,89.606,0.8538,477.70,421.61,0
2026-01-02 04:20:00,89.559,0.8440,484.78,422.32,0
2026-01-02 04:25:00,90.005,0.8520,480.36,417.60,0
2026-01-02 04:30:00,90.339,0.8492,477.54,416.33,0
2026-01-02 04:35:00,90.523,0.8484,481.37,416.86,0
2026-01-02 04:40:00,89.806,0.8446,480.26,417.68,0
2026-01-02 04:45:00,89.985,0.8573,476.26,420.98,0
2026-01-02 04:50:00,89.958,0.8528,477.18,416.64,0
2026-01-02 04:55:00,89.746,0.8520,485.39,421.05,0
2026-01-02 05:00:00,90.294,0.8664,481.32,419.36,0
2026-01-02 05:05:00,90.145,0.8538,484.93,418.61,0
2026-01-02 05:10:00,90.057,0.8596,479.24,422.96,0
2026-01-02 05:15:00,90.143,0.8522,478.08,417.43,0
2026-01-02 05:20:00,90.246,0.8472,475.44,424.61,0
2026-01-02 05:25:00,90.242,0.8415,483.39,422.80,0
2026-01-02 05:30:00,89.665,0.8519,481.72,417.34,0
2026-01-02 05:35:00,90.359,0.8287,479.27,423.91,0
2026-01-02 05:40:00,90.102,0.8522,478.12,416.98,0
2026-01-02 05:45:00,89.826,0.8525,483.88,424.19,0
2026-01-02 05:50:00,90.094,0.8483,479.96,421.31,0
2026-01-02 05:55:00,90.138,0.8493,480.00,415.57,0
2026-01-02 06:00:00,90.433,0.8400,478.70,416.43,0
2026-01-02 06:05:00,89.582,0.8611,479.28,419.10,0
2026-01-02 06:10:00,90.530,0.8473,482.15,422.92,0
2026-01-02 06:15:00,90.009,0.8422,476.25,419.80,0
2026-01-02 06:20:00,89.798,0.8544,480.75,419.73,0
2026-01-02 06:25:00,89.785,0.8509,483.37,420.44,0
2026-01-02 06:30:00,89.599,0.8471,480.25,414.33,0
2026-01-02 06:35:00,89.304,0.8463,483.67,422.79,0
2026-01-02 06:40:00,90.271,0.8500,484.53,424.34,0
2026-01-02 06:45:00,90.792,0.8608,483.22,422.69,0
2026-01-02 06:50:00,89.353,0.8538,478.90,419.05,0
2026-01-02 06:55:00,89.620,0.8497,480.41,417.67,0
2026-01-02 07:00:00,90.301,0.8568,481.55,417.08,0
2026-01-02 07:05:00,89.982,0.8502,479.11,416.92,0
2026-01-02 07:10:00,90.334,0.8532,479.01,427.12,0
2026-01-02 07:15:00,89.959,0.8512,478.83,420.09,0
2026-01-02 07:20:00,89.768,0.8547,488.15,423.04,0
2026-01-02 07:25:00,89.910,0.8464,479.71,422.88,0
2026-01-02 07:30:00,89.047,0.8409,483.73,420.76,0
2026-01-02 07:35:00,89.543,0.8573,477.92,417.53,0
2026-01-02 07:40:00,90.379,0.8620,485.63,421.89,0
2026-01-02 07:45:00,90.477,0.8413,479.39,417.08,0
2026-01-02 07:50:00,90.562,0.8514,480.69,422.14,0
2026-01-02 07:55:00,90.176,0.8464,475.03,417.22,0
2026-01-02 08:00:00,89.098,0.8571,483.88,419.02,0
2026-01-02 08:05:00,89.746,0.8520,484.53,419.02,0
2026-01-02 08:10:00,90.530,0.8766,476.97,424.53,0
2026-01-02 08:15:00,90.649,0.8476,484.06,413.03,0
2026-01-02 08:20:00,90.545,0.8623,476.53,427.33,0
2026-01-02 08:25:00,89.905,0.8631,482.43,417.92,0
2026-01-02 08:30:00,89.477,0.8543,479.68,419.97,0
2026-01-02 08:35:00,89.984,0.8503,484.55,421.58,0
2026-01-02 08:40:00,90.006,0.8508,481.29,421.32,0
2026-01-02 08:45:00,90.626,0.8501,483.34,422.87,0
2026-01-02 08:50:00,90.091,0.8591,484.26,422.17,0
2026-01-02 08:55:00,90.007,0.8430,479.67,426.45,0
2026-01-02 09:00:00,90.029,0.8487,480.46,422.54,0
2026-01-02 09:05:00,90.160,0.8477,477.22,419.99,0
2026-01-02 09:10:00,90.251,0.8362,479.65,418.69,0
2026-01-02 09:15:00,89.710,0.8569,486.33,418.61,0
2026-01-02 09:20:00,89.577,0.8585,482.82,424.23,0
2026-01-02 09:25:00,90.548,0.8449,477.42,425.61,0
2026-01-02 09:30:00,89.344,0.8582,485.45,423.36,0
2026-01-02 09:35:00,90.655,0.8373,481.72,410.86,0
2026-01-02 09:40:00,89.236,0.8502,483.05,413.61,0
2026-01-02 09:45:00,89.766,0.8490,482.03,420.33,0
2026-01-02 09:50:00,90.389,0.8507,481.82,419.85,0
2026-01-02 09:55:00,90.000,0.8507,474.57,420.41,0
2026-01-02 10:00:00,89.473,0.8494,483.89,424.11,0
2026-01-02 10:05:00,90.171,0.8469,473.80,423.96,0
2026-01-02 10:10:00,90.027,0.8491,483.62,420.88,0
2026-01-02 10:15:00,89.914,0.8609,480.87,415.78,0
2026-01-02 10:20:00,89.750,0.8454,483.08,416.67,0
2026-01-02 10:25:00,89.986,0.8680,481.05,420.56,0
2026-01-02 10:30:00,89.767,0.8449,483.70,421.61,0
2026-01-02 10:35:00,90.974,0.8519,480.62,416.71,0
2026-01-02 10:40:00,89.904,0.8546,481.42,422.34,0
2026-01-02 10:45:00,89.850,0.8477,481.79,415.10,0
2026-01-02 10:50:00,89.783,0.8611,486.21,412.37,0
2026-01-02 10:55:00,90.711,0.8544,482.38,417.74,0
2026-01-02 11:00:00,89.344,0.8484,476.63,424.48,0
2026-01-02 11:05:00,90.144,0.8610,478.89,424.93,0
2026-01-02 11:10:00,89.904,0.8419,482.38,415.58,0
2026-01-02 11:15:00,89.431,0.8455,484.36,415.81,0
2026-01-02 11:20:00,89.672,0.8545,478.42,422.65,0
2026-01-02 11:25:00,90.127,0.8564,487.31,419.05,0
2026-01-02 11:30:00,89.654,0.8526,481.12,424.47,0
2026-01-02 11:35:00,90.104,0.8490,481.85,422.60,0
2026-01-02 11:40:00,90.692,0.8480,476.83,423.12,0
2026-01-02 11:45:00,90.068,0.8591,483.94,417.91,0
2026-01-02 11:50:00,89.419,0.8519,479.26,421.70,0
2026-01-02 11:55:00,89.661,0.8430,478.36,426.42,0
2026-01-02 12:00:00,89.886,0.8426,479.65,420.80,0
2026-01-02 12:05:00,89.859,0.8621,484.75,420.24,0
