timestamp,S_1,S_2,S_3,S_4,S_5,S_6,ruido_1,ruido_2,ruido_3,ruido_4,ruido_5,ruido_6,ruido_7,ruido_8,ruido_9,ruido_10,ruido_11,ruido_12,ruido_13,ruido_14,ruido_15,ruido_16,ruido_17,ruido_18,ruido_19,ruido_20,composicao
2026-08-09 16:14:49,-1.1078,-0.2987,0.7607,-0.2547,-0.3317,0.3969,0.0277,-0.4406,-1.0015,0.9470,1.0478,-1.0577,-0.4026,0.6670,-1.1377,0.3652,-0.3265,-1.2168,1.7773,-0.3414,0.5243,-1.1212,1.5523,1.9474,-1.5022,-0.1646,0.5133
2026-08-10 00:20:13,-0.4684,0.4093,-1.6803,-0.7883,0.3050,-0.5895,-0.3605,-1.5156,0.6541,-1.3396,1.5407,-0.6827,0.8007,0.7022,-0.9851,-0.5758,-0.4574,-0.3897,-1.2977,0.5339,-0.6887,-0.1142,1.0064,0.5718,-0.6213,1.0409,0.4861
2026-08-10 08:25:37,-0.7058,-0.5140,1.0005,0.7787,-1.5026,-1.0056,0.6954,-1.1744,0.8049,1.9358,0.3733,-0.9230,0.1765,1.0346,0.0989,0.4838,-0.7994,-0.7237,0.9061,-0.7121,-2.5862,-0.3063,0.3142,1.0585,1.6458,0.0847,0.5496
2026-08-10 16:31:00,0.1206,0.3541,-0.1869,0.3864,-0.7299,1.9801,-2.3912,0.5709,0.3195,0.3713,-1.1828,-1.6781,0.6058,1.3410,0.2202,0.8053,-0.4581,0.3316,1.2257,-0.3135,1.1857,-1.6346,-0.6130,0.5459,1.9028,0.0143,0.4774
2026-08-11 00:36:24,1.8801,-0.1261,0.6648,-0.3344,0.1423,-0.5621,2.2576,1.1912,1.7681,-0.7885,-1.8250,-0.2930,2.5165,-0.3219,1.0518,-1.0248,-0.8290,-0.0798,2.1097,1.1002,-2.0532,0.6667,-1.1487,-0.6816,0.5104,1.3984,0.8500
2026-08-11 08:41:47,0.3316,0.3456,1.3462,-1.5755,1.8274,-0.7360,0.2606,-0.4963,-1.1560,0.4616,0.2365,-0.1054,-0.1527,1.5259,2.1928,1.2529,0.2774,-1.6373,0.6272,0.6714,0.7713,-1.1410,0.8501,1.5616,-0.9826,0.6847,0.5146
2026-08-11 16:47:11,-0.1043,-0.9487,-0.3507,-0.3430,0.4123,0.8904,1.2162,-0.6520,0.3599,-1.0982,-0.1107,0.0427,-0.9225,0.5591,-0.1558,0.1544,1.2245,-0.4277,0.8502,1.4429,1.3816,-0.1881,-0.9727,-0.7099,-1.5867,0.6860,0.6698
2026-08-12 00:52:35,0.1174,-1.3761,-0.3653,1.3803,0.6097,0.7830,3.3081,0.3281,-2.1587,-1.1011,0.3056,0.0187,-0.1720,-0.1544,-0.7844,0.3738,1.3944,1.7323,1.7040,-0.9560,-0.0202,-0.3138,0.5920,-0.0827,-0.2256,1.4546,0.7066
2026-08-12 08:57:58,0.1242,0.4132,0.6762,0.6820,1.5521,-1.2856,0.3245,-0.1024,-0.3009,0.7578,1.2965,-0.5918,1.6869,-1.4316,0.5903,-0.8907,-0.6418,0.0601,-0.3988,-2.8633,0.6115,0.7798,-0.1611,-0.2396,-0.3729,-1.7115,0.4327
2026-08-12 17:03:22,0.8036,1.0647,0.5968,0.3793,0.7827,0.7161,-0.7852,0.2225,-0.2961,-0.2829,1.1402,1.5747,-2.3463,-0.2551,-0.3074,1.1615,-1.4504,-2.9896,0.8209,0.9629,-1.7840,-0.1244,1.5302,-1.0780,0.1011,0.5080,0.4686
2026-08-13 01:08:45,-0.5638,-1.6908,-0.1645,-0.7910,0.2077,0.6348,1.3886,2.3323,0.2077,-0.3166,-0.3747,-0.9649,0.4482,-0.4949,0.5181,-0.9330,-0.4661,0.4324,-0.1249,-1.9203,-0.0152,-0.8018,1.1814,0.9711,-2.2829,0.8015,0.6709
2026-08-13 09:14:09,-1.4840,0.8783,-1.2799,1.1454,-0.6462,-1.5180,2.1207,-1.5463,-0.8060,-0.6099,-0.4557,0.6988,0.0579,1.0043,0.3719,-1.6730,0.5499,0.2338,-0.6246,2.0737,0.6083,0.9417,0.9766,-0.4201,0.6334,0.3160,0.2562
2026-08-13 17:19:33,-1.2216,0.0242,0.5869,0.0162,-0.1823,0.0274,-0.2870,1.5493,0.2702,-0.4865,-1.8080,-0.1972,-0.5768,-0.6140,0.9426,0.0797,-1.6824,0.6188,-1.5820,0.6933,-0.4751,0.0869,-0.0249,-0.1481,0.2095,0.0819,0.4945
2026-08-14 01:24:56,0.2239,0.2472,-0.7095,0.3809,-1.0236,1.1501,-1.4843,-0.8437,-1.6291,0.4196,-0.4239,0.6859,-0.9756,0.5315,0.5798,0.2118,0.0309,0.1372,-0.9107,-1.0753,0.5439,-0.3687,0.4534,1.5510,-0.4572,-0.6001,0.5359
2026-08-14 09:30:20,0.0390,0.6141,-0.0284,2.0785,0.4208,0.7808,-0.0369,1.0118,-0.2053,-0.6442,0.9053,-0.0573,0.2453,0.9819,0.1390,-0.1492,-0.5354,1.0617,-0.3417,-0.0511,0.2869,0.2828,1.0137,-0.0698,1.3764,-0.2488,0.5118
2026-08-14 17:35:43,-0.1838,2.0931,-0.3506,-0.2602,0.1147,-0.2668,0.3145,1.2291,0.1473,0.1843,-0.2291,-0.5051,0.0965,0.0076,1.1733,-0.9591,1.4545,-0.1468,0.1485,-1.0648,0.5619,-0.9605,0.3734,0.2757,-0.3256,-2.0653,0.4267
2026-08-15 01:41:07,-1.0542,0.2727,-0.7298,1.0480,-0.3795,-0.7520,0.5952,-1.2720,-0.4133,0.6902,1.5068,-0.9624,-0.6116,0.3521,-1.9974,1.3576,-0.9995,-0.4374,0.2608,0.0512,-0.9636,1.7215,-2.5751,-1.1220,-0.6368,-0.9497,0.4572
2026-08-15 09:46:31,-1.6583,1.5575,-0.2781,-1.3609,-2.1009,-0.2151,-0.7020,0.2365,-0.4506,0.9558,-0.1425,-0.4239,0.9733,0.2282,0.7746,1.1487,-0.2938,0.0382,0.8438,-2.4507,-0.1018,-0.2249,0.3741,-0.8011,1.0954,-0.7378,0.2000
2026-08-15 17:51:54,-0.6644,1.2299,-2.0856,1.7869,1.4734,-0.5649,1.0269,0.1301,1.6529,0.9507,2.1931,-1.5621,0.1913,-1.7241,-0.5187,2.2497,0.4682,0.9845,0.5139,0.4505,-0.5223,-0.7086,-0.5492,-2.7304,-0.0820,0.2399,0.3163
2026-08-16 01:57:18,-0.1307,0.5250,0.8848,-1.1978,-0.7948,0.7530,0.5890,1.3444,1.3029,2.4149,-0.2928,1.5786,-0.9200,2.3941,0.4547,0.5420,0.9899,-1.3554,-1.0748,0.1157,0.3457,2.0826,-0.9492,1.5402,-0.2656,-0.2795,0.4736
2026-08-16 10:02:41,-0.3053,0.4865,-0.3949,-1.4105,-0.2678,0.4566,-1.4023,0.5818,1.1805,1.4799,0.3377,-1.8047,0.6476,0.9672,-0.6965,-0.0727,0.4836,1.7873,-0.2558,0.8913,0.3163,0.1994,1.3305,-0.8314,0.2304,0.0272,0.3894
2026-08-16 18:08:05,1.2326,0.8290,0.0339,-0.2614,0.0002,0.7074,0.0529,-0.6675,-0.5171,-0.0121,-0.9326,0.3333,-0.7930,-0.9543,3.1931,1.9399,0.1439,0.8510,1.0209,-0.0754,0.2828,-0.2622,1.2557,1.2694,1.5619,0.2660,0.7234
2026-08-17 02:13:28,-0.0764,2.0469,-0.4633,-1.2974,2.0278,0.6604,0.5191,-0.3605,-0.8451,-0.7503,0.1385,-0.1502,-1.9406,1.6938,-0.4197,1.2384,-0.7056,0.1548,0.9723,0.8343,-0.2680,0.5093,0.6759,-0.1479,-1.1137,-0.6246,0.3172
2026-08-17 10:18:52,0.0261,1.5924,0.9075,-0.8161,1.8365,-0.0788,0.6723,-0.9390,-0.4522,1.0379,-0.8789,0.0552,0.4709,-1.0229,-1.7775,0.9074,2.8634,0.4589,0.6507,-0.8841,1.4697,-0.3768,1.1637,0.6073,0.6317,0.5933,0.4220
2026-08-17 18:24:16,0.2834,0.9693,-0.7260,-0.2388,1.4681,0.1729,-0.3259,1.0349,0.8374,-1.2998,0.7299,0.1373,0.7119,0.0107,0.4643,-1.8310,-0.8949,0.7401,2.6214,0.3673,-0.6928,0.1354,-0.8934,1.2498,0.0481,1.0532,0.4794
2026-08-18 02:29:39,1.1420,-1.6236,0.0245,0.5396,-0.2684,0.3595,0.3425,1.0488,0.6215,0.3929,0.8795,-1.3531,-0.7524,-1.3853,0.5486,0.4138,1.3853,0.3517,-0.6317,0.1340,-1.8754,-0.4082,-2.3471,0.3285,-0.2793,-0.1323,0.8028
2026-08-18 10:35:03,-0.6689,0.6926,-1.4361,0.5057,-0.8112,-1.6810,1.2263,1.3292,-0.5395,-0.5493,-0.2509,-0.8101,-0.6338,0.4501,2.0739,-0.3547,1.0231,0.3529,-1.6722,-0.0244,-0.1501,1.4645,1.5052,0.3768,1.2143,-0.1464,0.4564
2026-08-18 18:40:26,0.1003,1.0977,1.1994,0.7165,-0.7416,-0.4205,0.7523,0.8935,0.1584,-0.3123,0.1914,-0.2785,-0.2729,1.9600,-0.4755,0.5078,0.1529,-1.2265,-1.2610,-0.0811,-1.9527,1.8304,-0.3616,-0.4432,1.2231,-0.1407,0.4848
2026-08-19 02:45:50,-0.5726,0.0454,0.9685,-0.8618,0.5277,-2.4165,1.2655,-0.5564,-0.0857,-0.0980,-0.9749,-1.0516,0.5213,0.5683,-0.8853,0.5411,0.5579,-0.3782,-1.2935,-0.0375,0.3651,-0.0589,-0.5925,0.4670,1.2653,-0.7703,0.4618
2026-08-19 10:51:14,2.7431,0.2909,-1.2668,-0.4776,-0.7569,0.3804,0.3077,-0.6365,1.8563,0.0851,-0.4557,-1.2211,-0.8948,-1.2460,-0.1906,-0.8850,0.7840,-0.5844,0.8402,0.4915,0.6455,0.8967,1.9933,-0.8490,0.8460,0.3981,0.8500
2026-08-19 18:56:37,0.1108,1.1760,-1.2916,-1.0043,-0.5692,-0.0747,0.0464,-0.7400,-0.9909,-0.6553,-1.7093,-0.2881,-0.0584,0.4410,0.1669,1.7934,0.8124,0.7373,0.3647,0.5357,-0.2207,0.0996,1.9216,-0.0701,-1.3319,0.6968,0.4895
2026-08-20 03:02:01,0.1545,-1.8783,1.2866,0.2299,-0.3103,1.1881,-2.0246,0.1119,-0.5408,1.4921,0.2429,-0.8647,1.1382,-2.4590,0.5079,-1.2633,-0.4624,-0.2407,0.9101,2.2034,-1.7796,0.4463,2.2025,-0.5729,-0.6350,0.2359,0.7978
2026-08-20 11:07:24,0.6576,-0.3587,-0.8025,1.3161,-0.7746,-1.9162,-1.4534,-0.5761,1.4925,-1.1884,1.5219,1.3068,0.2252,-2.5491,-1.1841,-0.6335,1.7307,-0.5692,-0.7729,0.1883,-1.4095,-0.0246,-0.7986,2.6877,-0.9176,1.9299,0.6078
2026-08-20 19:12:48,0.2628,0.5003,0.1418,0.0804,0.8615,0.4174,-0.1729,-0.6744,-0.1657,-0.1781,-0.1978,0.0762,-1.4093,-1.0276,0.8318,-2.2504,1.1970,-0.5589,1.6695,1.2262,-0.3274,-0.2237,1.5933,1.2732,0.9727,1.1442,0.4771
2026-08-21 03:18:12,0.2053,-0.7704,-1.1132,0.1639,-0.4138,-0.1662,-0.5000,-1.2545,1.6968,0.1558,-1.4422,0.1820,1.5214,0.9587,-0.5187,-0.4947,-0.9571,-0.7423,-0.6609,-1.4683,-0.4440,0.3440,-0.4140,0.2174,1.6219,1.8357,0.6483
2026-08-21 11:23:35,0.8802,-0.1666,-0.4879,-1.1168,0.0866,1.0844,-1.2744,-0.2871,-0.3353,0.2469,0.2628,0.5372,1.8970,-0.8705,-0.9255,0.2474,1.4527,-1.4624,0.3314,-0.2013,0.8543,0.6282,0.0485,0.4875,-0.6583,0.8002,0.7416
2026-08-21 19:28:59,0.1002,-0.4080,-0.1452,0.7897,-0.0419,-1.1996,0.9521,-0.9828,0.4245,-1.8664,0.1082,-0.0683,-1.9671,0.3328,-1.1014,0.0848,-0.4117,-1.4806,-1.0457,-0.9657,0.9824,0.8358,2.1945,-0.5119,-0.5441,0.1349,0.5851
2026-08-22 03:34:22,-0.5826,0.0544,0.7036,-2.1121,-0.5722,-1.4028,-0.1538,0.4326,1.1169,-0.4337,0.1063,-1.6821,-0.8605,0.2071,-1.3590,1.2370,0.5235,-0.9046,-1.4822,-0.7193,-0.8993,-1.2170,-1.4068,-0.2304,0.7323,-0.7111,0.4969
2026-08-22 11:39:46,-0.3277,0.6123,-0.7865,0.2810,0.1201,1.3623,0.5587,0.2560,-1.4699,-0.5252,-0.8004,-0.8222,0.0155,0.2408,0.2799,1.2614,0.4835,-1.2279,0.2025,0.5844,1.2622,-0.1542,-0.1445,1.0789,0.1786,-1.5984,0.3588
2026-08-22 19:45:10,1.8408,-1.7137,-0.1672,0.8831,-1.7646,-1.0816,-1.2467,1.8011,2.0182,-0.7342,0.5795,0.3081,-0.2808,-1.6268,2.3075,-1.8160,0.2121,-0.6476,1.0081,0.8459,-0.9788,-0.7901,-1.5502,0.1948,0.7109,-0.4417,0.8500
2026-08-23 03:50:33,1.9078,0.9362,1.3478,-2.2420,0.5472,0.2514,-1.2520,-1.0439,-0.2184,-1.3420,-0.7987,-0.4616,0.5735,-0.7068,-0.4472,1.0243,-1.7643,0.2273,0.3894,0.4168,-0.5014,-1.0649,1.5195,-0.8565,-1.1170,0.0202,0.6484
2026-08-23 11:55:57,1.0508,-0.2652,1.1805,0.4488,-0.3882,1.1140,-0.6508,-0.3201,0.5292,0.2266,-0.6737,-1.5364,-0.0186,-0.7271,0.0296,-0.4210,-0.7176,-0.2682,-0.0734,0.6950,0.4232,2.0944,0.1414,-0.6729,-0.1663,0.5683,0.7528
2026-08-23 20:01:20,1.3415,-1.0170,1.2807,-0.0460,-0.9270,-0.2038,1.2108,0.4573,-1.2120,-1.2045,-1.2323,-0.7315,0.0774,-1.1262,-0.4283,1.4020,1.6178,1.5505,-1.7949,1.6737,0.0917,0.0780,1.0289,0.7035,-1.8687,-0.6125,0.7944
2026-08-24 04:06:44,-1.3303,0.9972,1.4389,-0.0106,0.2986,-0.0113,0.0992,1.1177,-1.7655,0.4861,0.0119,-0.7135,-0.5034,1.8324,-1.3275,-0.1686,1.6295,-1.2701,-0.4562,0.0423,0.4127,-0.0803,-0.8954,0.4474,-0.1006,0.6278,0.3368
2026-08-24 12:12:08,-1.4862,1.0331,-0.2546,0.8252,0.4939,1.8541,0.0063,-0.4033,-0.5130,-1.0371,0.8081,-1.1014,0.7993,-0.2235,-1.7632,1.4883,-3.3758,-0.0818,0.2340,-2.3060,0.4413,-0.6698,-0.2485,1.3430,0.1427,-0.3506,0.2598
2026-08-24 20:17:31,1.7761,0.4046,-0.8838,-0.4883,-1.1901,-0.4517,1.6079,-0.1663,-1.3370,0.4309,-0.3926,0.5614,-0.2424,1.4453,-0.9106,-1.1652,0.9376,-2.0036,-0.1719,0.8006,-2.1944,0.0646,-1.4959,-1.8448,-1.0659,-0.1834,0.6874
2026-08-25 04:22:55,1.1071,0.0824,-0.4890,-1.3099,0.2241,2.0589,-0.7029,-0.5856,-1.0607,1.1842,0.9270,-0.4463,-0.5990,-0.9439,-0.2893,1.0199,0.0415,1.2876,-0.7202,-2.3127,2.6053,0.2146,0.7785,-0.7875,-1.3625,0.1547,0.5750
2026-08-25 12:28:18,-0.2671,1.0223,0.4485,0.2549,1.7437,0.3753,-1.9044,-0.1491,1.9253,-0.3094,1.8641,1.0236,-0.4085,-1.0805,0.3399,1.2705,-1.5786,0.1204,-2.0414,-0.3396,-1.6547,0.5622,-0.6890,1.1580,-0.5405,-0.6316,0.3350
2026-08-25 20:33:42,0.3911,0.4921,0.9397,0.6552,0.4013,0.5959,0.6968,0.9077,-1.5276,-0.4618,-1.6231,0.3321,1.6300,0.8963,-0.6071,0.5054,0.3489,0.2331,-1.3033,1.3151,-1.1781,-0.3667,0.9591,-0.3734,0.0793,0.1196,0.5510
2026-08-26 04:39:06,0.1151,0.2139,0.0747,-0.8955,-1.5500,0.9981,1.0438,0.3375,0.3291,-0.9152,-2.4386,-0.2487,-1.8974,0.1844,1.3042,-0.6161,-0.5587,-1.0058,0.0443,-0.0332,-1.0191,0.9126,2.7024,1.1899,-0.1106,-0.1225,0.5167
2026-08-26 12:44:29,-0.5342,0.9582,1.0017,-1.1695,0.3663,1.1111,-0.3502,-0.2115,0.6960,0.7244,0.4291,0.2542,0.3886,-0.2777,-1.1177,-1.5566,0.5956,0.1082,0.4555,-0.8289,0.1026,0.0786,1.2790,0.8518,-0.7400,0.5046,0.3527
2026-08-26 20:49:53,-2.6130,1.7260,-0.3749,1.0395,-0.6613,-0.8073,-0.5466,0.2526,0.1761,0.4977,-0.4964,0.0404,-0.8432,1.4693,-1.3140,-0.8220,-0.4234,2.3889,0.7668,-0.8536,0.8222,0.5158,0.2737,0.6958,0.0581,0.1708,0.2000
2026-08-27 04:55:16,1.4431,-0.4475,-1.2372,-0.5043,-0.4641,-0.8012,0.7776,0.9742,-1.9592,-0.5148,-0.4431,-0.1721,1.7063,-0.8136,1.5624,-0.1462,1.5717,-0.3110,-0.4281,-0.0226,1.2923,0.1583,0.2093,0.6367,-0.8797,0.3367,0.7365
2026-08-27 13:00:40,1.4713,0.4187,0.6927,-2.0393,0.7067,-0.1775,-1.4372,0.0950,-1.5183,0.6110,1.4340,-1.7906,-0.0300,-0.1649,-1.9896,0.9165,0.6257,2.0261,0.4962,-0.8790,0.5143,1.2848,-0.4649,0.8524,-2.3549,1.4751,0.7247
2026-08-27 21:06:04,-2.5444,0.3827,-1.9865,-0.6111,0.6789,-0.1360,1.2566,0.0637,-0.0374,1.0985,-0.3376,-0.0252,0.1067,-0.0675,1.1602,-0.6668,-0.8303,-1.0617,-2.1418,1.4837,-0.9008,-0.2386,1.5580,-0.1419,0.5144,-1.4206,0.2763
2026-08-28 05:11:27,-0.1216,-1.0183,-1.0190,1.6900,-0.5862,-0.9966,-0.4331,0.0454,0.1518,0.4444,0.2348,0.6471,-0.2727,2.0722,-0.4884,1.3524,-0.5990,-1.4278,-1.6671,0.3040,1.1620,-1.1510,-0.8775,0.3861,-0.0025,-0.5856,0.5733
2026-08-28 13:16:51,0.3091,0.6529,0.4917,0.0265,-1.0557,0.3146,0.2398,-1.3132,-0.3023,0.3664,-0.0782,-1.9605,-0.6404,-0.7069,0.5593,2.5984,0.1340,-1.1980,-0.1605,0.0106,0.7566,1.2421,1.3910,0.5372,-0.0008,1.4834,0.5044
2026-08-28 21:22:14,0.0545,-0.2434,-2.1313,1.2718,0.6755,-2.3700,1.0018,-0.3034,0.9885,0.0758,-1.3573,0.0264,-0.8985,-1.2229,0.8670,0.3915,1.4976,-0.3944,-0.9629,0.6388,-0.8337,-0.3102,0.5251,-0.1259,-0.4887,-1.4027,0.6277
2026-08-29 05:27:38,-0.3684,0.6181,0.4860,1.0913,-0.2356,-0.3477,-1.1083,-0.5427,0.3412,-0.8171,0.3158,1.4673,-0.4452,-1.3144,-0.4134,-1.4227,1.3342,0.0849,-0.7285,-0.5599,-1.1821,1.0111,1.8372,-1.4941,1.0433,-0.2459,0.5074
2026-08-29 13:33:02,-1.8338,0.2254,-0.4079,0.6591,0.0611,0.0223,-0.1060,1.5623,-0.1750,0.8643,0.6285,0.8888,-1.0148,0.7072,0.3369,-1.1895,-0.2124,2.2943,-0.3918,-0.3676,0.4507,-0.5409,0.1405,-0.4489,0.4024,-0.0619,0.4050
