timestamp,T_top_C,T_base_C,P_coluna_kPa,F_alimentacao_kg_h,D_destilado_kg_h,B_residuo_kg_h,R_refluxo,composicao
2026-08-01 13:55:26,77.6905,99.9004,102.1553,993.5023,546.3051,447.1973,2.4530,0.9500
2026-08-01 14:17:02,78.3148,99.6861,101.8820,991.6668,554.1998,437.4670,2.4012,0.8572
2026-08-01 14:38:39,77.4567,100.2839,100.8828,1005.9909,553.3923,452.5986,2.3730,0.9500
2026-08-01 15:00:16,77.9246,99.3470,100.7638,1016.1379,544.1501,471.9878,2.5430,0.9500
2026-08-01 15:21:52,78.7455,100.6607,100.7957,1001.4006,548.0740,453.3266,2.6038,0.7592
2026-08-01 15:43:29,78.6528,99.3011,103.0950,978.0848,551.8843,426.2004,2.4989,0.7588
2026-08-01 16:05:06,78.3427,99.5292,101.4752,1004.0810,558.7449,445.3361,2.2234,0.8663
2026-08-01 16:26:42,79.4799,98.6245,101.3383,1013.7129,554.5927,459.1203,2.6676,0.9500
2026-08-01 16:48:19,77.1836,100.1523,101.8084,1014.6634,542.3301,472.3334,2.3784,0.9500
2026-08-01 17:09:56,78.8665,100.3058,100.7194,995.9356,564.3598,431.5758,2.4447,0.8026
2026-08-01 17:31:32,77.9741,99.7374,100.6069,991.6216,548.1461,443.4756,2.4455,0.9500
2026-08-01 17:53:09,78.4629,100.4452,100.8276,990.1153,550.0475,440.0678,2.4149,0.7564
2026-08-01 18:14:46,78.7321,99.5403,101.4428,980.7284,547.0762,433.6522,2.3584,0.7623
2026-08-01 18:36:22,78.2672,99.5668,100.7664,991.4703,549.0339,442.4364,2.5357,0.8488
2026-08-01 18:57:59,77.7313,99.0526,100.7733,995.4735,544.5091,450.9644,2.4554,0.9500
2026-08-01 19:19:35,78.0527,98.8806,99.4932,1018.3639,555.6966,462.6673,2.5285,0.9500
2026-08-01 19:41:12,78.4638,99.4622,100.3078,1019.0863,547.8148,471.2715,2.4618,0.7896
2026-08-01 20:02:49,78.2273,99.7874,101.6677,994.2314,550.1294,444.1019,2.5543,0.8645
2026-08-01 20:24:25,78.9233,99.4899,102.5788,986.0786,553.2731,432.8055,2.4110,0.7953
2026-08-01 20:46:02,78.6524,99.3858,103.3779,1005.1803,546.5211,458.6592,2.5520,0.7550
2026-08-01 21:07:39,78.6160,99.3519,101.6253,1001.9843,550.3921,451.5922,2.6042,0.7255
2026-08-01 21:29:15,78.2488,99.1494,100.2211,991.6219,546.9012,444.7207,2.4765,0.8751
2026-08-01 21:50:52,78.4711,99.2955,102.5677,996.2867,540.2677,456.0190,2.4655,0.7878
2026-08-01 22:12:29,76.5635,100.1037,101.2207,988.4760,545.1994,443.2767,2.5762,0.9500
2026-08-01 22:34:05,77.8756,98.8224,101.4047,1003.1441,552.8263,450.3178,2.4437,0.9500
2026-08-01 22:55:42,78.2101,99.9834,102.3634,1016.0069,556.5124,459.4945,2.6813,0.9057
2026-08-01 23:17:19,77.9053,100.2668,100.1989,1023.6446,545.1238,478.5208,2.5888,0.9500
2026-08-01 23:38:55,78.4296,98.4748,100.5416,1003.5681,553.1781,450.3900,2.4821,0.8003
2026-08-02 00:00:32,77.4655,100.3872,100.9977,1007.8876,557.0178,450.8698,2.3845,0.9500
2026-08-02 00:22:09,78.3390,99.3710,102.0419,993.3276,550.2749,443.0527,2.4629,0.8773
2026-08-02 00:43:45,77.8686,99.8725,102.7373,990.8163,550.4767,440.3397,2.4014,0.9500
2026-08-02 01:05:22,77.8075,99.2148,100.8913,997.0036,550.0306,446.9729,2.3803,0.9500
2026-08-02 01:26:59,78.8067,100.1653,101.0919,1008.9389,546.5950,462.3439,2.4657,0.7820
2026-08-02 01:48:35,78.0326,98.8680,101.9666,991.7140,547.4001,444.3138,2.6058,0.9500
2026-08-02 02:10:12,78.2881,98.7653,100.3694,1003.9732,553.1502,450.8231,2.5253,0.8420
2026-08-02 02:31:48,77.9467,99.6079,100.2986,1000.9169,543.0561,457.8607,2.3947,0.9500
2026-08-02 02:53:25,78.4916,99.6709,100.4084,981.2898,549.9584,431.3314,2.3101,0.8006
2026-08-02 03:15:02,77.6593,100.6171,100.5304,1004.6295,546.3170,458.3126,2.4832,0.9500
2026-08-02 03:36:38,78.6301,100.0098,101.8819,1010.3763,546.9194,463.4569,2.5649,0.7538
2026-08-02 03:58:15,78.6931,99.5578,101.7962,1002.9148,553.8019,449.1129,2.4192,0.7286
2026-08-02 04:19:52,78.6945,100.1725,101.2073,1008.1110,541.8534,466.2576,2.4378,0.7618
2026-08-02 04:41:28,77.3324,98.7353,101.4264,993.9432,548.2666,445.6766,2.4594,0.9500
2026-08-02 05:03:05,78.0912,99.4931,100.8338,994.9852,548.9801,446.0051,2.5820,0.9371
2026-08-02 05:24:42,77.2368,98.9031,102.0455,993.1439,549.5576,443.5864,2.6925,0.9500
2026-08-02 05:46:18,77.1258,100.2225,101.4197,1003.6930,551.5209,452.1722,2.5913,0.9500
2026-08-02 06:07:55,77.4592,99.6618,100.1945,1018.1659,548.1893,469.9766,2.4948,0.9500
2026-08-02 06:29:32,78.3696,99.7272,100.7570,1004.5306,550.3386,454.1920,2.4904,0.8042
2026-08-02 06:51:08,79.3572,100.0914,101.8827,1011.2648,551.4995,459.7653,2.4651,0.9500
2026-08-02 07:12:45,77.5905,100.5825,102.2282,1002.0232,542.1123,459.9109,2.5635,0.9500
2026-08-02 07:34:22,78.5490,98.9440,100.9080,1008.8511,559.6391,449.2121,2.4342,0.7499
2026-08-02 07:55:58,78.7114,98.8700,100.3496,1002.6594,560.4284,442.2309,2.4151,0.7536
2026-08-02 08:17:35,78.2557,99.2636,99.8865,1008.0196,550.9316,457.0879,2.5367,0.8625
2026-08-02 08:39:11,78.9566,99.2477,100.4384,1016.6371,539.0069,477.6302,2.4846,0.8195
2026-08-02 09:00:48,78.1427,98.7244,100.3520,1009.5799,556.9267,452.6532,2.4583,0.8973
2026-08-02 09:22:25,77.3076,99.9703,102.0997,971.8921,537.8804,434.0116,2.5137,0.9500
2026-08-02 09:44:01,77.9613,99.4835,101.1022,1000.2643,545.4955,454.7688,2.4988,0.9500
2026-08-02 10:05:38,77.8211,98.5666,101.1596,1008.0297,548.3721,459.6577,2.4647,0.9500
2026-08-02 10:27:15,78.7125,100.3673,103.1057,1000.5949,544.2142,456.3807,2.4479,0.7726
2026-08-02 10:48:51,78.9201,98.9756,101.5042,992.0714,549.2667,442.8047,2.4838,0.8144
2026-08-02 11:10:28,79.2162,99.7375,100.9561,994.0513,549.0458,445.0055,2.4128,0.9500
2026-08-02 11:32:05,76.9944,99.3944,101.1944,988.3935,548.0893,440.3042,2.6120,0.9500
2026-08-02 11:53:41,77.9334,99.7617,100.1012,997.0384,551.1540,445.8844,2.6527,0.9500
2026-08-02 12:15:18,78.3045,99.0442,102.3868,996.5971,552.2424,444.3547,2.4877,0.8845
2026-08-02 12:36:55,77.8950,99.9581,101.2309,1005.6910,558.1001,447.5910,2.2995,0.9500
2026-08-02 12:58:31,77.7530,99.7229,101.8531,995.2952,547.3897,447.9055,2.5204,0.9500
2026-08-02 13:20:08,78.3666,99.0911,101.8869,986.8212,547.1637,439.6575,2.4249,0.8144
2026-08-02 13:41:45,78.8882,99.9230,100.9163,995.1945,554.4266,440.7679,2.3836,0.7962
2026-08-02 14:03:21,77.8971,99.4142,101.9473,993.3075,554.8707,438.4367,2.7200,0.9500
2026-08-02 14:24:58,78.1580,100.0786,100.4129,1015.2107,546.2347,468.9761,2.7168,0.8947
2026-08-02 14:46:34,78.5309,98.7202,101.1294,989.2031,542.7924,446.4107,2.6206,0.7486
2026-08-02 15:08:11,77.8325,99.0742,102.2117,1010.1750,556.3515,453.8235,2.4214,0.9500
2026-08-02 15:29:48,77.8025,99.1227,100.7410,993.3769,549.5461,443.8308,2.4161,0.9500
2026-08-02 15:51:24,76.8953,99.6141,100.4283,993.3059,546.7737,446.5322,2.5943,0.9316
2026-08-02 16:13:01,78.1172,99.1424,101.9263,1017.9471,549.8600,468.0871,2.3402,0.9134
2026-08-02 16:34:38,78.4796,99.2786,100.6130,990.9782,550.4584,440.5198,2.3466,0.7840
2026-08-02 16:56:14,78.2442,99.2752,100.4657,1010.1840,543.3361,466.8479,2.5173,0.8849
2026-08-02 17:17:51,78.2797,100.1156,100.3917,992.0909,547.6938,444.3970,2.8291,0.8651
2026-08-02 17:39:28,78.5475,99.8267,101.3631,1010.4944,540.6485,469.8459,2.5277,0.7787
2026-08-02 18:01:04,78.7093,98.9222,100.4343,989.8112,552.6116,437.1996,2.5537,0.7419
2026-08-02 18:22:41,79.1571,99.6432,101.3994,997.9237,554.6525,443.2713,2.5389,0.9500
2026-08-02 18:44:18,77.5931,98.7272,100.7080,1005.5335,547.8595,457.6740,2.6271,0.9500
2026-08-02 19:05:54,78.7410,99.0846,102.2464,1013.6915,547.1761,466.5155,2.5490,0.7690
2026-08-02 19:27:31,78.4584,100.1422,102.0786,1005.1411,553.3153,451.8259,2.3731,0.7896
2026-08-02 19:49:08,77.6492,99.4909,102.1934,999.9295,537.4720,462.4574,2.3953,0.9500
2026-08-02 20:10:44,77.9304,99.8919,100.3342,1003.8172,552.1597,451.6575,2.5790,0.9500
2026-08-02 20:32:21,78.5899,100.2533,99.4818,1000.5170,540.9683,459.5488,2.4140,0.7485
2026-08-02 20:53:58,78.1668,99.6888,102.0240,1002.6402,553.3681,449.2721,2.3922,0.9261
2026-08-02 21:15:34,76.5521,100.2633,102.3778,1007.5005,561.1448,446.3557,2.3196,0.9500
2026-08-02 21:37:11,78.2676,99.6220,100.3691,1003.9481,551.7391,452.2090,2.4310,0.8588
2026-08-02 21:58:47,77.5427,99.3023,102.0687,1009.8081,553.8435,455.9646,2.5960,0.9500
2026-08-02 22:20:24,77.8782,99.6698,102.1694,986.2044,543.0734,443.1310,2.3559,0.9500
2026-08-02 22:42:01,77.6746,99.2373,102.5098,995.6253,542.4181,453.2071,2.5166,0.9500
2026-08-02 23:03:37,77.8089,99.2057,102.1537,985.9012,541.6712,444.2300,2.5467,0.9500
2026-08-02 23:25:14,78.9761,99.4228,101.2197,1007.8655,541.6392,466.2263,2.5338,0.8219
2026-08-02 23:46:51,78.7134,99.1766,101.4415,996.4104,552.0645,444.3459,2.4749,0.7664
2026-08-03 00:08:27,79.0766,99.3570,101.6222,1022.8647,551.9493,470.9154,2.2566,0.8647
2026-08-03 00:30:04,77.5981,99.9610,101.2249,1010.6352,553.0578,457.5774,2.5607,0.9500
2026-08-03 00:51:41,78.4524,100.1833,100.1423,996.8286,551.7721,445.0565,2.5098,0.8208
2026-08-03 01:13:17,78.5643,99.7030,101.9541,1007.6429,550.2053,457.4375,2.4645,0.7872
2026-08-03 01:34:54,77.8285,99.4639,100.3746,1007.3168,556.1626,451.1541,2.4064,0.9500
2026-08-03 01:56:31,77.9600,100.0377,102.4336,995.2091,534.5441,460.6649,2.6153,0.9500
2026-08-03 02:18:07,78.2245,99.9819,101.0088,993.6972,548.2215,445.4758,2.5489,0.8966
2026-08-03 02:39:44,79.0166,99.7017,101.1843,1008.8619,545.1437,463.7182,2.6419,0.8519
2026-08-03 03:01:21,78.0857,99.0160,101.8016,997.1938,549.5286,447.6652,2.3329,0.9328
2026-08-03 03:22:57,77.9158,99.7093,101.0859,973.5113,547.9249,425.5863,2.3546,0.9500
2026-08-03 03:44:34,78.7019,98.6555,101.5359,994.9278,546.4998,448.4280,2.4021,0.7669
2026-08-03 04:06:10,78.4159,98.6374,102.2204,988.1374,551.9430,436.1943,2.3819,0.7940
2026-08-03 04:27:47,77.5606,99.2356,101.1392,988.5068,551.5722,436.9346,2.5445,0.9500
2026-08-03 04:49:24,78.6643,100.0882,99.8848,980.4153,548.5150,431.9003,2.6787,0.8091
2026-08-03 05:11:00,77.8562,99.2069,101.7351,998.0284,549.1403,448.8881,2.5635,0.9500
2026-08-03 05:32:37,78.8523,100.4346,99.8247,1010.7478,545.2507,465.4972,2.6676,0.8122
2026-08-03 05:54:14,78.5019,99.1286,100.9129,995.9709,553.8117,442.1593,2.5404,0.8077
2026-08-03 06:15:50,79.0054,99.0773,101.6802,1004.6304,549.5249,455.1055,2.5942,0.8522
2026-08-03 06:37:27,77.9127,99.4289,101.0206,992.7248,549.5734,443.1514,2.3703,0.9500
2026-08-03 06:59:04,78.9021,99.5252,102.0571,1001.5533,544.8895,456.6638,2.7007,0.7520
2026-08-03 07:20:40,78.2052,99.1157,102.5654,1002.1597,562.7774,439.3823,2.5036,0.8725
2026-08-03 07:42:17,77.3449,100.0533,100.6322,995.8019,556.1405,439.6614,2.6053,0.9500
2026-08-03 08:03:54,77.9730,98.6220,99.6556,1007.6370,554.3702,453.2668,2.5357,0.9500
2026-08-03 08:25:30,77.8469,100.2341,99.8728,995.3151,550.8035,444.5116,2.5000,0.9500
2026-08-03 08:47:07,77.9404,99.7705,100.3277,998.5599,552.1595,446.4004,2.4667,0.9500
2026-08-03 09:08:44,78.3078,98.6196,99.9662,1001.3393,546.9581,454.3812,2.4452,0.8547
2026-08-03 09:30:20,77.7056,98.2934,102.6256,1012.0984,555.9858,456.1126,2.3879,0.9500
2026-08-03 09:51:57,77.5658,99.4700,101.0216,989.2194,552.5164,436.7030,2.4741,0.9500
2026-08-03 10:13:34,78.2429,98.2261,99.8503,1020.9564,548.2048,472.7516,2.5240,0.8711
2026-08-03 10:35:10,78.9082,98.5465,102.3634,1012.6037,550.0308,462.5729,2.5413,0.7951
2026-08-03 10:56:47,77.3574,99.7901,101.4973,1002.6736,552.4115,450.2621,2.4396,0.9500
2026-08-03 11:18:23,78.2041,99.7709,101.0823,1010.5022,550.5200,459.9823,2.4915,0.9123
2026-08-03 11:40:00,77.3386,99.3600,100.8099,1003.7388,551.5790,452.1598,2.4988,0.9500
2026-08-03 12:01:37,78.1880,99.6617,101.1573,1011.0755,553.0601,458.0154,2.5019,0.8485
2026-08-03 12:23:13,78.0908,99.8150,101.0765,1003.0325,548.8771,454.1554,2.5232,0.9500
2026-08-03 12:44:50,78.5934,98.8522,99.9736,1004.4256,555.8393,448.5863,2.3339,0.7595
2026-08-03 13:06:27,79.3866,99.3657,103.3207,991.7640,546.7655,444.9985,2.4297,0.9500
2026-08-03 13:28:03,77.3543,99.3894,101.4159,992.8322,547.6189,445.2133,2.6446,0.9500
2026-08-03 13:49:40,78.0707,99.7149,99.9909,1002.6963,549.6880,453.0083,2.4626,0.9487
2026-08-03 14:11:17,78.1356,98.8432,102.6438,1009.5082,548.0610,461.4472,2.3239,0.8700
2026-08-03 14:32:53,79.2024,99.4132,101.9104,990.5127,548.4631,442.0496,2.4744,0.9500
2026-08-03 14:54:30,78.2449,99.0389,100.5539,999.1845,541.2284,457.9561,2.4177,0.8669
2026-08-03 15:16:07,78.3987,100.2517,100.9188,1000.3611,540.6632,459.6980,2.5335,0.7907
2026-08-03 15:37:43,78.0459,99.7379,101.7141,985.4625,554.0098,431.4528,2.4961,0.9500
2026-08-03 15:59:20,78.9308,100.3031,100.1605,1004.0229,542.1130,461.9099,2.6301,0.8397
2026-08-03 16:20:57,78.6890,99.2877,101.7354,994.4775,550.0688,444.4087,2.4908,0.7200
2026-08-03 16:42:33,77.7952,100.6354,101.2306,1001.6023,549.9566,451.6456,2.4589,0.9500
2026-08-03 17:04:10,77.9965,98.3585,101.9290,1016.1287,544.1791,471.9496,2.4587,0.9500
2026-08-03 17:25:46,77.8143,99.6939,104.7615,1006.3227,550.3441,455.9786,2.5882,0.9500
2026-08-03 17:47:23,77.8689,98.6318,101.7751,1007.4386,548.5125,458.9261,2.6645,0.9500
2026-08-03 18:09:00,78.5873,99.3607,99.6273,998.2565,540.8190,457.4374,2.2643,0.7773
2026-08-03 18:30:36,78.7862,98.5247,101.0948,999.8251,548.5380,451.2871,2.3621,0.7967
2026-08-03 18:52:13,77.5246,98.5254,100.2004,1004.8134,548.6640,456.1494,2.4230,0.9500
2026-08-03 19:13:50,78.3663,98.3463,101.7141,1011.8123,549.3841,462.4282,2.4765,0.8583
2026-08-03 19:35:26,77.8451,99.4172,101.5648,1000.4844,548.6386,451.8458,2.5089,0.9500
2026-08-03 19:57:03,78.6038,99.4626,100.6088,992.6900,554.7511,437.9389,2.3407,0.8107
2026-08-03 20:18:40,78.1841,98.8107,101.4456,991.9929,547.9051,444.0879,2.3489,0.8924
2026-08-03 20:40:16,77.1387,99.2001,100.6382,994.9768,546.1790,448.7978,2.5034,0.9500
2026-08-03 21:01:53,78.3803,100.1496,100.9012,1003.2471,551.8206,451.4266,2.6152,0.8008
2026-08-03 21:23:30,78.5944,99.0713,100.8441,996.4134,552.2659,444.1476,2.3913,0.7446
2026-08-03 21:45:06,77.8775,99.5242,100.5510,1002.6397,548.2108,454.4289,2.5658,0.9500
2026-08-03 22:06:43,79.0761,99.5606,100.3253,997.8723,550.1057,447.7666,2.4091,0.9081
2026-08-03 22:28:20,78.0450,99.1777,101.4452,990.9379,554.8317,436.1062,2.5765,0.9500
2026-08-03 22:49:56,78.4958,99.2502,100.0978,996.7439,547.4924,449.2515,2.2963,0.7595
2026-08-03 23:11:33,77.5848,98.9731,102.3666,1005.1194,554.8249,450.2945,2.5510,0.9500
2026-08-03 23:33:09,78.2135,100.2578,100.3149,999.3226,544.8756,454.4470,2.6242,0.8924
2026-08-03 23:54:46,78.7933,98.7983,100.8180,982.1605,551.8064,430.3541,2.4572,0.7865
2026-08-04 00:16:23,78.2158,98.4349,99.9717,1000.8241,552.3286,448.4955,2.2784,0.8812
2026-08-04 00:37:59,77.6913,98.9449,100.7760,1001.2352,546.4673,454.7679,2.3014,0.9500
2026-08-04 00:59:36,78.0247,99.0309,101.0537,996.5215,550.2201,446.3014,2.4752,0.9500
2026-08-04 01:21:13,78.1757,99.9098,102.5678,999.8487,546.8919,452.9567,2.3563,0.9139
2026-08-04 01:42:49,77.7488,100.6738,103.5233,997.8697,541.6750,456.1947,2.5654,0.9500
2026-08-04 02:04:26,77.5439,100.4490,99.8208,985.4580,551.5448,433.9132,2.6017,0.9500
2026-08-04 02:26:03,78.4247,100.0522,102.2761,993.7770,545.6827,448.0943,2.6054,0.8095
2026-08-04 02:47:39,78.4944,99.1694,101.8104,989.0551,551.2362,437.8189,2.5112,0.7834
2026-08-04 03:09:16,78.5906,98.9899,101.8415,1000.2065,546.0422,454.1643,2.3678,0.8018
2026-08-04 03:30:53,78.1653,99.3225,100.3851,1010.8865,555.0554,455.8311,2.5819,0.9045
2026-08-04 03:52:29,78.5756,99.0881,101.4741,999.4568,551.3352,448.1215,2.3187,0.8032
2026-08-04 04:14:06,79.0093,98.9250,101.7619,985.1302,550.4193,434.7109,2.2804,0.8383
2026-08-04 04:35:43,77.9561,100.0784,102.6348,1016.9099,555.7913,461.1186,2.5082,0.9500
2026-08-04 04:57:19,78.3917,98.9098,102.2167,1006.9006,553.6825,453.2181,2.2719,0.8204
2026-08-04 05:18:56,78.7028,99.4924,100.8994,986.3759,542.8293,443.5466,2.5154,0.7558
2026-08-04 05:40:33,78.0756,100.2645,100.2953,996.5430,558.4705,438.0724,2.4688,0.9472
2026-08-04 06:02:09,78.1125,99.8529,99.6560,997.9665,550.2722,447.6942,2.4002,0.9364
2026-08-04 06:23:46,78.5932,99.7260,102.7234,995.6664,552.4929,443.1735,2.5476,0.7590
2026-08-04 06:45:22,78.7667,99.6441,100.3392,1007.5060,547.5031,460.0028,2.4677,0.7620
2026-08-04 07:06:59,78.5676,100.0395,101.1724,997.8316,539.7643,458.0673,2.4290,0.7480
2026-08-04 07:28:36,78.3556,99.4465,100.5729,1001.5270,549.6617,451.8653,2.2460,0.8466
2026-08-04 07:50:12,78.7054,99.3810,101.5821,996.7473,541.9778,454.7695,2.7164,0.7757
2026-08-04 08:11:49,78.6703,99.3577,102.2008,986.2977,548.7726,437.5251,2.5740,0.7471
2026-08-04 08:33:26,78.6554,99.6519,101.4677,992.7993,552.0219,440.7774,2.6933,0.7632
2026-08-04 08:55:02,78.4780,99.8518,100.3845,998.6742,549.1849,449.4894,2.2875,0.8009
2026-08-04 09:16:39,77.7341,99.8398,100.6936,1020.4211,548.6072,471.8139,2.6921,0.9500
2026-08-04 09:38:16,78.1733,100.2833,100.5659,1000.4996,552.6977,447.8019,2.5404,0.9029
2026-08-04 09:59:52,78.1528,99.9232,101.4414,1009.6638,551.9595,457.7043,2.5650,0.9340
2026-08-04 10:21:29,78.0450,100.0532,101.1745,985.9934,548.3540,437.6394,2.4277,0.9500
2026-08-04 10:43:06,78.0571,99.5639,102.1114,1014.8577,551.4635,463.3942,2.6086,0.9500
2026-08-04 11:04:42,77.4184,98.9103,101.1434,1007.9559,549.0356,458.9203,2.6186,0.9500
2026-08-04 11:26:19,77.7559,100.5624,99.9922,1018.4883,549.8324,468.6560,2.4767,0.9500
2026-08-04 11:47:56,77.8000,100.2508,100.7464,994.3549,543.1037,451.2511,2.4269,0.9500
2026-08-04 12:09:32,77.8163,99.4121,100.4082,1015.9452,549.2360,466.7092,2.5374,0.9500
2026-08-04 12:31:09,79.2125,99.9549,101.1017,989.2726,551.6905,437.5822,2.6062,0.9500
2026-08-04 12:52:45,78.2326,99.6067,99.8042,1001.4647,553.6614,447.8033,2.4954,0.8979
2026-08-04 13:14:22,78.7784,99.2481,101.6534,1000.4276,539.8573,460.5702,2.4813,0.7482
2026-08-04 13:35:59,78.2670,99.8414,101.1259,990.9997,551.1698,439.8298,2.7444,0.8170
2026-08-04 13:57:35,78.3164,99.2281,100.9591,998.9531,548.2797,450.6734,2.5602,0.8349
2026-08-04 14:19:12,77.1191,100.1398,102.2034,993.9324,550.2489,443.6836,2.6218,0.9500
2026-08-04 14:40:49,78.8787,99.6872,101.9156,1014.0877,548.2836,465.8041,2.5441,0.7499
2026-08-04 15:02:25,77.4101,99.7500,101.8221,996.1272,546.9679,449.1592,2.4644,0.9500
2026-08-04 15:24:02,77.0431,99.7328,101.3259,1002.4743,549.3814,453.0929,2.3617,0.9266
2026-08-04 15:45:39,78.9617,99.1787,101.9463,989.1764,549.9250,439.2513,2.4559,0.8174
2026-08-04 16:07:15,78.0300,100.2220,102.8420,1002.3763,547.9365,454.4398,2.3671,0.9376
2026-08-04 16:28:52,78.9247,98.7657,100.9477,1001.5531,536.9922,464.5609,2.3749,0.7817
2026-08-04 16:50:29,77.8671,99.6293,102.1222,993.3644,547.6917,445.6727,2.4880,0.9500
2026-08-04 17:12:05,78.4089,99.7243,99.1227,1006.3942,550.6360,455.7582,2.5259,0.8291
2026-08-04 17:33:42,77.3069,98.8723,101.2438,976.7862,548.9417,427.8445,2.5846,0.9500
2026-08-04 17:55:19,78.2395,99.3836,100.9577,995.1452,551.1436,444.0016,2.3449,0.9017
2026-08-04 18:16:55,77.8312,99.7788,101.3643,988.4636,556.4633,432.0003,2.6081,0.9500
2026-08-04 18:38:32,78.1632,99.6037,99.6429,978.7946,545.8317,432.9629,2.3687,0.8858
2026-08-04 19:00:09,77.5435,99.4388,100.5862,1011.1397,550.9014,460.2383,2.5794,0.9500
2026-08-04 19:21:45,77.8859,99.5681,101.6624,993.5230,547.4944,446.0287,2.4608,0.9500
2026-08-04 19:43:22,79.2821,99.6566,101.3319,987.4099,543.8233,443.5866,2.4787,0.9500
2026-08-04 20:04:58,78.1004,99.4218,100.7046,982.5833,552.1845,430.3988,2.4746,0.9439
2026-08-04 20:26:35,78.2773,99.0179,101.4803,987.0895,551.0877,436.0018,2.4937,0.8868
2026-08-04 20:48:12,77.7666,98.8366,100.9695,1006.0909,536.0114,470.0795,2.5876,0.9500
2026-08-04 21:09:48,77.6290,99.3161,100.7071,987.7489,540.3070,447.4420,2.5730,0.9500
2026-08-04 21:31:25,78.0043,99.9224,101.3447,984.4058,553.3640,431.0418,2.6484,0.9500
2026-08-04 21:53:02,77.7675,98.7636,100.5789,1001.0303,557.1313,443.8990,2.4241,0.9500
2026-08-04 22:14:38,78.7107,99.2830,102.6712,998.5190,555.8389,442.6801,2.5383,0.7751
2026-08-04 22:36:15,78.1115,99.4442,101.6351,1007.9814,552.6303,455.3511,2.3233,0.9352
2026-08-04 22:57:52,77.8717,99.2271,101.6660,1016.9792,548.8397,468.1394,2.6973,0.9500
2026-08-04 23:19:28,78.8159,99.7153,101.4668,1013.8316,546.8173,467.0143,2.6278,0.7719
2026-08-04 23:41:05,77.8789,98.8367,102.5683,1011.4126,547.6097,463.8029,2.5545,0.9500
2026-08-05 00:02:42,78.0235,99.9824,100.7997,978.0836,551.2992,426.7844,2.5067,0.9500
2026-08-05 00:24:18,77.7538,98.7203,101.0098,991.2477,554.8220,436.4257,2.5517,0.9500
2026-08-05 00:45:55,78.4614,99.4463,101.0844,999.4519,558.8565,440.5954,2.5644,0.7836
2026-08-05 01:07:32,78.6469,99.9289,101.5078,996.7143,548.0270,448.6874,2.3925,0.7635
2026-08-05 01:29:08,77.8951,99.2816,101.7992,1016.8718,551.8710,465.0008,2.4895,0.9500
2026-08-05 01:50:45,78.7690,99.6939,101.4550,1002.6457,542.8569,459.7888,2.5390,0.7498
2026-08-05 02:12:21,78.3972,99.1324,101.7729,998.4693,544.2732,454.1961,2.4709,0.8536
2026-08-05 02:33:58,77.0635,99.5832,100.4915,1013.7688,554.0815,459.6872,2.5186,0.9500
