timestamp,T_top_C,T_base_C,P_coluna_kPa,F_alimentacao_kg_h,D_destilado_kg_h,B_residuo_kg_h,R_refluxo,composicao
2026-08-01 18:23:11,78.6828,99.1264,100.7907,1010.5809,556.2264,454.3545,2.5526,0.8000
2026-08-01 18:31:49,78.4985,98.9019,101.4882,1003.4295,556.6130,446.8164,2.5008,0.8027
2026-08-01 18:40:28,78.5871,99.5198,100.8088,1020.2374,555.1688,465.0686,2.5535,0.8039
2026-08-01 18:49:06,78.2219,99.6157,100.8732,1013.0620,561.6480,451.4140,2.5103,0.8619
2026-08-01 18:57:45,78.9248,100.6375,100.9758,1007.2314,557.5263,449.7051,2.5581,0.8000
2026-08-01 19:06:23,78.1398,99.6370,101.7196,1010.8548,561.2610,449.5938,2.6848,0.9345
2026-08-01 19:15:02,78.4033,99.2626,101.7922,1010.6687,560.1542,450.5145,2.5718,0.8684
2026-08-01 19:23:40,78.4813,100.1561,100.4170,1022.8148,560.8974,461.9173,2.5566,0.8299
2026-08-01 19:32:19,78.9244,99.1511,99.9464,1019.8958,557.2845,462.6112,2.5911,0.8000
2026-08-01 19:40:57,78.0740,98.4983,101.6857,1017.0213,552.1232,464.8981,2.6550,0.9475
2026-08-01 19:49:36,78.3944,98.6434,101.9686,1020.5872,566.5680,454.0192,2.6436,0.8668
2026-08-01 19:58:14,78.5791,99.7084,101.8001,1023.8768,557.2451,466.6317,2.6070,0.8065
2026-08-01 20:06:53,78.8845,100.0500,100.9329,1013.8721,558.9402,454.9319,2.6219,0.8000
2026-08-01 20:15:31,77.9873,98.8908,100.6741,1002.4087,554.1143,448.2944,2.5931,0.9500
2026-08-01 20:24:10,79.0097,99.1874,100.4753,1011.4221,559.0009,452.4211,2.5939,0.8000
2026-08-01 20:32:48,78.8536,99.2074,101.8180,1009.0692,556.6737,452.3955,2.5940,0.8000
2026-08-01 20:41:27,78.6303,98.7208,100.0492,1009.7893,552.1274,457.6619,2.5969,0.8000
2026-08-01 20:50:05,79.0365,98.2011,100.1027,998.8248,556.1032,442.7217,2.6636,0.8000
2026-08-01 20:58:44,78.3579,98.7965,101.6583,1000.7312,551.8662,448.8651,2.6406,0.8744
2026-08-01 21:07:22,78.7464,99.7618,101.9456,989.3311,541.9734,447.3577,2.6998,0.8000
2026-08-01 21:16:01,78.3889,98.4612,101.3792,999.1337,552.6325,446.5011,2.6744,0.8652
2026-08-01 21:24:39,78.4205,99.4165,101.0606,986.5784,551.9732,434.6053,2.7358,0.8816
2026-08-01 21:33:18,78.4028,99.8590,101.8117,991.2303,548.2578,442.9725,2.6755,0.8730
2026-08-01 21:41:56,78.8579,99.6236,99.8731,987.0489,541.6468,445.4021,2.5761,0.8000
2026-08-01 21:50:35,79.1708,100.1550,101.5042,991.3006,542.3099,448.9907,2.6458,0.8000
2026-08-01 21:59:13,78.7538,99.5282,100.2579,982.5591,541.1684,441.3908,2.7203,0.8000
2026-08-01 22:07:52,78.6183,99.6450,101.3354,980.4583,537.4892,442.9692,2.6169,0.8000
2026-08-01 22:16:30,78.2175,99.7985,101.6130,971.6178,539.9076,431.7102,2.6676,0.9213
2026-08-01 22:25:09,78.8759,99.5841,100.6240,974.6529,541.0695,433.5834,2.6294,0.8000
2026-08-01 22:33:47,78.8716,99.5195,100.3046,978.4484,540.6737,437.7747,2.5924,0.8000
2026-08-01 22:42:26,78.5890,99.3535,100.7975,982.0269,539.0288,442.9980,2.6062,0.8114
2026-08-01 22:51:04,78.1411,99.3834,102.4502,975.5283,534.3194,441.2089,2.4918,0.9038
2026-08-01 22:59:43,78.4603,99.5821,102.2714,969.2673,542.5036,426.7638,2.6534,0.8367
2026-08-01 23:08:21,78.3038,99.2796,100.5845,982.6874,546.4418,436.2456,2.6572,0.8843
2026-08-01 23:17:00,78.9547,99.6869,102.7030,985.8954,543.5741,442.3213,2.5732,0.8000
2026-08-01 23:25:38,78.6030,99.3265,102.0752,986.9057,542.8882,444.0175,2.5897,0.8030
2026-08-01 23:34:17,78.3948,99.6958,101.5693,993.4488,539.8511,453.5977,2.5667,0.8415
2026-08-01 23:42:55,77.8415,99.6658,101.3672,990.6625,549.5581,441.1044,2.4551,0.9500
2026-08-01 23:51:34,78.0613,99.6755,101.5231,992.0300,550.7076,441.3224,2.5142,0.9079
2026-08-02 00:00:12,77.6115,99.6938,101.1232,999.5583,549.9538,449.6046,2.5110,0.9500
2026-08-02 00:08:51,77.8281,99.1127,100.4253,1004.5242,555.2747,449.2496,2.4668,0.9500
2026-08-02 00:17:29,77.6127,99.2783,100.8538,1003.9720,553.1227,450.8493,2.4616,0.9500
2026-08-02 00:26:08,77.8841,99.2572,101.6831,1001.1335,555.5749,445.5586,2.4712,0.9500
2026-08-02 00:34:46,78.5270,99.3685,102.9482,1010.2822,551.8736,458.4086,2.4587,0.8000
2026-08-02 00:43:25,77.7895,99.8671,101.7445,1010.6372,559.8362,450.8010,2.5024,0.9500
2026-08-02 00:52:03,78.1394,100.3370,99.7954,1014.1849,555.2862,458.8987,2.4401,0.8905
2026-08-02 01:00:42,77.8975,100.5812,101.1642,1019.5117,558.0246,461.4872,2.4280,0.9500
2026-08-02 01:09:20,78.0500,100.2058,102.6179,1020.2631,561.1262,459.1370,2.3571,0.9052
2026-08-02 01:17:59,78.1675,100.0375,101.4693,1023.9943,561.2535,462.7408,2.4656,0.8959
2026-08-02 01:26:37,77.7503,99.7525,98.9555,1021.8799,549.0375,472.8424,2.3109,0.9500
2026-08-02 01:35:16,77.9738,98.9824,100.7303,1026.7680,558.5056,468.2624,2.5013,0.9467
2026-08-02 01:43:55,77.9286,100.3502,101.4048,1014.4012,559.3773,455.0239,2.3801,0.9262
2026-08-02 01:52:33,77.7074,99.1484,102.0395,1018.6428,558.3865,460.2563,2.3699,0.9500
2026-08-02 02:01:12,77.9494,98.9970,100.4667,1022.6306,557.3166,465.3140,2.2985,0.9269
2026-08-02 02:09:50,77.8861,98.7089,101.4836,1019.0342,558.8013,460.2329,2.3957,0.9388
2026-08-02 02:18:29,77.8318,99.3008,100.9138,1017.6094,561.0662,456.5433,2.4495,0.9500
2026-08-02 02:27:07,77.6875,99.6068,101.9135,1011.4619,555.8203,455.6416,2.3973,0.9500
2026-08-02 02:35:46,77.4924,99.2025,101.8071,1008.2239,555.1251,453.0988,2.3868,0.9500
2026-08-02 02:44:24,77.9315,99.5796,100.3121,1012.5869,551.1855,461.4015,2.2686,0.9120
2026-08-02 02:53:03,77.3946,99.3981,101.0809,1000.7357,553.0690,447.6667,2.3673,0.9500
2026-08-02 03:01:41,77.8230,99.6635,99.6136,997.5872,543.1640,454.4231,2.3518,0.9500
2026-08-02 03:10:20,78.0157,99.9346,101.4622,993.9105,549.6616,444.2488,2.3242,0.9097
2026-08-02 03:18:58,78.0027,99.0493,101.9445,996.8836,543.8839,452.9997,2.4007,0.9314
2026-08-02 03:27:37,77.7450,98.9365,100.6126,988.0403,546.9921,441.0482,2.3066,0.9500
2026-08-02 03:36:15,77.3523,99.2075,101.3877,1000.3969,539.9537,460.4432,2.4310,0.9500
2026-08-02 03:44:54,77.8612,99.3631,101.6558,985.1139,547.3033,437.8106,2.3385,0.9500
2026-08-02 03:53:32,77.5603,99.2706,100.4424,986.1891,546.2924,439.8967,2.3622,0.9500
2026-08-02 04:02:11,77.4374,99.1854,100.0258,977.7465,541.8358,435.9107,2.4375,0.9500
2026-08-02 04:10:49,77.6165,100.0197,101.4950,980.3532,541.8525,438.5007,2.3808,0.9500
2026-08-02 04:19:28,77.6930,98.6074,100.0651,983.6032,539.3384,444.2648,2.3548,0.9500
2026-08-02 04:28:06,78.0791,99.4036,100.7752,986.1423,544.7430,441.3994,2.4169,0.9175
2026-08-02 04:36:45,78.2405,99.8877,101.7913,983.1304,541.6283,441.5021,2.3455,0.8637
2026-08-02 04:45:23,77.4902,98.9370,102.3429,984.9186,544.8209,440.0976,2.3955,0.9500
2026-08-02 04:54:02,77.8557,99.3990,101.3632,987.4024,539.7832,447.6192,2.4359,0.9500
2026-08-02 05:02:40,78.0953,99.3652,100.7001,981.9862,541.0302,440.9561,2.4145,0.9211
2026-08-02 05:11:19,77.9644,99.2591,99.6220,980.5079,541.7002,438.8076,2.4039,0.9483
2026-08-02 05:19:57,77.9793,100.0441,101.3494,987.3197,543.3004,444.0193,2.4488,0.9500
2026-08-02 05:28:36,77.3688,98.4193,100.8655,989.6530,546.8605,442.7925,2.4831,0.9500
2026-08-02 05:37:14,78.4071,99.9564,101.4472,997.0770,546.9498,450.1272,2.4423,0.8366
2026-08-02 05:45:53,78.1718,99.4639,102.4784,982.8683,543.3083,439.5600,2.4222,0.8818
2026-08-02 05:54:31,78.0997,98.7320,100.5119,993.7882,556.4185,437.3697,2.5829,0.9234
2026-08-02 06:03:10,78.1047,98.9337,99.7735,1000.5211,547.5592,452.9619,2.4999,0.8978
2026-08-02 06:11:48,78.0228,99.6051,101.5930,1006.1808,548.0853,458.0956,2.5582,0.9350
2026-08-02 06:20:27,78.4786,99.5476,100.1989,1005.4075,554.5903,450.8172,2.5573,0.8275
2026-08-02 06:29:05,78.7851,100.0781,101.0947,1013.4754,560.6638,452.8116,2.6357,0.8000
2026-08-02 06:37:44,78.0837,100.3373,100.4534,1005.6277,554.6616,450.9661,2.5695,0.9285
2026-08-02 06:46:22,78.2017,99.2770,100.7301,1010.0804,564.0839,445.9965,2.5739,0.9095
2026-08-02 06:55:01,78.2842,99.5389,100.7292,1003.1283,554.0594,449.0689,2.4788,0.8433
2026-08-02 07:03:39,78.1051,100.3105,101.2645,1024.3765,560.1948,464.1817,2.6182,0.9225
2026-08-02 07:12:18,78.6521,100.0266,100.8387,1021.8512,561.2253,460.6259,2.5610,0.8000
2026-08-02 07:20:56,78.1693,99.7177,101.5616,1015.7881,559.9551,455.8330,2.6259,0.9227
2026-08-02 07:29:35,79.0178,100.3228,100.4990,1028.4174,558.4068,470.0106,2.6579,0.8000
2026-08-02 07:38:13,78.4544,98.7881,101.1627,1011.9972,562.7990,449.1983,2.6892,0.8468
2026-08-02 07:46:52,78.6922,99.3344,100.7972,1023.0119,559.4541,463.5578,2.7075,0.8000
2026-08-02 07:55:30,78.9227,99.7484,101.9366,1015.8142,558.8763,456.9379,2.6211,0.8000
2026-08-02 08:04:09,78.8404,100.0248,101.7748,1024.2357,562.6235,461.6122,2.6138,0.8000
2026-08-02 08:12:47,78.4711,99.7089,100.8202,1022.7762,558.4290,464.3472,2.6266,0.8531
2026-08-02 08:21:26,78.0208,98.6851,101.9367,1012.7700,556.9852,455.7848,2.5753,0.9459
2026-08-02 08:30:04,79.2841,100.0968,101.4358,1007.7811,553.8045,453.9767,2.5385,0.8000
2026-08-02 08:38:43,78.9450,98.8870,100.7709,1001.4713,550.7332,450.7380,2.6501,0.8000
2026-08-02 08:47:21,78.8812,100.0397,101.0991,991.9724,549.1987,442.7737,2.7107,0.8000
2026-08-02 08:56:00,78.5954,99.0586,101.9437,998.0184,551.9089,446.1096,2.6782,0.8362
2026-08-02 09:04:38,78.6387,99.8206,100.1120,1004.3325,546.9087,457.4238,2.6218,0.8000
2026-08-02 09:13:17,78.2278,99.7292,102.0740,996.8682,542.9351,453.9331,2.6428,0.9119
2026-08-02 09:21:55,78.1275,99.0582,102.0012,993.8815,547.5014,446.3801,2.7402,0.9489
2026-08-02 09:30:34,78.8797,100.9305,101.1290,985.8387,546.1975,439.6413,2.6666,0.8000
2026-08-02 09:39:12,78.3613,100.7087,101.5615,983.6948,546.4259,437.2689,2.6358,0.8675
2026-08-02 09:47:51,78.8257,98.8857,101.5821,994.7361,543.9842,450.7519,2.6183,0.8000
2026-08-02 09:56:29,78.5174,99.3822,100.9978,987.9047,536.4620,451.4428,2.6752,0.8332
2026-08-02 10:05:08,78.7345,98.9231,102.3629,988.0819,543.8056,444.2762,2.5507,0.8000
2026-08-02 10:13:46,78.7214,98.6615,101.2806,982.6189,542.0663,440.5525,2.6288,0.8000
2026-08-02 10:22:25,79.0182,100.0552,99.0064,978.5876,539.5934,438.9941,2.5252,0.8000
2026-08-02 10:31:03,78.9249,98.8776,101.5691,975.4243,537.9860,437.4383,2.6789,0.8000
2026-08-02 10:39:42,78.6610,98.4651,102.7899,983.2994,539.5956,443.7038,2.6255,0.8000
2026-08-02 10:48:20,78.8474,99.2197,101.1367,978.5582,538.7663,439.7919,2.6225,0.8000
2026-08-02 10:56:59,78.6568,99.3599,101.7106,980.0836,547.7781,432.3055,2.5000,0.8000
2026-08-02 11:05:37,78.8388,98.9225,103.0834,988.7214,544.7854,443.9360,2.5699,0.8000
2026-08-02 11:14:16,78.3315,99.5300,102.4209,986.5856,540.1052,446.4804,2.5995,0.8813
2026-08-02 11:22:54,78.5554,99.6959,101.0833,983.2944,541.3651,441.9293,2.4659,0.8000
2026-08-02 11:31:33,78.2978,99.0937,98.9355,984.2369,548.5993,435.6376,2.5036,0.8697
2026-08-02 11:40:11,77.8688,100.0260,101.1848,994.6741,553.5893,441.0848,2.6016,0.9500
2026-08-02 11:48:50,78.0707,99.1394,101.7079,995.6021,546.8784,448.7237,2.5879,0.9344
2026-08-02 11:57:28,78.9009,99.3455,102.7283,1000.9071,552.4491,448.4579,2.4671,0.8000
2026-08-02 12:06:07,78.3112,99.7949,101.3322,995.7007,546.9855,448.7151,2.4206,0.8326
2026-08-02 12:14:45,78.1686,99.8662,101.2893,993.7943,551.9759,441.8184,2.4726,0.9147
2026-08-02 12:23:24,77.6614,99.1140,102.6647,1010.1943,555.6622,454.5322,2.4753,0.9500
2026-08-02 12:32:02,78.2953,98.9126,102.0024,1003.7471,556.2912,447.4559,2.4675,0.8551
2026-08-02 12:40:41,78.0194,99.0164,100.4426,1011.2708,553.2074,458.0633,2.4640,0.9183
2026-08-02 12:49:19,78.2049,98.7495,100.8470,1012.0465,561.5602,450.4863,2.4539,0.8797
2026-08-02 12:57:58,78.1073,98.3013,101.2655,1026.9433,558.8749,468.0684,2.4307,0.9083
2026-08-02 13:06:36,78.1941,98.3726,99.9541,1019.4084,557.0338,462.3746,2.4832,0.8858
2026-08-02 13:15:15,77.3144,98.7554,99.1003,1018.1707,559.1055,459.0652,2.3872,0.9500
2026-08-02 13:23:53,78.2253,99.3238,99.5922,1022.9730,561.6094,461.3636,2.4152,0.8808
2026-08-02 13:32:32,77.4893,100.4340,100.5325,1023.7265,554.9281,468.7983,2.3451,0.9500
2026-08-02 13:41:10,77.7354,99.8712,101.4896,1019.0957,563.9018,455.1939,2.3723,0.9500
2026-08-02 13:49:49,77.5499,99.7490,101.6164,1010.9797,557.2345,453.7452,2.3482,0.9500
2026-08-02 13:58:27,77.3576,99.1818,100.7171,1021.4401,561.2186,460.2215,2.3638,0.9500
2026-08-02 14:07:06,77.7943,99.1103,100.3825,1011.2494,556.0708,455.1786,2.3075,0.9500
2026-08-02 14:15:44,77.9557,98.7474,101.3201,1012.8568,558.0028,454.8541,2.3604,0.9156
2026-08-02 14:24:23,77.3452,99.5775,102.1230,1000.5747,556.8600,443.7147,2.4167,0.9500
2026-08-02 14:33:01,77.8788,99.2323,101.2045,1000.9657,547.5021,453.4636,2.4013,0.9456
2026-08-02 14:41:40,77.5697,98.9105,100.1720,1005.4198,550.9558,454.4641,2.3708,0.9500
2026-08-02 14:50:18,77.7980,99.7417,102.5622,998.0270,551.5177,446.5093,2.4072,0.9500
2026-08-02 14:58:57,77.2735,99.4833,102.3865,1002.9049,550.7680,452.1368,2.3391,0.9500
2026-08-02 15:07:35,77.7876,99.5286,101.2659,997.7487,546.6437,451.1051,2.3769,0.9500
2026-08-02 15:16:14,77.1719,99.8301,100.6918,997.2940,547.3432,449.9509,2.3896,0.9500
2026-08-02 15:24:52,77.7695,100.2453,99.4246,999.5376,546.9178,452.6197,2.4074,0.9500
2026-08-02 15:33:31,77.4720,99.7611,101.2864,990.3700,547.7309,442.6391,2.2681,0.9500
2026-08-02 15:42:09,77.7360,99.5927,100.1231,989.0900,536.0451,453.0450,2.3925,0.9500
2026-08-02 15:50:48,77.7644,99.6390,102.2356,983.6065,540.1675,443.4390,2.3392,0.9500
2026-08-02 15:59:26,77.9267,99.5072,101.1108,974.9408,542.5538,432.3870,2.2817,0.9331
2026-08-02 16:08:05,77.8243,100.8924,100.4199,980.9313,546.1172,434.8141,2.4353,0.9500
2026-08-02 16:16:43,77.8752,99.6962,101.5256,977.0405,539.9990,437.0415,2.3025,0.9429
2026-08-02 16:25:22,77.9675,99.5754,100.0080,985.0078,541.1262,443.8817,2.3534,0.9233
2026-08-02 16:34:00,77.4088,99.1678,100.8698,986.1912,538.1060,448.0852,2.4297,0.9500
2026-08-02 16:42:39,77.9620,99.5989,101.9984,977.8119,535.5254,442.2865,2.3372,0.9198
2026-08-02 16:51:17,77.5432,99.8617,100.9274,993.2390,535.4698,457.7692,2.4255,0.9500
2026-08-02 16:59:56,77.8018,99.7122,99.4397,983.8532,547.0432,436.8099,2.4023,0.9500
2026-08-02 17:08:34,78.2906,99.5427,100.8352,972.9869,544.1058,428.8812,2.4293,0.8466
2026-08-02 17:17:13,78.0556,99.3144,100.8773,989.4486,539.1934,450.2552,2.4977,0.9118
2026-08-02 17:25:51,77.8544,100.5479,102.2019,989.2652,541.5670,447.6982,2.4295,0.9500
2026-08-02 17:34:30,78.1009,99.5201,101.2753,990.3201,541.3700,448.9500,2.4411,0.9151
2026-08-02 17:43:08,77.7162,99.4490,100.6442,994.7590,545.9352,448.8238,2.5519,0.9500
2026-08-02 17:51:47,77.7707,99.8571,100.6803,994.2591,549.5135,444.7456,2.4647,0.9500
2026-08-02 18:00:25,77.9695,99.1894,100.7749,997.3226,553.3730,443.9496,2.5320,0.9500
2026-08-02 18:09:04,78.9198,98.9609,101.3563,997.2731,549.2443,448.0289,2.4804,0.8000
2026-08-02 18:17:42,77.9614,99.3819,100.3266,1010.2965,550.2897,460.0068,2.6636,0.9500
2026-08-02 18:26:21,78.3356,98.7847,102.6649,1014.4768,555.3304,459.1464,2.4669,0.8532
2026-08-02 18:34:59,78.0139,100.1427,101.9474,1011.9484,548.4265,463.5219,2.4959,0.9428
2026-08-02 18:43:38,78.7497,99.9464,100.0264,1015.3104,559.9479,455.3626,2.4728,0.8000
2026-08-02 18:52:16,78.5024,99.2232,99.8183,1014.1922,556.9284,457.2638,2.5587,0.8176
2026-08-02 19:00:55,78.3206,99.3370,101.6540,1015.9574,557.5108,458.4466,2.5807,0.8527
