timestamp,T_reator_C,vazao_L_min,pressao_bar,T_alimentacao_C,conversao,T_reator_lag1,T_reator_lag2,T_reator_ma3,dT_reator,vazao_lag1,vazao_ma3,dvazao
2026-08-01 09:20:00,86.0597,51.4352,2.4796,24.9594,0.8031,86.2369,87.1202,86.4722,-0.1772,51.6624,51.1479,-0.2272
2026-08-01 09:30:00,86.1069,52.5213,2.4920,24.0875,0.8109,86.7337,86.4258,86.4221,-0.6268,52.4856,51.9479,0.0357
2026-08-01 09:40:00,87.0503,50.8381,2.5505,24.5266,0.8302,87.5506,87.4896,87.3635,-0.5004,50.3076,50.4376,0.5305
2026-08-01 09:50:00,86.2512,50.5172,2.4248,24.7390,0.8208,86.5165,86.5345,86.4341,-0.2653,51.0578,50.0805,-0.5405
2026-08-01 10:00:00,86.5710,48.7704,2.3645,25.3512,0.8231,86.4540,87.3049,86.7766,0.1170,51.6844,50.2271,-2.9140
2026-08-01 10:10:00,87.1487,49.1671,2.5054,25.0022,0.8380,87.2144,86.0779,86.8136,-0.0657,49.2879,49.3394,-0.1208
2026-08-01 10:20:00,86.0470,49.4074,2.5217,25.0176,0.8135,87.3122,86.8404,86.7332,-1.2652,49.4883,49.6518,-0.0809
2026-08-01 10:30:00,86.7864,49.0231,2.4136,25.5289,0.8343,85.9561,85.7304,86.1576,0.8303,49.7746,49.9870,-0.7515
2026-08-01 10:40:00,86.5116,48.9901,2.5638,25.0014,0.8089,86.0648,86.9294,86.5019,0.4468,49.3208,49.3783,-0.3306
2026-08-01 10:50:00,85.8731,48.3128,2.4657,24.9761,0.8195,85.8970,86.8142,86.1948,-0.0239,48.3682,49.0400,-0.0554
2026-08-01 11:00:00,86.0317,49.1125,2.5543,25.1223,0.8219,87.1891,86.2635,86.4948,-1.1574,48.3048,49.1706,0.8077
2026-08-01 11:10:00,84.8622,47.6944,2.6016,25.1544,0.8200,86.3928,86.3982,85.8844,-1.5305,48.5898,48.8708,-0.8954
2026-08-01 11:20:00,85.5437,47.2991,2.2617,25.4785,0.8143,85.3235,85.8168,85.5614,0.2202,49.0257,48.7965,-1.7266
2026-08-01 11:30:00,85.6461,48.8973,2.5835,24.9135,0.7960,86.0035,85.5061,85.7186,-0.3574,47.9299,48.9279,0.9675
2026-08-01 11:40:00,85.5517,47.8189,2.3271,25.0386,0.8146,85.6616,85.9362,85.7165,-0.1099,47.3500,48.1953,0.4689
2026-08-01 11:50:00,84.6096,45.7555,2.5120,25.1580,0.8035,85.7627,85.4604,85.2776,-1.1531,47.0337,47.1649,-1.2782
2026-08-01 12:00:00,84.7783,47.7365,2.6398,24.9429,0.8121,85.8815,84.8786,85.1795,-1.1032,47.2796,48.3958,0.4569
2026-08-01 12:10:00,85.3632,46.3576,2.5316,24.9225,0.8206,85.6107,85.9130,85.6290,-0.2475,47.9841,47.8168,-1.6266
2026-08-01 12:20:00,84.4162,47.9073,2.5605,24.9212,0.7884,82.8723,84.2029,83.8305,1.5439,46.7813,48.1424,1.1260
2026-08-01 12:30:00,84.6879,47.7097,2.7259,24.7691,0.7827,84.1883,85.6641,84.8467,0.4996,47.1125,48.5778,0.5971
2026-08-01 12:40:00,84.0345,47.0008,2.3286,24.9008,0.7946,84.9161,84.9332,84.6280,-0.8816,48.8180,48.5601,-1.8172
2026-08-01 12:50:00,84.2760,47.6075,2.4305,25.1229,0.7936,85.1476,84.0876,84.5037,-0.8715,47.1301,47.8727,0.4774
2026-08-01 13:00:00,84.1692,46.8167,2.4992,24.6493,0.7873,83.7723,84.6807,84.2074,0.3969,47.5443,48.0835,-0.7276
2026-08-01 13:10:00,84.1341,47.6457,2.3034,24.6703,0.7912,83.9755,84.4341,84.1812,0.1585,47.7625,48.7745,-0.1168
2026-08-01 13:20:00,83.8952,47.3735,2.2453,24.6978,0.7927,84.0384,83.9473,83.9603,-0.1432,48.2699,48.9440,-0.8964
2026-08-01 13:30:00,83.5928,49.1318,2.6597,24.4566,0.7986,82.4349,83.4398,83.1558,1.1579,48.0527,48.5715,1.0792
2026-08-01 13:40:00,83.3855,49.1826,2.5740,25.2123,0.7800,84.1450,84.0369,83.8558,-0.7595,48.5920,49.2939,0.5906
2026-08-01 13:50:00,83.0438,48.6280,2.5428,24.5503,0.7729,82.3189,83.6213,82.9947,0.7249,48.6420,49.2605,-0.0139
2026-08-01 14:00:00,83.1567,49.8979,2.5052,24.8166,0.7670,83.0786,83.4053,83.2136,0.0781,49.1629,49.8221,0.7351
2026-08-01 14:10:00,82.3025,49.1923,2.6889,24.8698,0.7518,83.2552,83.7452,83.1010,-0.9527,50.5128,49.6772,-1.3206
2026-08-01 14:20:00,82.8643,50.5095,2.5311,25.0136,0.7573,82.9326,83.1353,82.9774,-0.0683,51.5772,50.6424,-1.0677
2026-08-01 14:30:00,84.7225,50.9327,2.3317,25.1054,0.8035,83.3582,83.2857,83.7888,1.3643,50.4727,50.3829,0.4600
2026-08-01 14:40:00,81.8667,52.1872,2.4621,25.3439,0.7411,83.0414,83.7452,82.8844,-1.1747,52.2168,51.7204,-0.0295
2026-08-01 14:50:00,82.0720,50.8047,2.5701,24.7905,0.7544,83.1341,83.1962,82.8008,-1.0621,50.6554,50.7935,0.1492
2026-08-01 15:00:00,82.7378,52.5932,2.4793,25.5763,0.7728,84.0734,83.8568,83.5560,-1.3356,51.7188,51.2772,0.8744
2026-08-01 15:10:00,82.4399,52.5930,2.5024,24.9871,0.7455,83.1805,82.8167,82.8124,-0.7406,51.7353,51.4919,0.8577
2026-08-01 15:20:00,82.9914,51.4571,2.4212,25.1598,0.7650,82.0363,83.3494,82.7924,0.9551,52.3405,50.9474,-0.8834
2026-08-01 15:30:00,82.7337,52.9038,2.2791,25.1262,0.7672,83.4757,83.5847,83.2647,-0.7420,51.9741,51.9362,0.9297
2026-08-01 15:40:00,83.2568,52.2295,2.5467,25.1309,0.7826,83.6667,82.6851,83.2029,-0.4100,53.0442,51.8569,-0.8146
2026-08-01 15:50:00,83.3130,52.7305,2.6755,24.8131,0.7832,82.4082,82.8774,82.8662,0.9048,53.5094,51.7641,-0.7790
2026-08-01 16:00:00,82.9004,53.4280,2.3272,25.3314,0.7730,83.9481,83.2834,83.3773,-1.0477,52.6321,51.9113,0.7959
2026-08-01 16:10:00,83.5054,53.0780,2.4620,25.4752,0.7659,83.9866,83.2373,83.5764,-0.4812,53.0303,52.1915,0.0477
2026-08-01 16:20:00,83.7204,52.7821,2.5565,25.2063,0.7890,83.3974,82.8775,83.3318,0.3231,52.4322,52.4485,0.3499
2026-08-01 16:30:00,82.6459,51.8197,2.5026,24.8155,0.7674,83.8336,83.0944,83.1913,-1.1877,54.1008,51.6425,-2.2811
2026-08-01 16:40:00,83.3458,53.8560,2.3695,25.1041,0.7793,82.2862,83.2991,82.9770,1.0596,53.5297,52.3809,0.3263
2026-08-01 16:50:00,83.8825,52.5305,2.5313,24.7582,0.7833,83.8419,83.0127,83.5791,0.0406,52.2256,51.1614,0.3049
2026-08-01 17:00:00,84.1069,52.5138,2.5212,25.1649,0.7804,84.2339,83.6505,83.9971,-0.1270,52.9415,51.4327,-0.4277
2026-08-01 17:10:00,83.4561,51.8956,2.5684,24.9170,0.7775,84.1549,82.8284,83.4798,-0.6988,53.9800,51.5809,-2.0844
2026-08-01 17:20:00,83.8436,52.4197,2.5020,24.7697,0.7707,83.7145,83.5999,83.7193,0.1291,52.4577,51.4764,-0.0381
2026-08-01 17:30:00,83.9481,50.5400,2.4845,24.7753,0.7795,84.4900,83.9144,84.1175,-0.5419,50.8122,50.2417,-0.2722
2026-08-01 17:40:00,85.3488,52.5164,2.5046,25.2175,0.7883,84.1873,84.5409,84.6923,1.1615,49.2571,50.8230,3.2593
2026-08-01 17:50:00,84.5434,49.5293,2.5388,25.4327,0.7914,84.7988,84.7092,84.6838,-0.2554,50.9685,49.8669,-1.4392
2026-08-01 18:00:00,85.1118,50.1473,2.2270,25.2573,0.7862,84.8898,85.4116,85.1377,0.2219,50.1965,49.8008,-0.0492
2026-08-01 18:10:00,85.4539,50.7299,2.3891,24.2921,0.8164,85.4271,85.0181,85.2997,0.0268,48.5601,49.9427,2.1698
2026-08-01 18:20:00,85.8641,50.9487,2.4719,25.0477,0.7886,85.6585,85.4721,85.6649,0.2056,49.9315,50.6497,1.0172
2026-08-01 18:30:00,85.1267,48.6774,2.4821,25.3298,0.8171,85.5061,85.3070,85.3133,-0.3794,49.6643,49.3463,-0.9868
2026-08-01 18:40:00,86.3649,48.1385,2.5430,24.8211,0.8355,85.4678,86.3806,86.0711,0.8970,48.7508,49.2443,-0.6123
2026-08-01 18:50:00,85.5300,47.9279,2.4958,25.1054,0.8067,85.3986,85.5623,85.4970,0.1313,48.8190,48.9047,-0.8910
2026-08-01 19:00:00,85.9103,46.8168,2.5500,25.2529,0.8328,85.9203,85.3824,85.7377,-0.0100,47.9163,48.2906,-1.0995
2026-08-01 19:10:00,86.1378,46.9438,2.3318,24.8333,0.8235,86.1546,85.6404,85.9776,-0.0168,47.6775,48.2406,-0.7337
2026-08-01 19:20:00,87.0689,47.2688,2.3451,24.7946,0.8573,86.8642,86.4698,86.8010,0.2047,48.1812,48.6972,-0.9123
2026-08-01 19:30:00,86.2947,47.9222,2.5906,25.2533,0.8197,86.1232,85.8263,86.0814,0.1715,48.1995,48.7982,-0.2773
2026-08-01 19:40:00,86.7282,47.5627,2.3588,25.2646,0.8278,86.1892,85.8677,86.2617,0.5389,47.2924,48.2650,0.2703
2026-08-01 19:50:00,85.9428,45.5944,2.4797,25.2442,0.8345,87.0324,86.3153,86.4302,-1.0896,46.8193,47.4379,-1.2249
2026-08-01 20:00:00,87.1343,48.2901,2.4540,24.9203,0.8375,86.5057,86.2417,86.6272,0.6286,46.9251,48.1679,1.3649
2026-08-01 20:10:00,87.1754,48.2047,2.4716,25.4989,0.8369,86.3833,86.9815,86.8467,0.7921,46.2606,48.3423,1.9441
2026-08-01 20:20:00,87.0063,46.7793,2.4491,24.7382,0.8501,86.7013,86.8877,86.8651,0.3051,47.0169,47.8684,-0.2376
2026-08-01 20:30:00,87.0950,47.6380,2.5139,24.9433,0.8276,86.5776,86.6596,86.7774,0.5174,47.1151,47.7293,0.5229
2026-08-01 20:40:00,87.2793,47.6588,2.4418,24.7251,0.8343,86.2700,86.7097,86.7530,1.0093,47.0848,48.5234,0.5740
2026-08-01 20:50:00,87.2295,48.6176,2.5112,24.7267,0.8550,86.8103,86.1590,86.7330,0.4192,47.5782,48.2550,1.0395
2026-08-01 21:00:00,86.9577,47.4984,2.5524,25.2861,0.8336,86.7943,87.3487,87.0336,0.1634,47.0065,48.1877,0.4919
2026-08-01 21:10:00,87.2631,47.5412,2.4699,25.0303,0.8546,86.3953,86.9178,86.8587,0.8679,48.9617,49.1257,-1.4204
2026-08-01 21:20:00,86.8318,48.4429,2.5459,25.1440,0.8459,87.5581,86.3089,86.8996,-0.7263,46.8977,48.2838,1.5453
2026-08-01 21:30:00,86.0056,49.9019,2.3504,24.9102,0.8067,86.1761,87.5828,86.5881,-0.1705,48.0386,49.8856,1.8633
2026-08-01 21:40:00,87.5821,49.2210,2.2905,24.8979,0.8639,87.1459,86.8860,87.2047,0.4361,48.3628,49.4608,0.8582
2026-08-01 21:50:00,86.9975,49.8355,2.6136,25.3247,0.8348,86.0860,86.4407,86.5080,0.9115,48.7303,49.5108,1.1053
2026-08-01 22:00:00,87.4816,51.6421,2.5392,25.1651,0.8172,86.6012,86.6028,86.8952,0.8803,49.0991,50.4210,2.5430
2026-08-01 22:10:00,86.4128,48.8755,2.5843,25.3610,0.8274,86.6479,86.3629,86.4746,-0.2351,49.3302,49.7232,-0.4547
2026-08-01 22:20:00,86.1579,52.3866,2.5950,25.1019,0.8374,87.2762,86.5168,86.6503,-1.1183,49.5727,50.5259,2.8139
2026-08-01 22:30:00,86.3629,50.5414,2.3876,25.0706,0.8277,87.4609,86.6767,86.8335,-1.0981,51.2585,50.0446,-0.7171
2026-08-01 22:40:00,86.7149,50.6929,2.5305,24.9871,0.8212,85.6724,86.1536,86.1803,1.0425,50.3844,50.1809,0.3085
2026-08-01 22:50:00,86.7384,51.5441,2.4327,25.1949,0.8247,87.3017,86.9198,86.9866,-0.5633,49.9089,50.7259,1.6352
2026-08-01 23:00:00,86.3431,53.4489,2.4802,25.3289,0.8063,86.2924,85.7581,86.1312,0.0507,50.7267,51.6528,2.7222
2026-08-01 23:10:00,85.8470,51.3554,2.5815,24.1793,0.8005,85.1696,86.7467,85.9211,0.6774,51.7745,51.0670,-0.4190
2026-08-01 23:20:00,85.8361,53.2449,2.5695,25.2404,0.8002,86.2718,85.6723,85.9267,-0.4356,52.0585,51.3068,1.1865
2026-08-01 23:30:00,86.3558,51.9767,2.6411,25.1612,0.8164,85.8675,85.3126,85.8453,0.4883,53.8825,51.8446,-1.9058
2026-08-01 23:40:00,85.8537,52.4632,2.3569,25.5950,0.7994,85.7486,84.1702,85.2575,0.1052,52.7149,51.9072,-0.2517
2026-08-01 23:50:00,85.2456,52.8959,2.4789,25.2612,0.7821,85.2289,86.2350,85.5698,0.0166,51.7116,51.5039,1.1843
2026-08-02 00:00:00,84.4484,53.2408,2.5033,24.7168,0.7822,85.2072,85.0427,84.8994,-0.7588,52.6411,51.7662,0.5997
2026-08-02 00:10:00,83.6854,53.7159,2.6195,24.4749,0.7812,85.2007,84.6232,84.5031,-1.5153,52.8326,51.9712,0.8832
2026-08-02 00:20:00,85.1144,52.1637,2.7123,25.3476,0.7830,85.6449,85.3649,85.3747,-0.5305,52.8538,51.8752,-0.6901
2026-08-02 00:30:00,84.9447,52.1650,2.5835,24.8702,0.8008,84.5845,84.3220,84.6171,0.3602,53.4020,51.7420,-1.2370
2026-08-02 00:40:00,84.3932,52.9252,2.6469,24.8693,0.7736,85.3053,84.6543,84.7843,-0.9120,52.3355,51.8623,0.5896
2026-08-02 00:50:00,83.9830,52.1659,2.7574,24.7036,0.7639,84.9287,84.2928,84.4015,-0.9458,52.8534,51.8645,-0.6875
2026-08-02 01:00:00,83.1251,53.0338,2.4439,25.5697,0.7548,84.9376,85.1893,84.4173,-1.8125,51.9885,51.6170,1.0453
2026-08-02 01:10:00,83.6958,53.0420,2.5179,25.1598,0.7699,84.2361,84.4233,84.1184,-0.5402,51.6439,52.0937,1.3981
2026-08-02 01:20:00,83.6126,52.3240,2.3738,25.2052,0.7829,83.9858,84.5379,84.0454,-0.3732,51.2605,51.3366,1.0635
2026-08-02 01:30:00,82.8254,51.2669,2.4207,24.9794,0.7774,84.5833,83.2116,83.5401,-1.7579,52.4962,51.6741,-1.2293
2026-08-02 01:40:00,83.6302,51.8628,2.4585,24.8458,0.7688,83.9428,83.6658,83.7463,-0.3125,50.5754,50.6124,1.2874
2026-08-02 01:50:00,83.3623,49.7122,2.5668,25.3585,0.7860,84.9235,83.7912,84.0257,-1.5612,52.1326,50.6701,-2.4204
2026-08-02 02:00:00,83.1287,50.0953,2.5166,24.9629,0.7608,82.8720,84.0345,83.3451,0.2568,51.0589,50.9184,-0.9636
2026-08-02 02:10:00,82.9910,49.2196,2.3851,25.3168,0.7633,83.2525,83.5183,83.2539,-0.2615,48.7492,49.5560,0.4704
2026-08-02 02:20:00,83.6256,49.4450,2.4913,24.9903,0.7951,83.2141,83.2579,83.3659,0.4116,49.0591,48.6616,0.3859
2026-08-02 02:30:00,83.6163,48.8496,2.4125,25.6331,0.7871,83.0176,83.6965,83.4435,0.5987,49.5179,49.5604,-0.6683
2026-08-02 02:40:00,82.7260,49.0571,2.5940,24.8190,0.7498,83.5432,83.4348,83.2347,-0.8171,49.5256,49.5414,-0.4686
2026-08-02 02:50:00,83.4890,47.6514,2.4813,24.6859,0.7960,83.0070,83.1841,83.2267,0.4820,48.8466,48.7611,-1.1952
2026-08-02 03:00:00,83.4112,49.2051,2.5980,24.4830,0.7797,83.0852,83.6515,83.3826,0.3260,47.7344,48.6677,1.4706
2026-08-02 03:10:00,83.4254,47.6046,2.4376,24.9220,0.7695,83.0851,82.8557,83.1221,0.3404,48.3051,48.5751,-0.7005
2026-08-02 03:20:00,83.0481,47.0377,2.4745,24.6611,0.7899,82.9868,82.0054,82.6801,0.0614,46.3516,48.1077,0.6860
2026-08-02 03:30:00,83.0465,47.2124,2.4997,25.1462,0.7944,83.2529,83.1613,83.1536,-0.2064,46.9449,47.5897,0.2675
2026-08-02 03:40:00,83.3579,47.5464,2.6100,25.5136,0.7711,82.7611,83.3645,83.1612,0.5967,47.2293,48.6916,0.3171
2026-08-02 03:50:00,83.0906,48.6265,2.5056,25.4883,0.7514,83.3638,83.0798,83.1781,-0.2732,45.4273,48.0133,3.1992
2026-08-02 04:00:00,82.6491,46.5843,2.5305,24.9631,0.7785,83.2660,84.2978,83.4043,-0.6169,47.2331,47.9729,-0.6488
2026-08-02 04:10:00,83.5722,47.0047,2.3416,25.2076,0.8005,84.0456,83.5321,83.7166,-0.4734,46.7849,48.0087,0.2198
2026-08-02 04:20:00,84.3611,46.9231,2.3806,25.6628,0.7895,82.5758,83.4275,83.4548,1.7853,47.3527,48.2293,-0.4296
2026-08-02 04:30:00,84.0249,47.0990,2.4853,24.8280,0.7954,83.7389,83.8151,83.8596,0.2860,46.3840,47.4538,0.7150
2026-08-02 04:40:00,84.1569,46.9787,2.4015,24.4450,0.8105,83.7236,83.7407,83.8737,0.4333,47.5783,48.2494,-0.5996
2026-08-02 04:50:00,83.8412,47.5637,2.4023,24.4704,0.8124,83.7334,83.3670,83.6472,0.1078,46.7612,48.4232,0.8026
2026-08-02 05:00:00,84.0724,47.1880,2.4696,25.0934,0.7907,84.2604,84.7765,84.3697,-0.1880,47.2824,48.0713,-0.0944
2026-08-02 05:10:00,83.7398,48.0509,2.3040,25.3298,0.7736,83.5968,83.8948,83.7438,0.1430,48.9806,48.7542,-0.9297
2026-08-02 05:20:00,84.2226,48.7348,2.4328,24.9639,0.7762,83.8909,84.6152,84.2429,0.3317,48.8262,49.0539,-0.0914
2026-08-02 05:30:00,83.9758,48.6821,2.3536,24.9410,0.7845,84.0927,84.0842,84.0509,-0.1168,48.9294,48.8922,-0.2474
2026-08-02 05:40:00,85.1315,50.1237,2.7200,25.0889,0.8163,84.9706,84.4112,84.8378,0.1609,47.8783,49.6026,2.2455
2026-08-02 05:50:00,84.9456,51.0383,2.5740,25.3167,0.7903,84.7750,83.5206,84.4137,0.1706,49.6671,50.6005,1.3712
2026-08-02 06:00:00,85.6960,49.7161,2.3186,24.8387,0.8105,85.0301,83.6380,84.7880,0.6659,49.5248,49.4357,0.1913
2026-08-02 06:10:00,85.8976,48.5236,2.6013,24.9521,0.7974,85.8387,85.5008,85.7457,0.0589,51.0000,49.8691,-2.4764
2026-08-02 06:20:00,85.0115,50.8285,2.5546,24.8373,0.7891,85.4209,85.0977,85.1767,-0.4094,51.1323,51.1105,-0.3038
2026-08-02 06:30:00,85.9458,50.2262,2.4987,25.1161,0.8216,85.7763,85.1453,85.6225,0.1695,50.3841,50.5060,-0.1579
2026-08-02 06:40:00,85.8729,51.7252,2.4295,25.6299,0.8104,85.4742,85.4718,85.6063,0.3986,51.0427,50.5360,0.6824
2026-08-02 06:50:00,85.9946,50.6650,2.5103,24.5220,0.7914,85.9905,84.9658,85.6503,0.0040,51.8474,50.8883,-1.1824
2026-08-02 07:00:00,86.0734,51.6197,2.4869,24.8031,0.8207,85.6037,85.5598,85.7457,0.4697,52.4221,51.1608,-0.8024
2026-08-02 07:10:00,85.2515,51.5313,2.6056,25.0248,0.8021,86.1479,86.7394,86.0463,-0.8963,50.4612,50.6258,1.0701
2026-08-02 07:20:00,86.3006,52.5819,2.5800,25.2475,0.8096,85.3024,87.2542,86.2857,0.9982,52.3751,51.6786,0.2068
2026-08-02 07:30:00,87.0454,52.4570,2.6292,24.9080,0.8416,86.5132,85.8094,86.4560,0.5321,54.3424,52.4472,-1.8854
2026-08-02 07:40:00,86.2277,51.7721,2.5698,25.4152,0.8170,86.5792,87.0649,86.6239,-0.3516,53.2503,51.4768,-1.4782
2026-08-02 07:50:00,86.3308,53.4188,2.5502,25.3264,0.8134,86.8720,86.5883,86.5970,-0.5412,53.6692,52.5864,-0.2504
2026-08-02 08:00:00,86.6029,52.8493,2.5324,25.0336,0.8286,86.7443,85.8204,86.3892,-0.1414,52.0288,51.5543,0.8206
2026-08-02 08:10:00,87.1735,52.3941,2.5651,24.7699,0.8270,86.9393,86.0667,86.7265,0.2342,53.3165,52.3882,-0.9224
2026-08-02 08:20:00,86.7806,52.9589,2.5253,25.0272,0.8181,86.7860,85.9483,86.5050,-0.0054,53.3367,51.7760,-0.3778
2026-08-02 08:30:00,87.1201,53.3326,2.5407,24.7349,0.8250,86.7726,86.5177,86.8034,0.3475,54.5486,52.3576,-1.2161
2026-08-02 08:40:00,87.2170,53.8187,2.5383,24.8155,0.8163,86.2334,86.9261,86.7922,0.9836,52.8758,52.1563,0.9429
2026-08-02 08:50:00,87.7043,52.3502,2.3450,25.4549,0.8220,87.2434,87.2712,87.4063,0.4609,52.5674,51.9317,-0.2172
2026-08-02 09:00:00,87.0595,51.8675,2.2958,24.4932,0.8533,87.3816,87.6194,87.3535,-0.3221,54.4275,52.0040,-2.5600
2026-08-02 09:10:00,86.9460,50.5450,2.4759,24.9198,0.8241,87.5501,87.3746,87.2902,-0.6040,52.8967,50.7960,-2.3518
2026-08-02 09:20:00,87.0084,51.8138,2.6917,25.0496,0.8235,87.5600,86.8952,87.1545,-0.5516,52.2412,51.4984,-0.4274
2026-08-02 09:30:00,86.6961,50.6338,2.4968,24.8702,0.8086,87.3304,87.2776,87.1014,-0.6343,50.9058,50.2613,-0.2719
2026-08-02 09:40:00,87.1237,52.1781,2.6021,25.3602,0.8223,87.1396,86.9034,87.0556,-0.0159,50.5672,50.9738,1.6109
2026-08-02 09:50:00,86.3787,49.7955,2.4555,24.8985,0.8210,85.8462,86.4657,86.2302,0.5325,52.0332,50.6069,-2.2377
2026-08-02 10:00:00,87.0127,50.3329,2.4892,24.7351,0.8237,87.7918,86.6127,87.1391,-0.7791,51.7689,50.5760,-1.4360
2026-08-02 10:10:00,86.4787,49.6696,2.4824,24.7184,0.8230,85.9960,86.9948,86.4898,0.4827,50.1798,50.1683,-0.5103
2026-08-02 10:20:00,86.2837,49.8142,2.5431,25.0383,0.8396,86.8737,86.5001,86.5525,-0.5900,50.8374,50.3703,-1.0233
2026-08-02 10:30:00,87.3036,47.3680,2.4699,24.9106,0.8236,86.6150,86.4524,86.7904,0.6886,47.6244,48.1009,-0.2564
2026-08-02 10:40:00,86.9788,49.2270,2.4288,24.7777,0.8406,85.4314,86.8289,86.4130,1.5473,47.3865,49.3638,1.8404
2026-08-02 10:50:00,86.4763,46.6985,2.4620,25.0952,0.8122,86.2638,86.6550,86.4651,0.2125,46.8452,48.0717,-0.1467
2026-08-02 11:00:00,85.9376,48.6121,2.4766,24.6829,0.8067,85.9911,86.1912,86.0400,-0.0535,49.0250,49.1286,-0.4128
2026-08-02 11:10:00,85.0651,47.2537,2.3476,25.1050,0.8150,86.3751,85.9959,85.8120,-1.3101,47.3188,48.0376,-0.0651
2026-08-02 11:20:00,85.6384,46.9946,2.6610,24.8902,0.8176,85.4695,85.6356,85.5812,0.1688,46.6015,47.5568,0.3931
2026-08-02 11:30:00,86.4537,47.6634,2.4661,24.8030,0.8412,85.2662,84.9936,85.5712,1.1875,47.7821,48.2038,-0.1186
2026-08-02 11:40:00,84.7056,46.2283,2.5415,24.9687,0.7971,85.7524,85.2703,85.2427,-1.0469,45.9198,46.9904,0.3084
2026-08-02 11:50:00,85.1853,46.3988,2.5105,25.3337,0.8073,86.6805,85.6557,85.8405,-1.4951,46.9612,47.3863,-0.5624
2026-08-02 12:00:00,84.8257,46.8012,2.5760,24.8213,0.8113,85.1953,85.8347,85.2852,-0.3696,47.8686,48.3233,-1.0674
2026-08-02 12:10:00,85.2082,47.9245,2.5537,25.0833,0.8134,85.8058,85.2306,85.4149,-0.5977,47.5832,48.2997,0.3414
2026-08-02 12:20:00,85.4032,47.4618,2.4655,24.9790,0.8115,84.8282,85.1049,85.1121,0.5750,46.8682,47.6336,0.5936
2026-08-02 12:30:00,85.3696,47.4414,2.5271,24.9856,0.8223,84.6768,84.6702,84.9055,0.6928,46.9046,48.4907,0.5368
2026-08-02 12:40:00,84.4172,47.3738,2.4565,24.9038,0.8099,84.0242,84.9876,84.4763,0.3930,47.7937,48.4538,-0.4198
2026-08-02 12:50:00,84.0598,46.4343,2.5664,24.5215,0.7983,84.3420,84.8664,84.4227,-0.2822,46.6854,47.4230,-0.2510
