timestamp,T_entrada_C,T_saida_C,Vazao_casca_kg_h,Vazao_tubo_kg_h,P_casca_bar
2026-08-12 10:13:00,121.9181,87.8232,493.4950,774.8122,3.6488
2026-08-12 10:14:00,122.2733,87.3452,493.7228,779.5181,3.5088
2026-08-12 10:15:00,122.7687,89.3349,490.4735,773.9230,3.4893
2026-08-12 10:16:00,122.5814,88.3455,502.1706,763.7070,3.7873
2026-08-12 10:17:00,122.1597,90.9201,500.9145,751.2622,3.4039
2026-08-12 10:18:00,122.2645,86.8842,498.0183,766.8386,3.7874
2026-08-12 10:19:00,121.6274,88.4198,504.9379,776.6387,3.6001
2026-08-12 10:20:00,122.1790,87.4551,493.8774,767.6310,3.6076
2026-08-12 10:21:00,122.1480,88.0778,509.7300,776.7788,3.3629
2026-08-12 10:22:00,122.3802,88.8719,493.1820,771.4818,3.5942
2026-08-12 10:23:00,121.9692,86.1463,495.3451,780.5281,3.7054
2026-08-12 10:24:00,122.4652,89.0392,491.8308,767.8026,3.4100
2026-08-12 10:25:00,122.7182,90.8781,495.4328,773.8551,3.6823
2026-08-12 10:26:00,122.2718,88.2399,497.5019,774.1202,3.6179
2026-08-12 10:27:00,122.3520,89.0136,492.5081,782.0539,3.5051
2026-08-12 10:28:00,122.1846,89.6782,501.7162,756.3652,3.7269
2026-08-12 10:29:00,122.1398,88.4686,493.7846,766.3373,3.2653
2026-08-12 10:30:00,121.7605,87.8134,493.6988,776.7881,3.6447
2026-08-12 10:31:00,122.2610,86.4522,487.5601,782.3717,3.8326
2026-08-12 10:32:00,122.0353,89.2306,493.9578,771.9388,3.8027
2026-08-12 10:33:00,123.1116,89.1844,490.9567,767.6995,3.6422
2026-08-12 10:34:00,122.8327,88.1119,488.3486,776.1300,3.5354
2026-08-12 10:35:00,122.2197,88.8611,487.2719,777.0638,3.4823
2026-08-12 10:36:00,121.6259,87.7731,504.2790,767.2870,3.5292
2026-08-12 10:37:00,121.4317,87.7105,489.3703,772.8661,3.6531
2026-08-12 10:38:00,122.5637,89.5894,483.1719,779.7362,3.4474
2026-08-12 10:39:00,122.0797,87.3384,486.7365,785.4930,3.6791
2026-08-12 10:40:00,122.1684,89.7901,489.7422,776.3966,3.8823
2026-08-12 10:41:00,121.0359,86.6173,492.5075,770.9043,3.5500
2026-08-12 10:42:00,122.3517,88.2159,492.3240,770.2230,3.3546
2026-08-12 10:43:00,122.0948,90.6429,492.7108,775.2281,3.3514
2026-08-12 10:44:00,121.2918,,485.8829,769.9657,3.6665
2026-08-12 10:45:00,121.5905,88.5064,490.5908,772.5393,3.5380
2026-08-12 10:46:00,121.9373,87.7021,484.2916,762.6991,3.6753
2026-08-12 10:47:00,121.8107,88.0394,485.3589,781.6873,3.4607
2026-08-12 10:48:00,121.6173,88.5245,483.6558,762.3468,3.6622
2026-08-12 10:49:00,121.6904,88.5446,482.0916,768.1775,3.5107
2026-08-12 10:50:00,121.5947,88.3624,493.1458,772.5900,3.4215
2026-08-12 10:51:00,121.7755,88.5482,491.0612,787.9205,3.4681
2026-08-12 10:52:00,122.4133,88.7876,492.2969,768.8030,3.3455
2026-08-12 10:53:00,120.3725,86.2418,487.4078,767.0567,3.8204
2026-08-12 10:54:00,121.5155,87.9186,490.8951,768.1871,3.5044
2026-08-12 10:55:00,121.7002,89.4781,478.0066,786.0819,3.6124
2026-08-12 10:56:00,121.7378,87.2279,490.9328,750.5374,3.4320
2026-08-12 10:57:00,121.3815,88.1834,487.3096,765.2479,3.3516
2026-08-12 10:58:00,120.6668,87.0970,489.3685,795.3619,3.4712
2026-08-12 10:59:00,121.6866,88.6993,487.9443,778.4885,3.6683
2026-08-12 11:00:00,122.3637,88.6478,480.9226,765.1714,3.4219
2026-08-12 11:01:00,120.7103,89.4474,478.1838,773.9496,3.3663
2026-08-12 11:02:00,121.8863,89.2494,481.9322,775.0982,3.5170
2026-08-12 11:03:00,121.2672,87.0369,488.1381,781.6089,3.5654
2026-08-12 11:04:00,121.3778,89.1001,488.5876,789.8449,3.7339
2026-08-12 11:05:00,120.8588,87.3252,478.1235,778.5339,3.5374
2026-08-12 11:06:00,121.1947,87.7496,479.8864,771.4112,3.5778
2026-08-12 11:07:00,121.9886,89.1648,481.0070,782.3376,3.5859
2026-08-12 11:08:00,121.6064,88.1191,482.6706,770.7737,3.3019
2026-08-12 11:09:00,122.1577,89.8704,477.4834,768.4189,3.3273
2026-08-12 11:10:00,121.8566,88.0156,477.0227,762.9394,3.3061
2026-08-12 11:11:00,121.4636,87.9241,479.8657,764.8377,3.2657
2026-08-12 11:12:00,122.0922,88.3035,484.2509,770.5341,3.5817
2026-08-12 11:13:00,121.4157,87.9629,477.7642,768.6371,3.5028
2026-08-12 11:14:00,121.5862,89.7469,482.9385,780.9257,3.4681
2026-08-12 11:15:00,120.9998,88.9036,488.6634,769.1916,3.0642
2026-08-12 11:16:00,121.1571,90.0954,476.7177,754.0109,3.7583
2026-08-12 11:17:00,120.7508,90.3973,482.0532,771.1888,3.3127
2026-08-12 11:18:00,121.5699,87.6397,488.0710,776.1512,3.7516
2026-08-12 11:19:00,120.4615,88.0287,480.7205,775.4746,3.2233
2026-08-12 11:20:00,121.4172,87.4117,479.8111,792.8726,3.3158
2026-08-12 11:21:00,120.9061,87.4864,488.3676,776.2120,3.1041
2026-08-12 11:22:00,121.5623,88.0688,480.8926,788.5775,3.4858
2026-08-12 11:23:00,121.3273,87.4973,487.8227,781.7937,3.2633
2026-08-12 11:24:00,121.8374,87.8424,484.3247,782.0280,3.2644
2026-08-12 11:25:00,121.2675,88.3879,480.3483,776.1097,3.2165
2026-08-12 11:26:00,120.0911,86.5592,484.3467,782.7540,3.5359
2026-08-12 11:27:00,120.8186,89.0992,483.4394,777.5401,3.5230
2026-08-12 11:28:00,120.2409,86.9722,486.8335,785.4626,3.6851
2026-08-12 11:29:00,120.5426,90.9039,478.8824,782.6589,3.3074
2026-08-12 11:30:00,121.5321,88.2945,481.7284,777.4430,3.4401
2026-08-12 11:31:00,121.0699,88.5258,481.1162,793.3909,3.2109
2026-08-12 11:32:00,120.3763,86.7159,484.8491,789.3306,3.3511
2026-08-12 11:33:00,120.1935,89.6069,476.1103,782.7958,3.3206
2026-08-12 11:34:00,120.6912,89.3521,486.2321,788.0128,3.4651
2026-08-12 11:35:00,120.0410,88.1153,483.3930,786.6509,3.5450
2026-08-12 11:36:00,120.2882,86.6405,474.3942,780.8572,3.5382
2026-08-12 11:37:00,120.7541,88.5092,486.9409,788.8420,3.2602
2026-08-12 11:38:00,121.1501,87.4428,491.9941,783.7937,3.5335
2026-08-12 11:39:00,120.8511,89.8406,485.7601,781.6895,3.3742
2026-08-12 11:40:00,119.3753,88.2365,487.8164,776.7573,3.3293
2026-08-12 11:41:00,120.6473,88.3579,481.0422,787.3641,3.2688
2026-08-12 11:42:00,120.5053,85.7421,472.2451,795.2653,3.2883
2026-08-12 11:43:00,120.6504,87.2977,471.2726,785.6716,3.6308
2026-08-12 11:44:00,121.2256,89.3511,481.7125,811.8965,3.4127
2026-08-12 11:45:00,119.3600,88.6719,477.4244,799.3209,3.3900
2026-08-12 11:46:00,120.0701,89.0380,475.7620,803.1770,3.3217
2026-08-12 11:47:00,120.6351,86.7124,479.9751,799.6134,3.7251
2026-08-12 11:48:00,119.5228,87.8914,483.3242,808.5856,3.5512
2026-08-12 11:49:00,121.0255,89.5904,472.9432,787.9797,3.2446
2026-08-12 11:50:00,120.4456,86.5480,477.9267,774.3047,3.3090
2026-08-12 11:51:00,120.6587,88.3452,487.6880,791.7380,3.3152
2026-08-12 11:52:00,119.9238,88.1576,474.7331,800.2906,3.3665
2026-08-12 11:53:00,120.5900,88.0244,484.4327,797.5561,3.2367
2026-08-12 11:54:00,120.6912,86.5471,477.6380,799.0679,3.4051
2026-08-12 11:55:00,120.2473,87.7934,482.7718,807.9526,3.5544
2026-08-12 11:56:00,120.2219,87.7836,485.5140,800.9638,3.1369
2026-08-12 11:57:00,120.2137,87.9658,483.7218,804.8212,3.1622
2026-08-12 11:58:00,119.6207,87.1733,484.5527,791.4365,3.2563
2026-08-12 11:59:00,119.9524,87.5177,474.2437,790.7133,3.2607
2026-08-12 12:00:00,119.9237,87.9107,485.5683,812.9129,3.6234
2026-08-12 12:01:00,120.1655,88.5584,475.7382,801.3308,3.4714
2026-08-12 12:02:00,120.4476,88.0032,481.3046,796.0612,3.4603
2026-08-12 12:03:00,119.3922,87.2203,481.3067,796.5989,3.2765
2026-08-12 12:04:00,119.8328,88.0170,482.4530,796.8997,3.2707
2026-08-12 12:05:00,120.6099,86.5172,481.7276,796.9430,3.0934
2026-08-12 12:06:00,119.4712,88.1833,475.8426,792.8707,3.4260
2026-08-12 12:07:00,119.4057,87.6715,473.3346,791.6527,3.3800
2026-08-12 12:08:00,119.8919,88.0361,484.4713,802.6152,3.4969
2026-08-12 12:09:00,120.1868,89.1572,481.0678,799.9496,3.2700
2026-08-12 12:10:00,119.7442,85.9643,485.9180,814.0667,3.2780
2026-08-12 12:11:00,120.3769,86.3628,479.9833,808.0689,3.3224
2026-08-12 12:12:00,120.1148,88.4484,473.2204,808.3599,3.4284
2026-08-12 12:13:00,120.0813,88.1541,485.1195,800.8036,3.0718
2026-08-12 12:14:00,119.9115,88.2293,478.4830,806.2894,3.4005
2026-08-12 12:15:00,120.7722,88.1648,482.0943,810.6526,3.2848
2026-08-12 12:16:00,119.4799,88.4596,477.1998,813.9987,3.1269
2026-08-12 12:17:00,118.5548,88.1349,488.7147,808.0200,2.9708
2026-08-12 12:18:00,120.3328,88.8503,476.1698,817.9035,3.2608
2026-08-12 12:19:00,119.2760,87.4269,478.9282,809.8310,3.4963
2026-08-12 12:20:00,119.5330,85.7554,481.2187,816.6034,3.5283
