timestamp,T_entrada_C,T_saida_C,Vazao_casca_kg_h,Vazao_tubo_kg_h,P_casca_bar
2026-08-12 07:57:00,122.5688,87.4413,531.6397,833.2748,3.6852
2026-08-12 07:58:00,123.3724,88.0012,524.0904,815.3071,3.9755
2026-08-12 07:59:00,122.4652,86.4566,518.3277,818.5388,3.9581
2026-08-12 08:00:00,122.0863,85.9641,526.2451,828.6459,3.9551
2026-08-12 08:01:00,122.7007,86.8954,523.4367,808.4490,3.7319
2026-08-12 08:02:00,122.7339,85.9604,529.8238,825.1442,3.7795
2026-08-12 08:03:00,123.3160,86.0086,512.2454,816.9980,3.7791
2026-08-12 08:04:00,123.0664,86.0529,518.6458,825.6816,3.9063
2026-08-12 08:05:00,122.8395,86.2108,517.6446,815.9527,4.0228
2026-08-12 08:06:00,123.4047,86.0496,510.0699,827.6645,3.8458
2026-08-12 08:07:00,122.0904,86.5208,525.2177,824.1137,4.0876
2026-08-12 08:08:00,122.3765,87.2744,518.5385,834.8432,3.9267
2026-08-12 08:09:00,122.2445,84.8718,523.5595,823.3683,3.7576
2026-08-12 08:10:00,122.5240,86.6657,531.6278,816.8322,3.9178
2026-08-12 08:11:00,122.0415,86.1071,518.0268,820.6662,4.0500
2026-08-12 08:12:00,123.0582,87.3293,517.6480,811.5405,4.0944
2026-08-12 08:13:00,122.6401,86.7031,520.3044,825.1897,3.9733
2026-08-12 08:14:00,122.0261,84.8634,524.6013,826.2990,3.7996
2026-08-12 08:15:00,122.2638,85.2091,516.7821,840.9668,3.7638
2026-08-12 08:16:00,122.9383,86.9393,516.4081,815.8651,3.8832
2026-08-12 08:17:00,123.2103,88.1155,524.7928,818.3176,4.0483
2026-08-12 08:18:00,123.7991,85.2552,521.3406,815.4678,3.8627
2026-08-12 08:19:00,124.2669,88.1192,509.1610,821.3787,3.8662
2026-08-12 08:20:00,123.0263,88.1567,513.1916,822.3372,3.8061
2026-08-12 08:21:00,122.3332,86.3635,526.7553,818.4526,3.7495
2026-08-12 08:22:00,121.7705,86.7010,521.1860,827.1605,3.7746
2026-08-12 08:23:00,122.9788,86.2332,515.2894,813.1186,3.8195
2026-08-12 08:24:00,122.4467,86.4710,518.1691,825.5229,4.0571
2026-08-12 08:25:00,122.6535,85.1038,519.0048,821.5153,3.7636
2026-08-12 08:26:00,122.5629,84.3215,522.5315,816.6795,3.8076
2026-08-12 08:27:00,122.8061,87.7667,511.9725,813.8197,3.6700
2026-08-12 08:28:00,123.4168,86.2359,514.4669,835.3109,3.9074
2026-08-12 08:29:00,122.9694,86.4746,519.9410,808.9151,4.0050
2026-08-12 08:30:00,122.8185,85.4456,517.9784,817.3835,4.0437
2026-08-12 08:31:00,122.3866,84.9132,521.2351,808.5425,3.8305
2026-08-12 08:32:00,122.0735,86.1740,512.1234,828.3691,3.8861
2026-08-12 08:33:00,122.6740,86.0085,519.9485,820.7143,3.7768
2026-08-12 08:34:00,122.8962,87.2605,523.5096,807.7243,3.8789
2026-08-12 08:35:00,123.8129,87.9309,520.3715,816.7793,3.8467
2026-08-12 08:36:00,122.9996,87.2706,518.5157,814.2637,3.8081
2026-08-12 08:37:00,123.4311,87.4688,517.2203,807.5889,3.8199
2026-08-12 08:38:00,122.6952,88.3297,513.4021,817.3035,3.8667
2026-08-12 08:39:00,122.3573,85.4646,517.0899,813.8655,3.7545
2026-08-12 08:40:00,122.4719,86.5518,523.6190,811.9862,3.7620
2026-08-12 08:41:00,122.5962,87.8202,516.5930,809.4317,4.0541
2026-08-12 08:42:00,124.0273,88.8823,512.6038,812.7189,4.2042
2026-08-12 08:43:00,122.5564,85.2399,514.4533,810.6063,3.6166
2026-08-12 08:44:00,123.3900,86.8912,517.7777,808.7419,3.6079
2026-08-12 08:45:00,122.5229,87.9980,514.7618,802.6364,3.6527
2026-08-12 08:46:00,123.4434,87.7463,518.9090,820.8078,3.7803
2026-08-12 08:47:00,123.1732,87.2578,518.9470,798.3452,3.9296
2026-08-12 08:48:00,122.9052,86.6707,520.6253,809.6584,3.8834
2026-08-12 08:49:00,122.9658,86.5440,523.1429,803.1623,3.8199
2026-08-12 08:50:00,122.6612,87.0180,520.8464,819.2858,3.8728
2026-08-12 08:51:00,123.2138,86.8366,511.0351,797.4652,3.6890
2026-08-12 08:52:00,122.7652,86.7548,511.0252,798.2931,3.7555
2026-08-12 08:53:00,122.3816,86.6266,514.9980,795.8975,3.7883
2026-08-12 08:54:00,122.3569,85.8539,512.9522,805.7236,3.5529
2026-08-12 08:55:00,123.0834,87.5364,509.3452,791.6303,3.6156
2026-08-12 08:56:00,123.7877,90.3763,512.6544,798.2645,3.6207
2026-08-12 08:57:00,123.0790,85.2243,512.3139,784.3512,3.9027
2026-08-12 08:58:00,122.9402,87.2352,511.1482,802.9704,3.8240
2026-08-12 08:59:00,123.1428,86.2826,512.7471,796.5219,3.8779
2026-08-12 09:00:00,119.9976,84.9132,498.9381,799.4308,3.5626
2026-08-12 09:01:00,119.9976,84.9132,498.9381,799.4308,3.5626
2026-08-12 09:02:00,119.9976,84.9132,498.9381,799.4308,3.5626
2026-08-12 09:03:00,119.9976,84.9132,498.9381,799.4308,3.5626
2026-08-12 09:04:00,119.9976,84.9132,498.9381,799.4308,3.5626
2026-08-12 09:05:00,119.9976,84.9132,498.9381,799.4308,3.5626
2026-08-12 09:06:00,119.9976,84.9132,498.9381,799.4308,3.5626
2026-08-12 09:07:00,119.9976,84.9132,498.9381,799.4308,3.5626
2026-08-12 09:08:00,119.9976,84.9132,498.9381,799.4308,3.5626
2026-08-12 09:09:00,119.9976,84.9132,498.9381,799.4308,3.5626
2026-08-12 09:10:00,119.9976,84.9132,498.9381,799.4308,3.5626
2026-08-12 09:11:00,119.9976,84.9132,498.9381,799.4308,3.5626
2026-08-12 09:12:00,119.9976,84.9132,498.9381,799.4308,3.5626
2026-08-12 09:13:00,119.9976,84.9132,498.9381,799.4308,3.5626
2026-08-12 09:14:00,119.9976,84.9132,498.9381,799.4308,3.5626
2026-08-12 09:15:00,119.9976,84.9132,498.9381,799.4308,3.5626
2026-08-12 09:16:00,119.9976,84.9132,498.9381,799.4308,3.5626
2026-08-12 09:17:00,119.9976,84.9132,498.9381,799.4308,3.5626
2026-08-12 09:18:00,119.9976,84.9132,498.9381,799.4308,3.5626
2026-08-12 09:19:00,119.9976,84.9132,498.9381,799.4308,3.5626
2026-08-12 09:20:00,119.9976,84.9132,498.9381,799.4308,3.5626
2026-08-12 09:21:00,119.9976,84.9132,498.9381,799.4308,3.5626
2026-08-12 09:22:00,119.9976,84.9132,498.9381,799.4308,3.5626
2026-08-12 09:23:00,119.9976,84.9132,498.9381,799.4308,3.5626
2026-08-12 09:24:00,119.9976,84.9132,498.9381,799.4308,3.5626
2026-08-12 09:25:00,119.9976,84.9132,498.9381,799.4308,3.5626
2026-08-12 09:26:00,119.9976,84.9132,498.9381,799.4308,3.5626
2026-08-12 09:27:00,119.9976,84.9132,498.9381,799.4308,3.5626
2026-08-12 09:28:00,119.9976,84.9132,498.9381,799.4308,3.5626
2026-08-12 09:29:00,119.9976,84.9132,498.9381,799.4308,3.5626
2026-08-12 09:30:00,123.3557,86.6746,513.8445,792.2687,3.8083
2026-08-12 09:31:00,122.2277,87.7209,504.0858,786.8699,3.7673
2026-08-12 09:32:00,122.8991,87.4207,511.8542,798.4563,3.7090
2026-08-12 09:33:00,122.6344,86.3267,503.0016,771.6697,3.7295
2026-08-12 09:34:00,122.7051,86.5219,515.8072,783.1624,3.9308
2026-08-12 09:35:00,123.3625,85.6185,500.7599,785.7234,3.7337
2026-08-12 09:36:00,123.1222,87.4179,512.8227,775.0500,3.6719
2026-08-12 09:37:00,123.5137,85.5241,502.6484,784.3513,3.6445
2026-08-12 09:38:00,122.7593,87.5453,515.7465,772.6775,3.6440
2026-08-12 09:39:00,122.4800,84.9132,508.3854,786.6448,3.5147
2026-08-12 09:40:00,122.7071,89.1466,500.0963,789.1790,3.6104
2026-08-12 09:41:00,122.9313,85.8052,502.3119,782.4969,3.9456
2026-08-12 09:42:00,122.8890,86.7752,508.5748,765.1037,3.6877
2026-08-12 09:43:00,122.2491,88.2602,509.6772,771.8057,3.8222
2026-08-12 09:44:00,122.8268,88.0288,503.8047,783.6779,3.3425
2026-08-12 09:45:00,122.8858,86.1795,504.1251,778.9564,3.7974
2026-08-12 09:46:00,124.0203,87.8371,507.4365,756.8678,3.6857
2026-08-12 09:47:00,123.6896,87.4002,504.0460,788.0020,3.6354
2026-08-12 09:48:00,122.3140,86.7861,496.6612,778.7989,3.7325
2026-08-12 09:49:00,122.5862,85.9823,498.8050,770.8061,3.6287
2026-08-12 09:50:00,121.9872,86.2024,503.7861,784.9783,3.3822
2026-08-12 09:51:00,122.4124,84.9700,508.4282,771.2653,3.8367
2026-08-12 09:52:00,122.8542,86.9903,510.1705,770.8521,3.7325
2026-08-12 09:53:00,123.2877,87.5870,505.7277,778.9078,3.6465
2026-08-12 09:54:00,122.3085,86.2731,503.0056,789.9778,3.5463
2026-08-12 09:55:00,122.3340,84.9020,505.0521,788.4141,3.4683
2026-08-12 09:56:00,121.5752,87.0124,497.7130,778.0066,3.7199
2026-08-12 09:57:00,122.5551,87.0254,500.0190,778.5390,3.9259
2026-08-12 09:58:00,122.0927,85.6342,496.4029,780.8905,3.7119
2026-08-12 09:59:00,122.3463,86.2445,494.0181,764.2291,3.4715
2026-08-12 10:00:00,122.1596,84.9031,501.6677,779.1724,3.7101
2026-08-12 10:01:00,122.5378,85.6241,500.6658,767.8888,3.6658
2026-08-12 10:02:00,121.6926,85.5624,502.9147,776.0594,3.8008
2026-08-12 10:03:00,121.8244,87.4143,501.9454,771.4501,3.7596
2026-08-12 10:04:00,123.6088,86.7062,500.1665,777.0458,3.2181
2026-08-12 10:05:00,121.8865,86.8664,501.4750,773.7556,3.7452
2026-08-12 10:06:00,121.9676,85.7406,498.2174,748.0094,3.5102
2026-08-12 10:07:00,123.4201,87.4710,500.2344,773.8160,3.4448
2026-08-12 10:08:00,123.9396,87.4194,494.2787,777.3217,3.6271
2026-08-12 10:09:00,121.8866,87.0993,499.4978,775.5600,3.7144
2026-08-12 10:10:00,122.2733,85.9429,500.7316,770.9885,3.4039
2026-08-12 10:11:00,122.6131,85.1260,493.7817,784.7717,3.7530
2026-08-12 10:12:00,123.2914,85.7575,497.1305,773.9593,3.7590
2026-08-12 10:13:00,121.9181,85.7149,493.4950,774.8122,3.6488
2026-08-12 10:14:00,122.2733,85.2286,493.7228,779.5181,3.5088
2026-08-12 10:15:00,122.7687,87.2099,490.4735,773.9230,3.4893
2026-08-12 10:16:00,122.5814,86.2122,502.1706,763.7070,3.7873
2026-08-12 10:17:00,122.1597,88.7784,500.9145,751.2622,3.4039
2026-08-12 10:18:00,122.2645,84.7342,498.0183,766.8386,3.7874
2026-08-12 10:19:00,121.6274,86.2615,504.9379,776.6387,3.6001
2026-08-12 10:20:00,122.1790,85.2884,493.8774,767.6310,3.6076
2026-08-12 10:21:00,122.1480,85.9028,509.7300,776.7788,3.3629
2026-08-12 10:22:00,122.3802,86.6886,493.1820,771.4818,3.5942
2026-08-12 10:23:00,121.9692,83.9546,495.3451,780.5281,3.7054
2026-08-12 10:24:00,122.4652,86.8392,491.8308,767.8026,3.4100
2026-08-12 10:25:00,122.7182,88.6697,495.4328,773.8551,3.6823
2026-08-12 10:26:00,122.2718,86.0232,497.5019,774.1202,3.6179
2026-08-12 10:27:00,122.3520,86.7886,492.5081,782.0539,3.5051
2026-08-12 10:28:00,122.1846,87.4449,501.7162,756.3652,3.7269
2026-08-12 10:29:00,122.1398,86.2269,493.7846,766.3373,3.2653
2026-08-12 10:30:00,121.7605,85.5634,493.6988,776.7881,3.6447
2026-08-12 10:31:00,122.2610,84.1939,487.5601,782.3717,3.8326
2026-08-12 10:32:00,122.0353,86.9640,493.9578,771.9388,3.8027
2026-08-12 10:33:00,123.1116,86.9094,490.9567,767.6995,3.6422
2026-08-12 10:34:00,122.8327,85.8286,488.3486,776.1300,3.5354
2026-08-12 10:35:00,122.2197,86.5694,487.2719,777.0638,3.4823
2026-08-12 10:36:00,121.6259,85.4731,504.2790,767.2870,3.5292
2026-08-12 10:37:00,121.4317,85.4021,489.3703,772.8661,3.6531
2026-08-12 10:38:00,122.5637,87.2727,483.1719,779.7362,3.4474
2026-08-12 10:39:00,122.0797,85.0134,486.7365,785.4930,3.6791
2026-08-12 10:40:00,122.1684,87.4568,489.7422,776.3966,3.8823
2026-08-12 10:41:00,121.0359,84.2757,492.5075,770.9043,3.5500
2026-08-12 10:42:00,122.3517,85.8659,492.3240,770.2230,3.3546
2026-08-12 10:43:00,122.0948,88.2845,492.7108,775.2281,3.3514
2026-08-12 10:44:00,121.2918,84.9132,485.8829,769.9657,3.6665
2026-08-12 10:45:00,121.5905,86.1314,490.5908,772.5393,3.5380
2026-08-12 10:46:00,121.9373,85.3187,484.2916,762.6991,3.6753
2026-08-12 10:47:00,121.8107,85.6477,485.3589,781.6873,3.4607
2026-08-12 10:48:00,121.6173,86.1245,483.6558,762.3468,3.6622
2026-08-12 10:49:00,121.6904,86.1363,482.0916,768.1775,3.5107
2026-08-12 10:50:00,121.5947,85.9457,493.1458,772.5900,3.4215
2026-08-12 10:51:00,121.7755,86.1232,491.0612,787.9205,3.4681
2026-08-12 10:52:00,122.4133,86.3543,492.2969,768.8030,3.3455
2026-08-12 10:53:00,120.3725,83.8001,487.4078,767.0567,3.8204
2026-08-12 10:54:00,121.5155,85.4686,490.8951,768.1871,3.5044
2026-08-12 10:55:00,121.7002,87.0197,478.0066,786.0819,3.6124
2026-08-12 10:56:00,121.7378,84.7612,490.9328,750.5374,3.4320
2026-08-12 10:57:00,121.3815,85.7084,487.3096,765.2479,3.3516
2026-08-12 10:58:00,120.6668,84.6136,489.3685,795.3619,3.4712
2026-08-12 10:59:00,121.6866,86.2076,487.9443,778.4885,3.6683
2026-08-12 11:00:00,122.3637,86.1478,480.9226,765.1714,3.4219
2026-08-12 11:01:00,120.7103,86.9391,478.1838,773.9496,3.3663
2026-08-12 11:02:00,121.8863,86.7327,481.9322,775.0982,3.5170
2026-08-12 11:03:00,121.2672,84.5119,488.1381,781.6089,3.5654
2026-08-12 11:04:00,121.3778,86.5668,488.5876,789.8449,3.7339
2026-08-12 11:05:00,120.8588,84.7836,478.1235,778.5339,3.5374
2026-08-12 11:06:00,121.1947,85.1996,479.8864,771.4112,3.5778
2026-08-12 11:07:00,121.9886,86.6064,481.0070,782.3376,3.5859
2026-08-12 11:08:00,121.6064,85.5524,482.6706,770.7737,3.3019
2026-08-12 11:09:00,122.1577,87.2954,477.4834,768.4189,3.3273
2026-08-12 11:10:00,121.8566,85.4323,477.0227,762.9394,3.3061
2026-08-12 11:11:00,121.4636,85.3324,479.8657,764.8377,3.2657
2026-08-12 11:12:00,122.0922,85.7035,484.2509,770.5341,3.5817
2026-08-12 11:13:00,121.4157,85.3546,477.7642,768.6371,3.5028
2026-08-12 11:14:00,121.5862,87.1302,482.9385,780.9257,3.4681
2026-08-12 11:15:00,120.9998,86.2786,488.6634,769.1916,3.0642
2026-08-12 11:16:00,121.1571,87.4621,476.7177,754.0109,3.7583
2026-08-12 11:17:00,120.7508,87.7557,482.0532,771.1888,3.3127
2026-08-12 11:18:00,121.5699,84.9897,488.0710,776.1512,3.7516
2026-08-12 11:19:00,120.4615,85.3704,480.7205,775.4746,3.2233
2026-08-12 11:20:00,121.4172,84.7450,479.8111,792.8726,3.3158
2026-08-12 11:21:00,120.9061,84.8114,488.3676,776.2120,3.1041
2026-08-12 11:22:00,121.5623,85.3854,480.8926,788.5775,3.4858
2026-08-12 11:23:00,121.3273,84.8056,487.8227,781.7937,3.2633
2026-08-12 11:24:00,121.8374,85.1424,484.3247,782.0280,3.2644
2026-08-12 11:25:00,121.2675,85.6796,480.3483,776.1097,3.2165
2026-08-12 11:26:00,120.0911,83.8425,484.3467,782.7540,3.5359
2026-08-12 11:27:00,120.8186,86.3742,483.4394,777.5401,3.5230
2026-08-12 11:28:00,120.2409,84.2388,486.8335,785.4626,3.6851
2026-08-12 11:29:00,120.5426,88.1622,478.8824,782.6589,3.3074
2026-08-12 11:30:00,121.5321,85.5445,481.7284,777.4430,3.4401
2026-08-12 11:31:00,121.0699,85.7675,481.1162,793.3909,3.2109
2026-08-12 11:32:00,120.3763,83.9493,484.8491,789.3306,3.3511
2026-08-12 11:33:00,120.1935,86.8319,476.1103,782.7958,3.3206
2026-08-12 11:34:00,120.6912,86.5688,486.2321,788.0128,3.4651
2026-08-12 11:35:00,120.0410,85.3236,483.3930,786.6509,3.5450
2026-08-12 11:36:00,120.2882,83.8405,474.3942,780.8572,3.5382
2026-08-12 11:37:00,120.7541,85.7008,486.9409,788.8420,3.2602
2026-08-12 11:38:00,121.1501,84.6261,491.9941,783.7937,3.5335
2026-08-12 11:39:00,120.8511,87.0156,485.7601,781.6895,3.3742
2026-08-12 11:40:00,119.3753,85.4031,487.8164,776.7573,3.3293
2026-08-12 11:41:00,120.6473,85.5162,481.0422,787.3641,3.2688
2026-08-12 11:42:00,120.5053,82.8921,472.2451,795.2653,3.2883
2026-08-12 11:43:00,120.6504,84.4393,471.2726,785.6716,3.6308
2026-08-12 11:44:00,121.2256,86.4844,481.7125,811.8965,3.4127
2026-08-12 11:45:00,119.3600,85.7969,477.4244,799.3209,3.3900
2026-08-12 11:46:00,120.0701,86.1547,475.7620,803.1770,3.3217
2026-08-12 11:47:00,120.6351,83.8208,479.9751,799.6134,3.7251
2026-08-12 11:48:00,119.5228,84.9914,483.3242,808.5856,3.5512
2026-08-12 11:49:00,121.0255,86.6821,472.9432,787.9797,3.2446
2026-08-12 11:50:00,120.4456,83.6313,477.9267,774.3047,3.3090
2026-08-12 11:51:00,120.6587,85.4202,487.6880,791.7380,3.3152
2026-08-12 11:52:00,119.9238,85.2243,474.7331,800.2906,3.3665
2026-08-12 11:53:00,120.5900,85.0828,484.4327,797.5561,3.2367
2026-08-12 11:54:00,120.6912,83.5971,477.6380,799.0679,3.4051
2026-08-12 11:55:00,120.2473,84.8350,482.7718,807.9526,3.5544
2026-08-12 11:56:00,120.2219,84.8169,485.5140,800.9638,3.1369
2026-08-12 11:57:00,120.2137,84.9908,483.7218,804.8212,3.1622
2026-08-12 11:58:00,119.6207,84.1900,484.5527,791.4365,3.2563
2026-08-12 11:59:00,119.9524,84.5261,474.2437,790.7133,3.2607
2026-08-12 12:00:00,119.9237,84.9107,485.5683,812.9129,3.6234
2026-08-12 12:01:00,120.1655,85.5500,475.7382,801.3308,3.4714
2026-08-12 12:02:00,120.4476,84.9865,481.3046,796.0612,3.4603
2026-08-12 12:03:00,119.3922,84.1953,481.3067,796.5989,3.2765
2026-08-12 12:04:00,119.8328,84.9837,482.4530,796.8997,3.2707
