timestamp,mdot_kg_s,T_entrada_C,T_vapor_C,T_saida_C,Q_W
2026-08-01 08:20:00,3.528,52.411,134.388,186.308,1974358.13
2026-08-01 08:21:00,5.250,68.731,145.075,153.535,1860857.83
2026-08-01 08:22:00,7.432,49.705,127.406,113.347,1977077.37
2026-08-01 08:23:00,2.980,62.137,134.176,194.531,1649334.17
2026-08-01 08:24:00,2.845,31.520,120.928,210.433,2127569.94
2026-08-01 08:25:00,2.444,41.650,137.345,266.121,2293536.03
2026-08-01 08:26:00,5.536,41.329,132.077,138.872,2257227.55
2026-08-01 08:27:00,5.612,32.792,140.436,148.127,2705767.76
2026-08-01 08:28:00,6.928,68.084,142.270,132.375,1861905.82
2026-08-01 08:29:00,7.016,50.187,132.990,119.989,2046987.66
2026-08-01 08:30:00,2.612,53.719,138.253,237.394,2005126.18
2026-08-01 08:31:00,7.463,50.818,141.961,126.740,2368458.86
2026-08-01 08:32:00,6.976,39.943,145.103,136.333,2810824.59
2026-08-01 08:33:00,5.883,66.972,123.154,121.951,1352090.85
2026-08-01 08:34:00,4.082,56.760,136.437,172.423,1973706.68
2026-08-01 08:35:00,6.474,34.944,147.745,142.621,2913668.45
2026-08-01 08:36:00,5.724,48.472,128.521,131.024,1975194.08
2026-08-01 08:37:00,4.118,30.059,138.858,190.395,2760084.91
2026-08-01 08:38:00,2.080,56.990,128.469,242.639,1613743.32
2026-08-01 08:39:00,5.555,50.943,144.115,152.739,2363592.96
2026-08-01 08:40:00,5.459,66.168,142.301,149.767,1907589.60
2026-08-01 08:41:00,2.927,67.893,148.485,224.107,1911557.51
2026-08-01 08:42:00,7.438,33.927,140.969,125.738,2854451.74
2026-08-01 08:43:00,2.956,33.580,134.674,229.289,2417921.59
2026-08-01 08:44:00,3.723,65.964,136.234,173.097,1667040.67
2026-08-01 08:45:00,4.232,50.484,143.382,176.847,2235285.35
2026-08-01 08:46:00,6.098,48.787,142.137,143.885,2423928.35
2026-08-01 08:47:00,2.490,52.832,123.534,207.593,1610684.89
2026-08-01 08:48:00,6.214,48.656,128.974,123.966,1956215.37
2026-08-01 08:49:00,4.487,54.571,140.475,166.863,2106057.42
2026-08-01 08:50:00,3.098,67.963,123.026,162.229,1220590.28
2026-08-01 08:51:00,2.672,54.239,139.796,231.696,1982364.18
2026-08-01 08:52:00,4.474,42.829,145.903,179.670,2559110.58
2026-08-01 08:53:00,4.676,38.535,131.032,155.851,2292963.16
2026-08-01 08:54:00,2.824,68.645,126.540,178.743,1299545.30
2026-08-01 08:55:00,4.895,53.176,145.621,162.299,2232676.08
2026-08-01 08:56:00,5.015,52.667,134.446,149.623,2032322.05
2026-08-01 08:57:00,7.886,31.333,144.968,122.373,3000999.38
2026-08-01 08:58:00,6.280,66.735,122.343,116.740,1312603.28
2026-08-01 08:59:00,2.073,48.784,126.354,255.484,1791092.32
2026-08-01 09:00:00,4.861,69.990,120.031,125.710,1132212.87
2026-08-01 09:01:00,2.130,36.715,133.444,296.306,2310748.73
2026-08-01 09:02:00,5.067,43.048,146.463,164.677,2576241.85
2026-08-01 09:03:00,4.028,38.403,139.358,189.310,2540590.34
2026-08-01 09:04:00,7.421,45.157,120.535,106.424,1900505.35
2026-08-01 09:05:00,4.960,69.065,120.742,124.056,1140040.56
2026-08-01 09:06:00,7.099,46.591,141.609,128.407,2427927.72
2026-08-01 09:07:00,5.503,63.084,122.784,121.151,1335754.72
2026-08-01 09:08:00,4.379,60.211,126.608,146.667,1582544.54
2026-08-01 09:09:00,3.378,41.918,140.953,213.962,2429437.62
2026-08-01 09:10:00,3.099,53.196,127.465,186.130,1721970.46
2026-08-01 09:11:00,6.767,64.068,134.706,124.298,1703736.07
2026-08-01 09:12:00,7.298,54.453,131.859,117.536,1924364.62
2026-08-01 09:13:00,3.945,40.597,130.313,175.244,2220070.91
2026-08-01 09:14:00,4.968,64.527,127.578,136.038,1484914.05
2026-08-01 09:15:00,3.725,52.247,132.225,174.975,1910942.23
2026-08-01 09:16:00,4.732,69.200,125.484,132.602,1254007.92
2026-08-01 09:17:00,7.217,56.225,148.640,134.552,2362890.39
2026-08-01 09:18:00,2.828,47.954,129.492,208.435,1896948.46
2026-08-01 09:19:00,3.749,47.436,141.869,195.241,2316166.93
2026-08-01 09:20:00,6.172,65.204,128.780,124.678,1534268.04
2026-08-01 09:21:00,3.864,69.224,127.866,150.748,1316652.06
2026-08-01 09:22:00,2.487,46.414,134.481,253.167,2149279.35
2026-08-01 09:23:00,4.246,36.521,141.975,184.567,2627826.71
2026-08-01 09:24:00,6.058,31.591,120.118,117.231,2168748.82
2026-08-01 09:25:00,7.904,42.895,125.133,105.995,2084768.04
2026-08-01 09:26:00,7.353,43.679,143.230,126.982,2560301.76
2026-08-01 09:27:00,5.371,47.035,130.589,145.003,2199586.27
2026-08-01 09:28:00,6.664,35.801,145.662,137.928,2844810.24
2026-08-01 09:29:00,5.428,49.706,123.997,127.386,1762578.19
2026-08-01 09:30:00,4.963,67.735,144.390,157.730,1867126.86
2026-08-01 09:31:00,3.024,39.300,138.663,230.321,2414402.48
2026-08-01 09:32:00,3.753,57.390,125.055,155.860,1544759.99
2026-08-01 09:33:00,4.713,31.519,120.370,144.111,2217922.79
2026-08-01 09:34:00,7.914,55.752,146.442,127.148,2361694.83
2026-08-01 09:35:00,5.651,67.501,128.666,128.445,1439682.41
2026-08-01 09:36:00,7.669,41.294,127.241,109.460,2185229.42
2026-08-01 09:37:00,3.552,62.649,125.515,158.861,1428522.33
2026-08-01 09:38:00,2.414,33.298,130.650,261.291,2300406.48
2026-08-01 09:39:00,7.870,44.329,135.716,114.444,2306616.46
2026-08-01 09:40:00,3.978,30.268,134.331,190.912,2671021.91
2026-08-01 09:41:00,5.212,44.204,145.537,167.469,2685378.34
2026-08-01 09:42:00,2.427,42.394,125.920,231.547,1918823.96
2026-08-01 09:43:00,7.162,57.710,142.396,128.718,2125884.29
2026-08-01 09:44:00,2.004,41.780,147.276,335.378,2459480.90
2026-08-01 09:45:00,7.436,62.924,121.106,107.924,1398731.34
2026-08-01 09:46:00,2.992,41.658,142.536,234.760,2415217.45
2026-08-01 09:47:00,3.101,38.933,128.234,206.972,2178065.96
2026-08-01 09:48:00,6.955,49.781,133.431,123.031,2129445.27
2026-08-01 09:49:00,4.317,56.258,121.832,141.083,1530810.01
2026-08-01 09:50:00,3.536,65.549,128.830,166.019,1485038.11
2026-08-01 09:51:00,5.579,62.540,123.363,123.335,1417665.72
2026-08-01 09:52:00,3.526,50.980,126.986,173.268,1802607.12
2026-08-01 09:53:00,3.719,69.132,120.984,140.461,1108931.33
2026-08-01 09:54:00,2.273,41.861,148.166,298.579,2439440.05
2026-08-01 09:55:00,5.236,69.979,146.860,157.444,1914479.29
2026-08-01 09:56:00,2.777,45.407,139.530,238.262,2238232.70
2026-08-01 09:57:00,7.023,40.496,129.756,119.660,2323854.38
2026-08-01 09:58:00,6.506,45.312,148.299,142.618,2646307.10
2026-08-01 09:59:00,3.713,53.433,149.154,205.019,2352514.28
2026-08-01 10:00:00,5.203,48.957,143.836,159.292,2399470.60
2026-08-01 10:01:00,5.464,32.008,140.448,152.813,2759266.39
2026-08-01 10:02:00,5.999,44.240,129.864,127.519,2088180.75
2026-08-01 10:03:00,4.514,49.673,146.498,176.029,2383895.28
2026-08-01 10:04:00,5.915,56.532,134.997,133.730,1908769.54
2026-08-01 10:05:00,3.016,68.122,138.970,198.159,1639545.46
2026-08-01 10:06:00,4.826,68.236,125.197,134.040,1327466.00
2026-08-01 10:07:00,2.564,50.561,120.643,197.848,1578565.99
2026-08-01 10:08:00,7.646,52.764,149.625,131.277,2509441.15
2026-08-01 10:09:00,4.408,57.921,138.644,164.993,1973050.03
2026-08-01 10:10:00,5.705,63.413,140.559,141.911,1871805.67
2026-08-01 10:11:00,4.939,59.809,121.512,130.006,1449193.07
2026-08-01 10:12:00,2.161,58.820,132.645,248.670,1714833.75
2026-08-01 10:13:00,2.376,47.891,128.528,238.100,1889317.53
2026-08-01 10:14:00,3.587,64.758,145.069,192.969,1922529.35
2026-08-01 10:15:00,6.050,56.502,134.566,131.802,1904132.36
2026-08-01 10:16:00,5.849,36.368,131.535,135.103,2413795.45
2026-08-01 10:17:00,3.128,53.935,124.436,177.296,1612780.83
2026-08-01 10:18:00,4.932,42.422,131.506,148.876,2194479.93
2026-08-01 10:19:00,4.202,38.123,130.862,168.475,2289761.78
2026-08-01 10:20:00,5.411,55.954,143.610,152.482,2183370.66
2026-08-01 10:21:00,4.008,55.690,145.426,189.634,2244097.04
2026-08-01 10:22:00,7.377,68.189,131.377,117.108,1508499.41
2026-08-01 10:23:00,4.835,69.049,132.309,142.869,1491782.64
2026-08-01 10:24:00,4.559,46.352,149.257,181.354,2572956.55
2026-08-01 10:25:00,6.220,37.141,131.346,128.042,2363383.38
2026-08-01 10:26:00,6.684,35.618,138.859,132.367,2703112.76
2026-08-01 10:27:00,4.625,68.970,124.044,133.787,1253152.96
2026-08-01 10:28:00,2.654,45.835,132.867,229.870,2041439.69
2026-08-01 10:29:00,2.511,43.711,127.248,219.752,1847373.13
2026-08-01 10:30:00,3.961,54.846,127.287,160.699,1752712.59
2026-08-01 10:31:00,6.395,32.293,127.022,124.093,2454126.69
2026-08-01 10:32:00,5.922,55.870,134.241,135.765,1977652.50
2026-08-01 10:33:00,3.726,65.030,128.824,161.407,1501210.50
2026-08-01 10:34:00,2.026,58.971,144.504,293.187,1983857.50
2026-08-01 10:35:00,5.856,46.698,133.461,135.026,2162098.80
2026-08-01 10:36:00,5.386,34.646,121.646,128.067,2103396.06
2026-08-01 10:37:00,6.635,39.650,133.160,126.110,2397905.47
2026-08-01 10:38:00,6.117,40.617,122.976,120.467,2041677.55
2026-08-01 10:39:00,3.481,45.397,124.415,173.037,1857452.37
2026-08-01 10:40:00,6.397,35.334,124.059,117.415,2194930.25
2026-08-01 10:41:00,4.918,53.026,143.784,161.165,2223168.06
2026-08-01 10:42:00,5.449,44.652,132.886,139.343,2156609.65
2026-08-01 10:43:00,4.142,49.855,120.029,147.436,1689456.95
2026-08-01 10:44:00,6.744,41.405,135.351,128.471,2454199.55
2026-08-01 10:45:00,3.177,48.155,126.037,184.885,1815487.35
2026-08-01 10:46:00,3.227,58.506,141.520,208.865,2028322.09
2026-08-01 10:47:00,3.425,33.529,148.249,234.191,2872412.97
2026-08-01 10:48:00,6.737,50.404,125.110,117.754,1896721.38
2026-08-01 10:49:00,6.369,54.733,128.294,123.402,1828014.57
2026-08-01 10:50:00,3.618,56.707,141.368,193.575,2069622.15
2026-08-01 10:51:00,2.863,66.912,138.971,206.855,1674934.98
2026-08-01 10:52:00,2.169,61.245,144.850,272.521,1915637.44
2026-08-01 10:53:00,6.103,59.560,139.476,135.657,1941258.75
2026-08-01 10:54:00,5.233,64.720,125.729,130.116,1430529.00
2026-08-01 10:55:00,6.214,66.577,145.061,141.461,1945035.67
2026-08-01 10:56:00,6.250,63.574,124.824,121.607,1516010.02
2026-08-01 10:57:00,7.069,54.560,122.515,111.426,1680239.25
2026-08-01 10:58:00,4.496,63.724,148.185,172.360,2041535.41
2026-08-01 10:59:00,6.964,43.056,137.514,126.342,2424263.74
2026-08-01 11:00:00,4.615,68.079,129.935,142.076,1427337.92
2026-08-01 11:01:00,6.247,36.938,127.691,125.068,2301252.08
2026-08-01 11:02:00,5.307,39.169,122.541,130.162,2018479.19
2026-08-01 11:03:00,7.529,36.341,136.799,120.766,2656804.06
2026-08-01 11:04:00,4.221,61.081,146.109,178.103,2064611.27
2026-08-01 11:05:00,6.139,47.380,140.398,140.605,2392233.95
2026-08-01 11:06:00,5.589,59.521,142.861,147.315,2050888.75
2026-08-01 11:07:00,7.992,50.403,137.953,117.251,2233205.01
2026-08-01 11:08:00,2.464,46.131,120.297,213.615,1724706.38
2026-08-01 11:09:00,5.589,65.855,133.353,132.624,1559758.25
2026-08-01 11:10:00,3.395,47.286,121.074,171.842,1767412.44
2026-08-01 11:11:00,7.305,54.736,122.439,110.317,1697174.92
2026-08-01 11:12:00,6.767,64.344,125.271,116.855,1485325.87
2026-08-01 11:13:00,5.971,38.504,146.681,149.137,2761290.75
2026-08-01 11:14:00,4.882,46.109,126.454,143.075,1978808.99
2026-08-01 11:15:00,6.088,35.796,133.553,133.276,2480541.64
2026-08-01 11:16:00,5.326,51.708,146.294,156.091,2323857.62
2026-08-01 11:17:00,3.724,61.583,140.344,182.966,1889383.94
2026-08-01 11:18:00,6.917,32.201,123.979,111.399,2289682.76
2026-08-01 11:19:00,5.075,32.413,133.870,154.990,2600525.76
2026-08-01 11:20:00,3.543,59.648,143.128,197.423,2040245.63
2026-08-01 11:21:00,5.986,58.384,133.317,133.619,1882532.40
2026-08-01 11:22:00,2.112,46.088,126.523,258.095,1871501.26
2026-08-01 11:23:00,6.321,44.428,139.305,135.501,2406153.31
2026-08-01 11:24:00,4.822,41.281,132.227,153.361,2259071.86
2026-08-01 11:25:00,5.806,32.470,135.413,141.497,2645929.39
2026-08-01 11:26:00,2.943,50.542,123.749,192.627,1748074.42
2026-08-01 11:27:00,6.310,54.643,147.151,146.231,2415529.11
2026-08-01 11:28:00,6.340,64.615,147.631,143.064,2078895.56
2026-08-01 11:29:00,6.450,51.674,129.097,124.211,1955527.46
2026-08-01 11:30:00,4.803,36.078,128.778,150.358,2294441.11
2026-08-01 11:31:00,5.843,42.327,125.118,127.465,2079407.91
2026-08-01 11:32:00,5.296,61.401,137.575,144.938,1849122.54
2026-08-01 11:33:00,3.398,54.728,125.972,172.519,1673300.52
2026-08-01 11:34:00,2.138,60.844,138.435,256.847,1751757.21
2026-08-01 11:35:00,4.481,46.539,148.372,179.792,2496146.45
2026-08-01 11:36:00,6.890,32.701,125.425,113.416,2324460.52
2026-08-01 11:37:00,3.933,65.685,126.777,151.665,1413660.68
2026-08-01 11:38:00,6.494,43.969,122.736,114.863,1924434.20
2026-08-01 11:39:00,5.838,33.335,129.448,132.954,2430972.36
2026-08-01 11:40:00,4.120,53.476,146.449,189.063,2334798.90
2026-08-01 11:41:00,2.003,59.758,120.479,220.844,1349003.19
2026-08-01 11:42:00,4.586,49.120,139.088,163.473,2192093.40
2026-08-01 11:43:00,4.357,54.554,131.521,152.152,1777516.55
2026-08-01 11:44:00,2.832,46.690,129.526,209.789,1931029.85
2026-08-01 11:45:00,6.912,62.547,125.166,114.658,1505668.81
2026-08-01 11:46:00,7.733,61.349,144.982,127.968,2153384.86
2026-08-01 11:47:00,2.727,58.799,144.684,233.610,1992980.86
2026-08-01 11:48:00,3.386,30.795,121.227,180.942,2124883.98
2026-08-01 11:49:00,5.795,50.654,137.297,138.932,2138346.74
2026-08-01 11:50:00,7.705,61.414,132.449,115.545,1743425.98
2026-08-01 11:51:00,7.604,39.795,120.187,106.008,2104559.07
2026-08-01 11:52:00,7.588,40.368,129.160,112.286,2281117.03
2026-08-01 11:53:00,4.641,66.170,125.641,137.583,1385331.46
2026-08-01 11:54:00,7.915,63.669,142.903,125.357,2041049.08
2026-08-01 11:55:00,4.188,69.525,133.419,153.633,1472359.07
2026-08-01 11:56:00,2.520,49.897,143.940,263.479,2249962.85
2026-08-01 11:57:00,6.227,34.969,149.065,149.735,2987051.16
2026-08-01 11:58:00,5.337,30.330,132.041,147.651,2617313.88
2026-08-01 11:59:00,6.797,58.245,136.662,127.029,1954156.26
2026-08-01 12:00:00,5.727,62.667,149.187,154.879,2207315.31
2026-08-01 12:01:00,6.924,47.131,124.988,115.611,1981925.54
2026-08-01 12:02:00,4.063,47.032,121.625,151.386,1772433.58
2026-08-01 12:03:00,3.728,63.611,134.089,171.335,1678492.34
2026-08-01 12:04:00,6.543,37.442,134.636,129.330,2513298.48
2026-08-01 12:05:00,4.986,32.538,147.871,181.396,3102618.76
2026-08-01 12:06:00,3.076,68.628,133.669,185.857,1507476.45
2026-08-01 12:07:00,4.250,51.696,133.319,164.192,1998549.25
2026-08-01 12:08:00,6.804,60.895,134.943,124.665,1813650.19
2026-08-01 12:09:00,7.544,68.190,133.369,117.554,1556545.32
2026-08-01 12:10:00,6.562,62.417,146.963,140.829,2150768.24
2026-08-01 12:11:00,6.309,48.704,138.534,132.509,2209972.32
2026-08-01 12:12:00,6.870,55.925,143.889,136.025,2300168.27
2026-08-01 12:13:00,3.203,55.290,124.639,170.748,1545907.69
2026-08-01 12:14:00,5.477,67.021,146.279,150.787,1917883.24
2026-08-01 12:15:00,5.565,35.643,149.101,163.921,2984016.77
2026-08-01 12:16:00,7.676,57.829,148.706,130.705,2338154.17
2026-08-01 12:17:00,2.092,64.513,149.483,290.948,1979911.65
2026-08-01 12:18:00,7.823,44.363,140.920,120.177,2479152.26
2026-08-01 12:19:00,6.356,58.332,140.145,135.224,2043021.32
2026-08-01 12:20:00,2.135,39.994,122.020,255.402,1922038.17
2026-08-01 12:21:00,5.113,33.521,128.488,143.719,2355124.96
2026-08-01 12:22:00,2.419,31.016,143.612,300.447,2723995.27
2026-08-01 12:23:00,5.620,51.197,130.833,134.959,1967821.00
2026-08-01 12:24:00,4.710,32.067,138.616,168.720,2690193.85
2026-08-01 12:25:00,6.635,53.697,137.595,130.922,2141635.43
2026-08-01 12:26:00,5.477,45.021,137.421,147.570,2347550.76
2026-08-01 12:27:00,6.718,30.275,131.113,122.919,2601681.33
2026-08-01 12:28:00,4.213,39.059,146.545,188.135,2625108.14
2026-08-01 12:29:00,7.141,59.536,127.469,116.258,1693196.12
2026-08-01 12:30:00,7.198,45.152,143.111,128.070,2494746.41
2026-08-01 12:31:00,5.933,59.022,120.761,119.691,1504498.38
2026-08-01 12:32:00,3.582,62.599,145.152,193.213,1955812.57
2026-08-01 12:33:00,7.949,61.878,142.744,123.898,2060614.91
2026-08-01 12:34:00,6.906,56.824,149.368,139.857,2397048.17
2026-08-01 12:35:00,7.110,59.864,123.623,111.398,1531567.28
2026-08-01 12:36:00,2.069,52.792,144.108,301.692,2152910.92
