timestamp,T_reator_C,F_alimentacao_L_min,C_A0_mol_L,C_A_mol_L
2026-08-01 06:32:00,127.470,24.532,1.960,0.8468
2026-08-01 06:33:00,130.221,29.915,1.575,0.6675
2026-08-01 06:34:00,131.321,14.759,1.892,0.6275
2026-08-01 06:35:00,132.151,11.077,1.521,0.3003
2026-08-01 06:36:00,128.821,23.147,1.034,0.4113
2026-08-01 06:37:00,130.891,24.946,1.248,0.5467
2026-08-01 06:38:00,134.179,20.208,1.971,0.6265
2026-08-01 06:39:00,134.505,14.558,1.813,0.4917
2026-08-01 06:40:00,131.325,19.925,1.983,0.7596
2026-08-01 06:41:00,130.379,16.153,1.428,0.6486
2026-08-01 06:42:00,132.424,14.353,1.227,0.3702
2026-08-01 06:43:00,134.085,20.023,1.266,0.3376
2026-08-01 06:44:00,127.250,10.955,1.826,0.5300
2026-08-01 06:45:00,128.726,24.337,1.202,0.5405
2026-08-01 06:46:00,125.222,25.312,1.608,0.7965
2026-08-01 06:47:00,134.673,29.705,1.900,0.8104
2026-08-01 06:48:00,133.176,27.575,1.815,0.8236
2026-08-01 06:49:00,125.766,15.894,1.423,0.4959
2026-08-01 06:50:00,133.690,16.084,1.390,0.4313
2026-08-01 06:51:00,132.074,18.877,1.594,0.5621
2026-08-01 06:52:00,133.627,24.484,1.438,0.5700
2026-08-01 06:53:00,133.511,10.819,1.275,0.2640
2026-08-01 06:54:00,127.475,29.235,1.113,0.6141
2026-08-01 06:55:00,127.917,24.053,1.312,0.6583
2026-08-01 06:56:00,128.381,27.013,1.141,0.6446
2026-08-01 06:57:00,131.954,23.802,1.063,0.4329
2026-08-01 06:58:00,131.599,28.417,1.896,0.8600
2026-08-01 06:59:00,129.880,26.341,1.660,0.7532
2026-08-01 07:00:00,130.443,18.719,1.964,0.6532
2026-08-01 07:01:00,129.509,24.177,1.747,0.7967
2026-08-01 07:02:00,128.249,28.842,1.730,0.8163
2026-08-01 07:03:00,133.141,28.900,1.477,0.6808
2026-08-01 07:04:00,130.713,28.004,1.619,0.6611
2026-08-01 07:05:00,132.656,25.002,1.096,0.4788
2026-08-01 07:06:00,126.591,22.694,1.664,0.8043
2026-08-01 07:07:00,127.466,20.997,1.643,0.6347
2026-08-01 07:08:00,129.055,13.802,1.489,0.4226
2026-08-01 07:09:00,127.244,19.173,1.656,0.6190
2026-08-01 07:10:00,131.103,12.695,1.807,0.4579
2026-08-01 07:11:00,132.144,13.072,1.416,0.4595
2026-08-01 07:12:00,127.271,13.155,1.327,0.4133
2026-08-01 07:13:00,125.131,19.455,1.294,0.4783
2026-08-01 07:14:00,131.066,11.740,1.875,0.4289
2026-08-01 07:15:00,134.812,27.183,1.967,0.6800
2026-08-01 07:16:00,128.273,28.130,1.805,0.8129
2026-08-01 07:17:00,131.343,23.519,1.693,0.6085
2026-08-01 07:18:00,125.479,20.364,1.841,0.7043
2026-08-01 07:19:00,130.688,29.076,1.765,0.7900
2026-08-01 07:20:00,130.600,16.435,1.300,0.3614
2026-08-01 07:21:00,130.673,22.081,1.264,0.4899
2026-08-01 07:22:00,129.857,25.963,1.871,0.8472
2026-08-01 07:23:00,129.505,24.726,1.858,0.8211
2026-08-01 07:24:00,133.649,26.878,1.286,0.5476
2026-08-01 07:25:00,125.133,14.660,1.273,0.2903
2026-08-01 07:26:00,128.747,26.035,1.965,0.8574
2026-08-01 07:27:00,129.167,10.709,1.576,0.4698
2026-08-01 07:28:00,133.288,21.028,1.756,0.7592
2026-08-01 07:29:00,128.897,10.193,1.041,0.3006
2026-08-01 07:30:00,125.893,16.986,1.509,0.5671
2026-08-01 07:31:00,126.225,21.586,1.403,0.5504
2026-08-01 07:32:00,126.203,24.208,1.265,0.6524
2026-08-01 07:33:00,131.039,19.961,1.319,0.4741
2026-08-01 07:34:00,130.301,28.963,1.853,0.8430
2026-08-01 07:35:00,127.493,20.228,1.019,0.4773
2026-08-01 07:36:00,126.889,11.434,1.698,0.2883
2026-08-01 07:37:00,134.095,13.632,1.510,0.3899
2026-08-01 07:38:00,130.859,26.907,1.376,0.5164
2026-08-01 07:39:00,133.433,28.904,1.894,0.8555
2026-08-01 07:40:00,127.646,23.381,1.760,0.8615
2026-08-01 07:41:00,129.747,24.882,1.605,0.7206
2026-08-01 07:42:00,127.570,22.379,1.418,0.7199
2026-08-01 07:43:00,126.596,22.772,1.914,0.8504
2026-08-01 07:44:00,128.892,28.292,1.939,0.9980
2026-08-01 07:45:00,125.031,18.714,1.734,0.6054
2026-08-01 07:46:00,133.900,23.340,1.424,0.5517
2026-08-01 07:47:00,129.499,23.474,1.983,0.7506
2026-08-01 07:48:00,126.236,17.924,1.045,0.4232
2026-08-01 07:49:00,129.670,18.974,1.849,0.6583
2026-08-01 07:50:00,133.705,16.406,1.297,0.3787
2026-08-01 07:51:00,134.573,29.076,1.487,0.6199
2026-08-01 07:52:00,125.017,12.634,1.086,0.4042
2026-08-01 07:53:00,134.747,15.074,1.466,0.4165
2026-08-01 07:54:00,128.236,25.453,1.229,0.5645
2026-08-01 07:55:00,132.070,16.854,1.316,0.4217
2026-08-01 07:56:00,132.528,23.858,1.566,0.6626
2026-08-01 07:57:00,134.065,24.538,1.972,0.7538
2026-08-01 07:58:00,129.098,21.057,1.225,0.4188
2026-08-01 07:59:00,132.663,18.170,1.343,0.5028
2026-08-01 08:00:00,131.852,24.023,1.240,0.4734
2026-08-01 08:01:00,128.254,10.205,1.505,0.3883
2026-08-01 08:02:00,133.261,24.169,1.268,0.5430
2026-08-01 08:03:00,133.918,21.524,1.192,0.3644
2026-08-01 08:04:00,130.669,26.871,1.652,0.6796
2026-08-01 08:05:00,133.191,24.818,1.176,0.3835
2026-08-01 08:06:00,131.248,21.238,1.563,0.5716
2026-08-01 08:07:00,132.891,25.618,1.054,0.4951
2026-08-01 08:08:00,131.182,13.397,1.718,0.4771
2026-08-01 08:09:00,131.930,17.928,1.000,0.4194
2026-08-01 08:10:00,125.376,20.633,1.679,0.7327
2026-08-01 08:11:00,125.964,25.430,1.145,0.5050
2026-08-01 08:12:00,129.135,13.954,1.703,0.4742
2026-08-01 08:13:00,132.894,24.114,1.081,0.5219
2026-08-01 08:14:00,125.637,15.521,1.319,0.5149
2026-08-01 08:15:00,125.137,13.971,1.710,0.5628
2026-08-01 08:16:00,127.181,17.981,1.619,0.6160
2026-08-01 08:17:00,133.603,13.935,1.290,0.3199
2026-08-01 08:18:00,133.872,18.727,1.457,0.3272
2026-08-01 08:19:00,127.944,20.846,1.333,0.5436
2026-08-01 08:20:00,131.818,17.428,1.012,0.2584
2026-08-01 08:21:00,132.034,28.810,1.562,0.6745
2026-08-01 08:22:00,125.009,23.481,1.990,0.8398
2026-08-01 08:23:00,128.741,18.074,1.513,0.5383
2026-08-01 08:24:00,126.501,28.935,1.372,0.6238
2026-08-01 08:25:00,128.462,16.354,1.495,0.5163
2026-08-01 08:26:00,127.652,22.787,1.715,0.7759
2026-08-01 08:27:00,125.763,19.406,1.099,0.4653
2026-08-01 08:28:00,134.860,27.452,1.447,0.5033
2026-08-01 08:29:00,130.011,18.771,1.173,0.3236
2026-08-01 08:30:00,126.450,10.791,1.647,0.3687
2026-08-01 08:31:00,127.344,16.157,1.952,0.7434
2026-08-01 08:32:00,125.368,16.316,1.233,0.5859
2026-08-01 08:33:00,128.001,17.899,1.391,0.4704
2026-08-01 08:34:00,125.644,24.615,1.271,0.5306
2026-08-01 08:35:00,127.476,24.162,1.387,0.6991
2026-08-01 08:36:00,129.353,12.168,1.459,0.3729
2026-08-01 08:37:00,131.717,11.130,1.779,0.4208
2026-08-01 08:38:00,133.325,13.790,1.562,0.4294
2026-08-01 08:39:00,125.551,18.989,1.501,0.5639
2026-08-01 08:40:00,127.466,21.510,1.030,0.3818
2026-08-01 08:41:00,126.356,19.196,1.042,0.4105
2026-08-01 08:42:00,128.481,26.240,1.861,0.8225
2026-08-01 08:43:00,126.763,20.157,1.829,0.6364
2026-08-01 08:44:00,127.352,24.797,1.139,0.4606
2026-08-01 08:45:00,134.175,29.772,1.880,0.8089
2026-08-01 08:46:00,131.414,23.132,1.979,0.7543
2026-08-01 08:47:00,133.665,22.367,1.715,0.6654
2026-08-01 08:48:00,130.435,25.291,1.464,0.5803
2026-08-01 08:49:00,133.198,20.093,1.221,0.5359
2026-08-01 08:50:00,128.497,28.348,1.888,0.8987
2026-08-01 08:51:00,127.445,22.659,1.354,0.5850
2026-08-01 08:52:00,130.488,28.019,1.240,0.5311
2026-08-01 08:53:00,134.421,19.743,1.576,0.5132
2026-08-01 08:54:00,133.351,14.606,1.906,0.4202
2026-08-01 08:55:00,127.431,26.836,1.871,0.8802
2026-08-01 08:56:00,134.547,13.603,1.810,0.5839
2026-08-01 08:57:00,130.250,29.250,1.309,0.6638
2026-08-01 08:58:00,129.209,28.308,1.764,0.7266
2026-08-01 08:59:00,127.882,17.621,1.898,0.7095
2026-08-01 09:00:00,131.271,27.276,1.838,0.8341
2026-08-01 09:01:00,130.789,28.192,1.612,0.8193
2026-08-01 09:02:00,133.250,17.546,1.566,0.4524
2026-08-01 09:03:00,134.148,27.785,1.844,0.9080
2026-08-01 09:04:00,132.465,23.394,1.524,0.6031
2026-08-01 09:05:00,126.850,16.317,1.246,0.3936
2026-08-01 09:06:00,126.325,19.276,1.451,0.4821
2026-08-01 09:07:00,130.361,28.368,1.849,0.8384
2026-08-01 09:08:00,126.536,22.780,1.019,0.4589
2026-08-01 09:09:00,131.171,22.960,1.414,0.4948
2026-08-01 09:10:00,126.617,24.532,1.858,0.8845
2026-08-01 09:11:00,127.322,24.938,1.543,0.7310
2026-08-01 09:12:00,125.837,16.735,1.394,0.5169
2026-08-01 09:13:00,133.371,26.997,1.713,0.6644
2026-08-01 09:14:00,130.896,21.756,1.614,0.6272
2026-08-01 09:15:00,128.465,29.483,1.563,0.8675
2026-08-01 09:16:00,128.967,21.089,1.231,0.4339
2026-08-01 09:17:00,126.347,13.883,1.921,0.5167
2026-08-01 09:18:00,133.479,11.382,1.084,0.2289
2026-08-01 09:19:00,128.051,23.758,1.692,0.6867
2026-08-01 09:20:00,125.713,21.262,1.669,0.6049
2026-08-01 09:21:00,128.592,27.362,1.130,0.5495
2026-08-01 09:22:00,127.430,27.011,1.100,0.4402
2026-08-01 09:23:00,129.076,17.572,1.342,0.3894
2026-08-01 09:24:00,133.603,29.864,1.081,0.5255
2026-08-01 09:25:00,132.449,26.970,1.954,0.9161
2026-08-01 09:26:00,127.436,11.421,1.859,0.6654
2026-08-01 09:27:00,128.214,16.755,1.948,0.5888
2026-08-01 09:28:00,129.331,23.004,1.992,0.8503
2026-08-01 09:29:00,126.615,10.887,1.220,0.2466
2026-08-01 09:30:00,127.850,15.780,1.770,0.6057
2026-08-01 09:31:00,128.084,21.037,1.456,0.5801
2026-08-01 09:32:00,126.889,29.161,1.043,0.3893
2026-08-01 09:33:00,127.734,27.382,1.515,0.7478
2026-08-01 09:34:00,129.247,10.706,1.082,0.2693
2026-08-01 09:35:00,133.478,25.848,1.986,0.8437
2026-08-01 09:36:00,131.800,12.949,1.832,0.4141
2026-08-01 09:37:00,125.670,28.436,1.826,1.0429
2026-08-01 09:38:00,130.084,23.302,1.078,0.4594
2026-08-01 09:39:00,127.348,12.889,1.008,0.3222
2026-08-01 09:40:00,125.013,29.688,1.268,0.7402
2026-08-01 09:41:00,130.655,12.167,1.831,0.4814
2026-08-01 09:42:00,126.991,13.954,1.580,0.4514
2026-08-01 09:43:00,131.470,11.504,1.652,0.4735
2026-08-01 09:44:00,127.607,17.471,1.129,0.4029
2026-08-01 09:45:00,127.421,13.483,1.461,0.5090
2026-08-01 09:46:00,130.908,29.838,1.465,0.6739
2026-08-01 09:47:00,130.907,20.698,1.979,0.8745
2026-08-01 09:48:00,133.488,25.532,1.774,0.7124
2026-08-01 09:49:00,126.983,15.949,1.134,0.3580
2026-08-01 09:50:00,134.869,15.254,1.459,0.4245
2026-08-01 09:51:00,128.693,19.855,1.771,0.6537
2026-08-01 09:52:00,134.700,25.548,1.785,0.6484
2026-08-01 09:53:00,126.554,22.596,1.455,0.7144
2026-08-01 09:54:00,134.527,19.597,1.824,0.5303
2026-08-01 09:55:00,134.641,12.860,1.475,0.4241
2026-08-01 09:56:00,127.904,19.931,1.033,0.5017
2026-08-01 09:57:00,127.032,22.817,1.812,0.7651
2026-08-01 09:58:00,131.030,11.295,1.994,0.5069
2026-08-01 09:59:00,126.373,22.506,1.278,0.5072
2026-08-01 10:00:00,127.951,29.221,1.666,0.8788
2026-08-01 10:01:00,134.829,14.115,1.405,0.2905
2026-08-01 10:02:00,132.650,14.601,1.406,0.4594
2026-08-01 10:03:00,132.960,18.900,1.917,0.6470
2026-08-01 10:04:00,133.734,24.369,1.960,0.7124
2026-08-01 10:05:00,131.894,19.697,1.109,0.3516
2026-08-01 10:06:00,132.166,12.983,1.727,0.4859
2026-08-01 10:07:00,132.325,24.552,1.180,0.4041
2026-08-01 10:08:00,128.914,20.606,1.531,0.6322
2026-08-01 10:09:00,126.001,25.353,1.801,0.8548
2026-08-01 10:10:00,131.100,15.236,1.223,0.3488
2026-08-01 10:11:00,132.999,29.659,1.325,0.6166
2026-08-01 10:12:00,127.344,13.203,1.944,0.5434
2026-08-01 10:13:00,126.824,29.301,1.418,0.6881
2026-08-01 10:14:00,134.570,11.764,1.077,0.2234
2026-08-01 10:15:00,126.384,15.261,1.416,0.4104
2026-08-01 10:16:00,130.488,12.814,1.452,0.3771
2026-08-01 10:17:00,132.411,26.487,1.779,0.6547
2026-08-01 10:18:00,125.950,23.922,1.348,0.5796
2026-08-01 10:19:00,130.606,20.191,1.127,0.3147
2026-08-01 10:20:00,131.802,28.781,1.778,0.7332
2026-08-01 10:21:00,125.437,13.561,1.375,0.3917
2026-08-01 10:22:00,129.198,17.255,1.031,0.3828
2026-08-01 10:23:00,129.743,10.192,1.832,0.3741
2026-08-01 10:24:00,130.559,18.433,1.967,0.6158
2026-08-01 10:25:00,125.397,11.021,1.963,0.5303
2026-08-01 10:26:00,133.935,14.288,1.621,0.5520
2026-08-01 10:27:00,133.605,13.915,1.264,0.2380
2026-08-01 10:28:00,133.533,21.310,1.867,0.7133
2026-08-01 10:29:00,130.196,15.782,1.178,0.3972
2026-08-01 10:30:00,132.881,11.641,1.749,0.5432
2026-08-01 10:31:00,133.012,23.402,1.872,0.7403
2026-08-01 10:32:00,134.631,13.337,1.928,0.4892
2026-08-01 10:33:00,133.162,14.560,1.569,0.4415
2026-08-01 10:34:00,126.194,21.106,1.957,0.8239
2026-08-01 10:35:00,126.427,29.549,1.036,0.5630
2026-08-01 10:36:00,130.086,26.447,1.038,0.4259
2026-08-01 10:37:00,132.094,26.343,1.762,0.9267
2026-08-01 10:38:00,133.353,23.078,1.998,0.8105
2026-08-01 10:39:00,125.118,15.945,1.148,0.4069
2026-08-01 10:40:00,129.336,21.769,1.374,0.5361
2026-08-01 10:41:00,129.235,25.958,1.986,0.8829
2026-08-01 10:42:00,131.945,13.586,1.872,0.5122
2026-08-01 10:43:00,130.543,29.113,1.411,0.6893
2026-08-01 10:44:00,133.027,26.234,1.891,0.7995
2026-08-01 10:45:00,132.001,21.481,1.451,0.6313
2026-08-01 10:46:00,129.806,19.775,1.339,0.4435
2026-08-01 10:47:00,127.378,24.956,1.588,0.7163
2026-08-01 10:48:00,131.443,29.165,1.279,0.5217
2026-08-01 10:49:00,127.269,15.041,1.657,0.5240
2026-08-01 10:50:00,131.475,11.821,1.291,0.2938
2026-08-01 10:51:00,126.512,22.747,1.508,0.7069
2026-08-01 10:52:00,127.120,16.994,1.773,0.6045
2026-08-01 10:53:00,129.297,15.740,1.863,0.6929
2026-08-01 10:54:00,130.188,18.711,1.040,0.4600
2026-08-01 10:55:00,134.537,22.378,1.726,0.6695
2026-08-01 10:56:00,131.076,13.817,1.888,0.4706
2026-08-01 10:57:00,129.247,19.358,1.736,0.7366
2026-08-01 10:58:00,133.281,19.340,1.230,0.3929
2026-08-01 10:59:00,126.393,14.499,1.747,0.5615
2026-08-01 11:00:00,125.148,10.027,1.805,0.5104
2026-08-01 11:01:00,127.556,14.113,1.180,0.3229
2026-08-01 11:02:00,130.328,10.520,1.912,0.5302
2026-08-01 11:03:00,131.364,10.701,1.272,0.3461
2026-08-01 11:04:00,133.015,21.480,1.946,0.8917
2026-08-01 11:05:00,131.033,29.802,1.500,0.7128
2026-08-01 11:06:00,126.161,16.597,1.129,0.4050
2026-08-01 11:07:00,132.915,26.681,1.707,0.8359
2026-08-01 11:08:00,125.125,17.921,1.567,0.5040
2026-08-01 11:09:00,132.054,23.188,1.763,0.7062
2026-08-01 11:10:00,130.214,19.539,1.299,0.4704
2026-08-01 11:11:00,129.952,29.641,1.057,0.5727
2026-08-01 11:12:00,132.452,22.699,1.172,0.6370
2026-08-01 11:13:00,125.441,21.225,1.477,0.5963
2026-08-01 11:14:00,129.106,16.981,1.046,0.4309
2026-08-01 11:15:00,134.415,26.291,1.659,0.7511
2026-08-01 11:16:00,125.138,29.916,1.505,0.8603
2026-08-01 11:17:00,133.774,15.485,1.210,0.3639
2026-08-01 11:18:00,131.486,12.626,1.799,0.5189
2026-08-01 11:19:00,134.081,29.430,1.654,0.6586
2026-08-01 11:20:00,125.459,24.167,1.549,0.8238
2026-08-01 11:21:00,133.073,11.176,1.723,0.3333
2026-08-01 11:22:00,130.314,14.069,1.593,0.4118
2026-08-01 11:23:00,127.485,25.174,1.010,0.4415
2026-08-01 11:24:00,129.710,28.284,1.547,0.6813
2026-08-01 11:25:00,134.231,11.292,1.252,0.3083
2026-08-01 11:26:00,129.394,12.324,1.769,0.4675
2026-08-01 11:27:00,126.369,12.612,1.666,0.4526
2026-08-01 11:28:00,125.655,28.612,1.594,0.7347
2026-08-01 11:29:00,125.143,28.618,1.534,0.8510
2026-08-01 11:30:00,127.112,22.480,1.257,0.5720
2026-08-01 11:31:00,130.494,18.254,1.655,0.5018
2026-08-01 11:32:00,128.503,21.194,1.794,0.7610
2026-08-01 11:33:00,133.750,22.903,1.393,0.5034
2026-08-01 11:34:00,132.860,26.966,1.351,0.4757
2026-08-01 11:35:00,129.648,23.410,1.938,0.7328
2026-08-01 11:36:00,127.303,23.625,1.801,0.8538
2026-08-01 11:37:00,129.147,29.450,1.063,0.5891
2026-08-01 11:38:00,131.379,13.315,1.277,0.3944
2026-08-01 11:39:00,125.232,25.071,1.852,0.8345
2026-08-01 11:40:00,133.892,28.889,1.754,0.7849
2026-08-01 11:41:00,131.547,13.643,1.194,0.3632
2026-08-01 11:42:00,134.626,17.496,1.489,0.3083
2026-08-01 11:43:00,131.642,17.431,1.187,0.4275
2026-08-01 11:44:00,128.627,27.164,1.590,0.7469
2026-08-01 11:45:00,129.381,21.902,1.088,0.5791
2026-08-01 11:46:00,125.070,22.569,1.264,0.6875
2026-08-01 11:47:00,125.572,22.023,1.084,0.4709
2026-08-01 11:48:00,126.030,18.783,1.924,0.7888
2026-08-01 11:49:00,128.935,13.640,1.180,0.3606
2026-08-01 11:50:00,127.869,10.909,1.522,0.3710
2026-08-01 11:51:00,129.007,15.594,1.180,0.3046
2026-08-01 11:52:00,129.061,29.602,1.128,0.5012
2026-08-01 11:53:00,128.509,26.321,1.004,0.4302
2026-08-01 11:54:00,130.138,14.175,1.082,0.3941
2026-08-01 11:55:00,134.356,15.663,1.529,0.4513
2026-08-01 11:56:00,130.228,20.476,1.526,0.5450
2026-08-01 11:57:00,133.202,23.276,1.255,0.4374
2026-08-01 11:58:00,132.795,11.406,1.933,0.4837
2026-08-01 11:59:00,129.174,11.307,1.440,0.3553
2026-08-01 12:00:00,127.397,22.859,1.807,0.7160
2026-08-01 12:01:00,125.317,22.106,1.510,0.6118
2026-08-01 12:02:00,125.557,20.980,1.244,0.6370
2026-08-01 12:03:00,127.191,16.375,1.159,0.4024
2026-08-01 12:04:00,133.772,19.770,1.175,0.4672
2026-08-01 12:05:00,126.054,23.270,1.675,0.6445
2026-08-01 12:06:00,133.254,14.628,1.749,0.5623
2026-08-01 12:07:00,129.572,10.631,1.167,0.3330
2026-08-01 12:08:00,131.456,19.851,1.988,0.7722
2026-08-01 12:09:00,126.438,24.060,1.914,0.7707
2026-08-01 12:10:00,132.940,13.937,1.243,0.3419
2026-08-01 12:11:00,125.897,17.253,1.314,0.4464
2026-08-01 12:12:00,130.230,16.406,1.972,0.5778
2026-08-01 12:13:00,126.031,26.538,1.998,0.8479
2026-08-01 12:14:00,133.551,29.531,1.411,0.5538
2026-08-01 12:15:00,130.884,20.089,1.838,0.6095
2026-08-01 12:16:00,130.457,17.948,1.921,0.7135
2026-08-01 12:17:00,127.727,22.506,1.880,0.7614
2026-08-01 12:18:00,130.110,29.559,1.670,0.7751
2026-08-01 12:19:00,125.207,24.942,1.418,0.7433
2026-08-01 12:20:00,129.808,11.412,1.505,0.3910
2026-08-01 12:21:00,127.144,18.407,1.713,0.6103
2026-08-01 12:22:00,133.921,13.931,1.259,0.3477
2026-08-01 12:23:00,127.723,13.118,1.710,0.4669
2026-08-01 12:24:00,130.113,23.626,1.526,0.5272
2026-08-01 12:25:00,125.031,24.810,1.582,0.7714
2026-08-01 12:26:00,132.429,19.719,1.836,0.6848
2026-08-01 12:27:00,126.607,19.009,1.943,0.7534
2026-08-01 12:28:00,134.988,17.259,1.305,0.3866
2026-08-01 12:29:00,127.928,28.969,1.763,0.8295
2026-08-01 12:30:00,131.654,15.607,1.599,0.5830
2026-08-01 12:31:00,134.599,14.289,1.291,0.3621
2026-08-01 12:32:00,132.563,28.895,1.647,0.7200
2026-08-01 12:33:00,128.497,21.201,1.655,0.7248
2026-08-01 12:34:00,134.208,12.613,1.820,0.5104
2026-08-01 12:35:00,127.127,25.968,1.406,0.6806
2026-08-01 12:36:00,131.345,22.355,1.811,0.7651
2026-08-01 12:37:00,132.450,26.063,1.244,0.5530
2026-08-01 12:38:00,128.569,22.034,1.461,0.6043
2026-08-01 12:39:00,133.313,27.273,1.619,0.7412
2026-08-01 12:40:00,129.725,24.718,1.598,0.6298
2026-08-01 12:41:00,133.615,23.645,1.049,0.3454
2026-08-01 12:42:00,127.146,27.130,1.353,0.6736
2026-08-01 12:43:00,133.956,15.581,1.319,0.3399
2026-08-01 12:44:00,130.331,11.571,1.968,0.5531
2026-08-01 12:45:00,129.287,10.869,1.969,0.5101
2026-08-01 12:46:00,127.354,13.791,1.363,0.5523
2026-08-01 12:47:00,126.031,19.236,1.786,0.6583
2026-08-01 12:48:00,127.912,10.151,1.552,0.4412
2026-08-01 12:49:00,128.977,23.356,1.396,0.5593
2026-08-01 12:50:00,130.991,29.051,1.782,0.8327
2026-08-01 12:51:00,132.233,18.408,1.952,0.7033
2026-08-01 12:52:00,125.428,20.922,1.360,0.6052
2026-08-01 12:53:00,134.514,29.152,1.169,0.5289
2026-08-01 12:54:00,127.486,12.413,1.950,0.5926
2026-08-01 12:55:00,131.786,17.945,1.708,0.5594
2026-08-01 12:56:00,133.067,29.741,1.216,0.5916
2026-08-01 12:57:00,129.173,12.807,1.009,0.3415
2026-08-01 12:58:00,129.377,27.621,1.663,0.7446
2026-08-01 12:59:00,125.478,18.143,1.623,0.5905
2026-08-01 13:00:00,129.081,20.340,1.224,0.4911
2026-08-01 13:01:00,134.371,26.487,1.642,0.6771
2026-08-01 13:02:00,128.692,29.700,1.154,0.4628
2026-08-01 13:03:00,133.973,10.533,1.404,0.3159
2026-08-01 13:04:00,132.009,16.958,1.311,0.3737
2026-08-01 13:05:00,133.849,15.839,1.864,0.4308
2026-08-01 13:06:00,126.959,19.207,1.292,0.5315
2026-08-01 13:07:00,131.687,13.112,1.282,0.2743
2026-08-01 13:08:00,125.994,16.370,1.754,0.7159
2026-08-01 13:09:00,129.874,22.359,1.017,0.4575
2026-08-01 13:10:00,132.243,26.054,1.719,0.7356
2026-08-01 13:11:00,126.617,29.221,1.047,0.6065
2026-08-01 13:12:00,134.588,15.194,1.056,0.3523
2026-08-01 13:13:00,129.698,29.491,1.491,0.6515
2026-08-01 13:14:00,129.475,16.056,1.958,0.7071
2026-08-01 13:15:00,133.860,28.539,1.163,0.4556
2026-08-01 13:16:00,133.602,24.956,1.304,0.5728
2026-08-01 13:17:00,134.168,18.241,1.681,0.5133
2026-08-01 13:18:00,131.698,29.473,1.893,0.7846
2026-08-01 13:19:00,131.620,10.585,1.495,0.3708
2026-08-01 13:20:00,127.297,25.692,1.497,0.6613
2026-08-01 13:21:00,132.423,23.471,1.311,0.5796
2026-08-01 13:22:00,131.215,11.809,1.377,0.4278
2026-08-01 13:23:00,128.431,15.694,1.141,0.2771
2026-08-01 13:24:00,134.666,18.968,1.121,0.3644
2026-08-01 13:25:00,129.862,14.844,1.735,0.5768
2026-08-01 13:26:00,132.234,28.671,1.485,0.6649
2026-08-01 13:27:00,131.660,13.090,1.777,0.4894
2026-08-01 13:28:00,125.105,21.183,1.648,0.7312
2026-08-01 13:29:00,129.567,20.948,1.003,0.2957
2026-08-01 13:30:00,131.070,20.684,1.504,0.6589
2026-08-01 13:31:00,134.999,12.765,1.550,0.4154
2026-08-01 13:32:00,126.543,19.820,1.137,0.4207
2026-08-01 13:33:00,131.820,28.414,1.956,0.8243
2026-08-01 13:34:00,129.366,14.182,1.798,0.5988
2026-08-01 13:35:00,129.705,11.486,1.900,0.5078
2026-08-01 13:36:00,126.583,28.980,1.597,0.8168
2026-08-01 13:37:00,130.301,28.448,1.833,0.8735
2026-08-01 13:38:00,125.458,21.145,1.180,0.5212
2026-08-01 13:39:00,129.141,27.736,1.854,0.7456
2026-08-01 13:40:00,129.055,29.484,1.920,0.8951
2026-08-01 13:41:00,126.735,13.469,1.019,0.3536
2026-08-01 13:42:00,134.977,14.365,1.641,0.4734
