timestamp,T_top_C,T_base_C,P_coluna_kPa,F_alimentacao_kg_h,D_destilado_kg_h,B_residuo_kg_h,R_refluxo,composicao_destilado
2026-08-15 06:55:00,77.9745,99.0161,100.4831,986.9147,546.9634,439.9513,2.5526,0.9038
2026-08-15 06:56:00,77.9926,99.3635,100.5851,978.2372,546.0762,432.1611,2.4482,0.8820
2026-08-15 06:57:00,77.5981,98.7972,100.2266,975.5286,544.5581,430.9706,2.5608,0.9063
2026-08-15 06:58:00,78.3271,99.6754,101.2892,982.7239,543.9481,438.7758,2.5213,0.8736
2026-08-15 06:59:00,77.8493,98.6301,100.1052,979.8160,541.1874,438.6286,2.5742,0.8983
2026-08-15 07:00:00,78.2562,100.3091,101.4763,984.8524,544.5302,440.3222,2.4941,0.8852
2026-08-15 07:01:00,77.2619,100.2049,100.0317,975.8389,549.1212,426.7177,2.4533,0.8995
2026-08-15 07:02:00,78.2506,100.0010,101.8779,981.9513,544.9708,436.9805,2.5073,0.8904
2026-08-15 07:03:00,78.0596,99.8874,101.4996,993.2436,543.7357,449.5078,2.5544,0.9035
2026-08-15 07:04:00,78.2076,99.8183,100.0811,979.6980,546.4669,433.2312,2.5490,0.8936
2026-08-15 07:05:00,78.0565,99.1829,101.6644,981.8268,548.4675,433.3593,2.5306,0.8981
2026-08-15 07:06:00,78.0586,99.1857,101.2036,972.5867,542.7232,429.8634,2.4992,0.8997
2026-08-15 07:07:00,77.9826,100.0139,102.2021,976.6257,548.9039,427.7218,2.5232,0.8973
2026-08-15 07:08:00,77.9773,98.5358,101.1910,983.1879,546.5485,436.6394,2.6038,0.9055
2026-08-15 07:09:00,77.7164,99.4567,99.9567,979.2385,541.5915,437.6471,2.6573,0.9221
2026-08-15 07:10:00,78.1750,100.0818,100.9407,983.9589,543.9847,439.9742,2.5510,0.8910
2026-08-15 07:11:00,77.9536,99.1454,101.1400,983.0101,542.4274,440.5828,2.5809,0.9026
2026-08-15 07:12:00,77.5974,99.9806,100.8702,974.2940,553.6273,420.6667,2.4933,0.9017
2026-08-15 07:13:00,77.9643,99.8799,101.7152,985.9594,546.2982,439.6612,2.5973,0.9088
2026-08-15 07:14:00,78.3833,99.6897,102.1141,974.6682,548.3985,426.2696,2.5121,0.8854
2026-08-15 07:15:00,77.9765,99.2550,101.6782,977.0557,550.6361,426.4195,2.4662,0.8951
2026-08-15 07:16:00,78.5345,99.3902,100.4781,982.0264,540.7977,441.2288,2.5872,0.8768
2026-08-15 07:17:00,78.8781,99.5247,101.5784,988.7129,543.9808,444.7321,2.5340,0.8729
2026-08-15 07:18:00,77.9354,99.6632,101.2347,975.8571,542.3599,433.4972,2.5992,0.8984
2026-08-15 07:19:00,78.3736,99.2617,100.6674,981.6136,545.3670,436.2466,2.5708,0.8931
2026-08-15 07:20:00,78.2454,99.5176,102.4484,981.6540,543.2098,438.4442,2.4648,0.8915
2026-08-15 07:21:00,78.1127,99.5117,101.3636,984.1594,549.0825,435.0769,2.5387,0.9021
2026-08-15 07:22:00,78.6845,99.6045,100.6551,986.7915,546.5658,440.2258,2.4846,0.8664
2026-08-15 07:23:00,78.2437,100.2688,101.1948,978.8497,548.8204,430.0293,2.5926,0.8945
2026-08-15 07:24:00,78.0934,99.9910,101.4724,985.9281,548.1086,437.8194,2.5337,0.8957
2026-08-15 07:25:00,78.5718,99.2809,102.6354,987.5191,547.8525,439.6666,2.4965,0.8779
2026-08-15 07:26:00,78.2584,99.8507,101.7132,989.7861,544.4648,445.3212,2.4278,0.8846
2026-08-15 07:27:00,77.7502,99.9222,100.7782,983.3746,545.7950,437.5796,2.5876,0.9063
2026-08-15 07:28:00,78.2386,100.3014,101.8291,981.6509,545.0678,436.5831,2.5122,0.8916
2026-08-15 07:29:00,78.0573,99.5479,101.4162,978.4895,543.9246,434.5649,2.5162,0.8974
2026-08-15 07:30:00,78.1814,100.7803,100.0524,973.5663,542.7025,430.8638,2.5535,0.8890
2026-08-15 07:31:00,77.9815,99.5818,100.2253,979.4702,546.0304,433.4398,2.4850,0.9128
2026-08-15 07:32:00,78.4394,99.2584,100.6648,981.4204,546.6851,434.7352,2.4533,0.8793
2026-08-15 07:33:00,77.7885,98.6982,100.5050,980.3099,548.0098,432.3001,2.5389,0.9008
2026-08-15 07:34:00,77.6418,99.8470,100.4255,983.8447,547.5606,436.2842,2.4826,0.9177
2026-08-15 07:35:00,78.5064,99.4459,101.6608,973.5840,542.1432,431.4408,2.5253,0.8705
2026-08-15 07:36:00,78.3080,99.0412,102.0544,979.9437,548.3021,431.6416,2.4859,0.8851
2026-08-15 07:37:00,78.6920,99.2653,100.2630,990.8262,539.9766,450.8496,2.4612,0.8664
2026-08-15 07:38:00,78.1944,100.4930,101.1836,985.8291,544.0331,441.7960,2.4470,0.8874
2026-08-15 07:39:00,78.3046,99.6664,102.2590,983.9308,546.9519,436.9789,2.5341,0.8889
2026-08-15 07:40:00,78.3652,99.4341,102.0022,982.8020,541.5758,441.2262,2.5839,0.8930
2026-08-15 07:41:00,77.8382,99.1142,101.0448,979.0202,544.7863,434.2338,2.5779,0.9139
2026-08-15 07:42:00,78.3411,100.5948,100.9133,972.0757,548.7119,423.3638,2.5302,0.8795
2026-08-15 07:43:00,78.4421,99.5916,102.5134,983.1304,544.3067,438.8238,2.6002,0.8955
2026-08-15 07:44:00,78.0297,99.8471,102.3990,968.6014,549.3550,419.2464,2.5022,0.8866
2026-08-15 07:45:00,78.7158,100.1585,102.5012,979.2145,543.3199,435.8946,2.5699,0.8799
2026-08-15 07:46:00,77.5523,98.7326,101.1277,980.8227,540.1501,440.6726,2.5043,0.9049
2026-08-15 07:47:00,78.0057,99.1155,101.1229,978.6038,541.8769,436.7270,2.4926,0.9023
2026-08-15 07:48:00,78.4422,99.2613,100.4141,991.6955,547.1435,444.5519,2.5694,0.8886
2026-08-15 07:49:00,78.0227,99.2865,101.5073,989.9590,546.6353,443.3237,2.5505,0.9050
2026-08-15 07:50:00,78.2378,99.3281,100.9573,986.0001,547.0739,438.9262,2.5603,0.9006
2026-08-15 07:51:00,78.3886,100.7540,101.3024,976.2082,547.3037,428.9045,2.4544,0.8785
2026-08-15 07:52:00,77.7026,99.9679,99.4539,990.4406,542.7177,447.7230,2.5802,0.9192
2026-08-15 07:53:00,77.7674,98.7058,100.9703,983.9271,549.1248,434.8023,2.5626,0.9032
2026-08-15 07:54:00,77.9223,99.6619,102.3567,976.1212,544.9222,431.1989,2.5086,0.8835
2026-08-15 07:55:00,78.2285,100.2221,101.4247,980.9934,544.5608,436.4326,2.5579,0.8932
2026-08-15 07:56:00,77.6640,98.9974,99.0999,985.6214,542.8514,442.7700,2.5835,0.9132
2026-08-15 07:57:00,78.0980,99.1916,101.8454,977.8329,548.7526,429.0803,2.4919,0.8975
2026-08-15 07:58:00,78.2234,100.3492,102.3036,981.5287,540.9912,440.5375,2.4922,0.8856
2026-08-15 07:59:00,78.5872,99.4325,100.0810,982.4072,549.5556,432.8517,2.5142,0.8786
2026-08-15 08:00:00,78.5066,99.0842,101.4843,975.3193,547.6957,427.6236,2.4176,0.8713
2026-08-15 08:01:00,77.8669,99.2011,101.0590,979.4719,552.1600,427.3119,2.5451,0.9080
2026-08-15 08:02:00,77.8104,99.5166,101.6882,975.6938,550.0358,425.6580,2.5741,0.8983
2026-08-15 08:03:00,78.3407,99.3192,101.8590,985.1632,545.1644,439.9989,2.5571,0.8938
2026-08-15 08:04:00,77.7886,99.0558,101.1656,976.2784,552.6622,423.6162,2.5525,0.8988
2026-08-15 08:05:00,78.1656,99.9258,101.3555,982.2764,549.5918,432.6847,2.5797,0.8988
2026-08-15 08:06:00,78.7518,99.5453,102.7416,973.8654,551.1133,422.7521,2.5235,0.8678
2026-08-15 08:07:00,79.1472,99.3540,104.5361,975.1478,543.2516,431.8962,2.4499,0.8328
2026-08-15 08:08:00,77.7762,100.1426,101.9422,974.9043,545.7787,429.1256,2.5349,0.9073
2026-08-15 08:09:00,78.2992,99.7028,101.5421,979.3646,545.3156,434.0490,2.5935,0.8899
2026-08-15 08:10:00,77.0385,99.1952,100.8614,981.7132,547.6001,434.1131,2.5465,0.9148
2026-08-15 08:11:00,77.8841,99.9682,101.2634,982.6338,549.2985,433.3353,2.5098,0.8956
2026-08-15 08:12:00,78.0182,99.6235,101.3773,971.9476,542.5518,429.3958,2.5676,0.9089
2026-08-15 08:13:00,78.2868,99.7565,101.4438,979.9644,542.9005,437.0639,2.5476,0.8974
2026-08-15 08:14:00,78.0948,99.2313,99.5853,977.0535,547.8146,429.2389,2.5175,0.9040
2026-08-15 08:15:00,78.0178,99.5657,100.8460,983.4760,549.0676,434.4084,2.5343,0.8946
2026-08-15 08:16:00,78.3608,99.6068,101.1311,979.4657,550.4677,428.9980,2.5124,0.8893
2026-08-15 08:17:00,78.3970,99.8598,101.0443,980.3985,544.3513,436.0472,2.5590,0.8880
2026-08-15 08:18:00,77.9092,99.2237,101.6226,977.0767,544.3311,432.7456,2.4832,0.8931
2026-08-15 08:19:00,78.4811,99.7763,102.7623,989.4235,547.8909,441.5325,2.5447,0.8866
2026-08-15 08:20:00,77.9966,99.9215,101.7993,974.3811,549.4071,424.9740,2.5717,0.8943
2026-08-15 08:21:00,78.4308,98.9967,101.7033,978.7991,544.4030,434.3961,2.5401,0.8786
2026-08-15 08:22:00,78.5568,99.8259,101.9435,981.3346,555.0770,426.2576,2.5406,0.8649
2026-08-15 08:23:00,78.4234,99.6991,102.4566,979.5385,543.2244,436.3142,2.5316,0.8964
2026-08-15 08:24:00,78.8133,100.3955,103.6345,976.9744,545.0041,431.9704,2.5548,0.8598
2026-08-15 08:25:00,78.0612,99.7017,101.5700,971.7345,549.4120,422.3225,2.5101,0.8908
2026-08-15 08:26:00,78.6466,99.9932,101.5492,977.3341,541.1577,436.1765,2.5215,0.8783
2026-08-15 08:27:00,77.9786,100.1884,101.6248,975.9936,546.5558,429.4377,2.4830,0.8917
2026-08-15 08:28:00,78.4031,98.9296,101.6470,989.1854,547.8412,441.3442,2.5145,0.8742
2026-08-15 08:29:00,78.2185,99.7012,100.7753,992.1115,545.9340,446.1776,2.4278,0.8768
2026-08-15 08:30:00,78.3434,100.3563,101.4188,980.5329,546.7364,433.7965,2.5294,0.8985
2026-08-15 08:31:00,77.8567,99.5323,100.7669,973.7618,544.8518,428.9100,2.5588,0.9046
2026-08-15 08:32:00,78.6279,99.9324,102.1482,984.4746,550.0757,434.3990,2.5246,0.8747
2026-08-15 08:33:00,78.9987,100.0302,103.8824,975.8778,549.4207,426.4572,2.5740,0.8581
2026-08-15 08:34:00,78.4425,100.0106,101.6045,978.0361,548.8700,429.1661,2.5947,0.8861
2026-08-15 08:35:00,78.4840,99.8401,102.0395,977.6365,547.4388,430.1978,2.5271,0.8809
2026-08-15 08:36:00,78.2564,100.5561,102.3358,978.2771,546.9443,431.3328,2.4780,0.8895
2026-08-15 08:37:00,78.9049,99.6474,100.5132,979.0048,543.6397,435.3650,2.5824,0.8531
2026-08-15 08:38:00,78.4825,98.9242,101.9796,974.2097,546.8083,427.4013,2.5723,0.8840
2026-08-15 08:39:00,78.1970,99.8846,101.6886,977.2659,547.4366,429.8293,2.5502,0.8871
2026-08-15 08:40:00,77.1904,99.1326,100.1455,985.8745,547.1424,438.7321,2.5015,0.9127
2026-08-15 08:41:00,77.9562,99.5333,101.2050,980.6058,548.4458,432.1600,2.5466,0.9028
2026-08-15 08:42:00,78.1871,98.4621,99.2415,981.3989,544.5969,436.8020,2.5121,0.8801
2026-08-15 08:43:00,77.9250,98.5942,99.9481,969.6099,552.6994,416.9105,2.4910,0.8931
2026-08-15 08:44:00,77.8438,99.3775,100.3030,985.5089,546.1935,439.3154,2.5456,0.9049
2026-08-15 08:45:00,78.2446,100.2927,100.1554,977.3412,546.8922,430.4490,2.4790,0.8807
2026-08-15 08:46:00,78.0923,98.8853,102.4499,986.3874,549.7788,436.6086,2.5654,0.9012
2026-08-15 08:47:00,78.0751,98.8512,100.3556,981.5377,546.1830,435.3547,2.5417,0.9151
2026-08-15 08:48:00,78.5332,99.6209,101.5336,977.9549,550.4377,427.5172,2.5220,0.8803
2026-08-15 08:49:00,77.9806,100.3245,101.2162,972.3750,541.6253,430.7497,2.5255,0.8923
2026-08-15 08:50:00,78.0042,99.5919,101.1978,991.6370,538.9291,452.7079,2.4739,0.8863
2026-08-15 08:51:00,78.3319,98.6996,100.9310,984.7778,548.1423,436.6355,2.4769,0.8876
2026-08-15 08:52:00,78.2595,98.8856,100.7319,985.0758,547.1441,437.9317,2.6141,0.8979
2026-08-15 08:53:00,77.9632,99.2133,101.9036,989.8533,546.3967,443.4566,2.5199,0.8914
2026-08-15 08:54:00,77.8457,99.1258,99.3291,981.8785,545.1924,436.6861,2.4563,0.8934
2026-08-15 08:55:00,78.7225,100.1834,102.1234,987.5188,548.3130,439.2058,2.5734,0.8838
2026-08-15 08:56:00,78.1633,100.1104,100.9526,978.3628,547.3880,430.9747,2.4762,0.9003
2026-08-15 08:57:00,78.3469,99.2615,101.4737,984.4423,546.8246,437.6178,2.5562,0.8864
2026-08-15 08:58:00,78.2530,99.8544,101.8385,977.6028,547.7966,429.8062,2.6011,0.8929
2026-08-15 08:59:00,78.6666,100.0558,102.3452,978.2328,546.6527,431.5801,2.5165,0.8723
2026-08-15 09:00:00,77.8579,100.3486,100.7059,981.2359,549.1458,432.0901,2.5852,0.9040
2026-08-15 09:01:00,78.5387,100.0039,100.9564,974.4127,545.1313,429.2814,2.5640,0.8811
2026-08-15 09:02:00,77.6947,98.5295,100.0408,982.3956,544.6759,437.7197,2.6060,0.9178
2026-08-15 09:03:00,78.6118,100.7524,101.6066,979.1876,549.8560,429.3315,2.5564,0.8743
2026-08-15 09:04:00,78.6258,100.2611,102.9295,970.8084,547.5961,423.2123,2.5008,0.8606
2026-08-15 09:05:00,78.2401,99.9802,100.8738,978.4567,547.4385,431.0181,2.4231,0.8801
2026-08-15 09:06:00,78.0135,99.7108,101.1069,979.0185,551.4245,427.5941,2.4876,0.9008
2026-08-15 09:07:00,78.1108,99.4722,101.6819,985.0068,548.0545,436.9523,2.5021,0.8919
2026-08-15 09:08:00,77.8537,99.7877,101.2298,982.1674,541.7129,440.4545,2.5768,0.9214
2026-08-15 09:09:00,78.3766,99.8388,101.9443,987.9776,544.6733,443.3043,2.5879,0.8916
2026-08-15 09:10:00,78.2140,98.7006,101.2633,983.3396,546.6628,436.6768,2.4723,0.8965
2026-08-15 09:11:00,78.0119,100.0711,102.0850,977.9681,548.8623,429.1059,2.5882,0.9061
2026-08-15 09:12:00,78.1213,99.3350,100.9292,980.4450,549.9962,430.4487,2.4884,0.8880
2026-08-15 09:13:00,78.5448,99.7960,101.3773,978.9953,545.6009,433.3944,2.4854,0.8811
2026-08-15 09:14:00,77.8918,100.2390,100.5357,983.1743,542.7576,440.4167,2.4579,0.8702
2026-08-15 09:15:00,78.6446,98.7503,100.7834,981.0323,545.5296,435.5028,2.5439,0.8843
2026-08-15 09:16:00,78.2370,98.3307,101.3913,977.5893,551.2118,426.3774,2.4977,0.8880
2026-08-15 09:17:00,77.3959,99.3376,101.3022,980.7739,544.3387,436.4352,2.5926,0.9163
2026-08-15 09:18:00,78.7646,99.3570,102.0856,983.0356,541.5705,441.4652,2.4815,0.8679
2026-08-15 09:19:00,78.0184,99.5096,101.5681,975.6964,548.4987,427.1978,2.5635,0.8937
2026-08-15 09:20:00,77.8207,100.2489,101.2054,982.3124,541.5024,440.8100,2.4663,0.9014
2026-08-15 09:21:00,77.6284,99.1845,100.9230,972.8328,546.4013,426.4315,2.5785,0.9183
2026-08-15 09:22:00,77.7980,99.7135,101.4220,986.2529,549.0417,437.2113,2.5327,0.8969
2026-08-15 09:23:00,78.0147,99.5998,102.0491,983.3598,542.3186,441.0412,2.5415,0.8888
2026-08-15 09:24:00,78.4972,99.8730,100.7586,988.8691,549.3094,439.5597,2.5089,0.8894
2026-08-15 09:25:00,77.7505,100.4323,103.5157,975.1386,547.4960,427.6426,2.5060,0.9034
2026-08-15 09:26:00,77.7738,99.9816,100.2135,986.3877,551.5866,434.8010,2.5516,0.9017
2026-08-15 09:27:00,78.9962,98.8656,100.6531,985.3982,547.5408,437.8574,2.6172,0.8707
2026-08-15 09:28:00,78.2168,100.0390,100.9307,979.8069,544.1496,435.6573,2.4743,0.8843
2026-08-15 09:29:00,78.2269,99.7982,102.0494,978.8337,538.2264,440.6073,2.5097,0.8913
2026-08-15 09:30:00,78.3937,99.4746,102.4680,975.2900,542.9499,432.3401,2.4961,0.8828
2026-08-15 09:31:00,78.6325,99.4458,101.0333,973.9856,552.7871,421.1985,2.4511,0.8689
2026-08-15 09:32:00,77.6797,99.5697,100.6047,976.9573,542.9998,433.9575,2.4504,0.9076
2026-08-15 09:33:00,78.5475,99.5418,100.5744,974.4334,541.3632,433.0702,2.4900,0.8767
2026-08-15 09:34:00,78.8240,99.8566,102.0648,988.6898,539.0016,449.6881,2.5068,0.8717
2026-08-15 09:35:00,77.8424,99.9147,100.3196,973.1997,544.2991,428.9007,2.5974,0.9079
2026-08-15 09:36:00,78.0523,100.4060,101.5389,981.4533,542.9822,438.4712,2.5760,0.8989
2026-08-15 09:37:00,78.8276,99.9846,101.6113,982.8862,548.5571,434.3291,2.4855,0.8687
2026-08-15 09:38:00,78.7697,99.5002,101.5785,982.4940,549.3877,433.1063,2.5652,0.8692
2026-08-15 09:39:00,77.8966,99.1447,100.6705,982.9318,548.8989,434.0330,2.4865,0.8982
2026-08-15 09:40:00,77.5415,99.3309,100.2974,985.4363,543.4203,442.0159,2.5221,0.9062
2026-08-15 09:41:00,78.5501,100.0089,101.3019,978.4735,549.1323,429.3411,2.5426,0.8786
2026-08-15 09:42:00,77.4127,100.2599,101.7964,981.1397,550.3986,430.7411,2.6319,0.9246
2026-08-15 09:43:00,78.2901,99.2870,101.0023,979.2330,543.5340,435.6990,2.5399,0.8873
2026-08-15 09:44:00,77.8763,99.0750,101.8094,987.2123,545.8370,441.3753,2.4525,0.9093
2026-08-15 09:45:00,78.0190,99.4091,101.1828,991.1979,551.2046,439.9933,2.5636,0.9032
2026-08-15 09:46:00,78.0341,99.8023,101.7813,974.7277,547.5806,427.1471,2.5832,0.9141
2026-08-15 09:47:00,78.2711,99.0473,100.4630,970.5407,546.0397,424.5010,2.5708,0.8920
2026-08-15 09:48:00,78.2147,99.1108,101.1219,983.5408,544.1743,439.3665,2.4766,0.8886
2026-08-15 09:49:00,78.2947,99.1486,102.6640,986.0458,544.9800,441.0658,2.5325,0.8837
2026-08-15 09:50:00,78.1606,99.0815,100.8301,990.4777,549.9120,440.5657,2.5254,0.8942
2026-08-15 09:51:00,78.7342,99.8220,101.5875,984.3811,546.2443,438.1368,2.6147,0.8724
2026-08-15 09:52:00,77.9309,99.3756,101.2790,987.6695,543.2740,444.3955,2.5571,0.9007
2026-08-15 09:53:00,78.3384,99.6830,100.8937,988.9897,546.6567,442.3330,2.6120,0.8854
2026-08-15 09:54:00,78.0421,99.5835,101.9648,988.0122,546.3719,441.6402,2.4907,0.9030
2026-08-15 09:55:00,78.0027,98.7258,100.7591,985.0929,547.6679,437.4251,2.5153,0.9039
2026-08-15 09:56:00,78.0481,99.5116,102.1707,974.2750,543.7027,430.5722,2.4993,0.8948
2026-08-15 09:57:00,78.2557,100.0125,101.8712,980.6431,543.6150,437.0281,2.5750,0.9006
2026-08-15 09:58:00,78.1612,99.4486,100.1977,982.1839,545.4603,436.7237,2.5831,0.8881
2026-08-15 09:59:00,77.9492,98.5962,101.9424,980.1836,547.9720,432.2115,2.5456,0.9043
2026-08-15 10:00:00,78.2546,100.0428,101.3856,980.4910,547.5138,432.9772,2.5308,0.8866
2026-08-15 10:01:00,78.1216,98.9128,100.4400,988.5165,549.2752,439.2413,2.5469,0.9103
2026-08-15 10:02:00,78.2538,99.0741,100.8715,976.8951,547.0840,429.8111,2.4569,0.8906
2026-08-15 10:03:00,77.6758,100.2218,100.6450,984.6734,545.5193,439.1541,2.5054,0.8953
2026-08-15 10:04:00,78.6059,98.6084,101.5786,982.2592,548.6278,433.6314,2.5094,0.8665
2026-08-15 10:05:00,78.3359,99.5397,102.8418,976.3882,549.8721,426.5161,2.5253,0.8727
2026-08-15 10:06:00,78.1128,100.4857,101.2845,975.2917,545.6697,429.6220,2.4933,0.8807
2026-08-15 10:07:00,78.0256,100.1158,100.8658,972.1670,544.9351,427.2319,2.4834,0.8844
2026-08-15 10:08:00,77.8770,101.0811,101.2837,983.1004,548.2558,434.8446,2.4460,0.8795
2026-08-15 10:09:00,78.3086,99.4320,101.2061,980.3551,543.6257,436.7294,2.5475,0.8987
2026-08-15 10:10:00,78.3484,99.8287,101.7382,976.5413,549.4224,427.1189,2.4572,0.8842
2026-08-15 10:11:00,78.3562,100.0583,100.9501,971.2886,545.5349,425.7537,2.5758,0.8908
2026-08-15 10:12:00,78.1062,98.4066,98.9713,982.8316,549.8947,432.9369,2.5420,0.8966
2026-08-15 10:13:00,78.0330,99.5777,101.3745,979.7982,546.1880,433.6103,2.5701,0.9140
2026-08-15 10:14:00,78.4771,99.1914,101.0563,977.0973,546.8460,430.2513,2.4812,0.8717
2026-08-15 10:15:00,77.8035,98.8493,100.4197,975.8444,546.1427,429.7017,2.6189,0.9087
2026-08-15 10:16:00,78.4465,99.1002,101.0875,979.4707,546.1410,433.3296,2.6367,0.9020
2026-08-15 10:17:00,78.6627,99.9975,102.2832,983.0124,544.8672,438.1452,2.5272,0.8743
2026-08-15 10:18:00,77.7775,99.1496,100.6042,979.0114,554.2507,424.7607,2.5453,0.9126
2026-08-15 10:19:00,78.4832,99.6745,101.1997,974.7176,545.1715,429.5461,2.5250,0.8702
2026-08-15 10:20:00,78.0365,99.5328,100.9498,980.3685,549.4095,430.9590,2.5760,0.8973
