timestamp,T_top_C,T_base_C,P_coluna_kPa,F_alimentacao_kg_h,D_destilado_kg_h,B_residuo_kg_h,R_refluxo,composicao_destilado
2026-08-22 06:22:00,78.2111,99.6286,100.9916,1014.3342,554.4759,459.8582,2.3799,0.8695
2026-08-22 06:23:00,78.0791,99.3218,100.6006,1003.4113,556.9576,446.4537,2.3964,0.9066
2026-08-22 06:24:00,78.4804,99.5268,100.8250,1000.9387,563.3934,437.5453,2.4020,0.8000
2026-08-22 06:25:00,78.0817,99.9958,101.1827,1007.5522,555.2316,452.3206,2.4174,0.9072
2026-08-22 06:26:00,78.1866,98.8505,101.0916,1009.6835,559.5742,450.1093,2.3640,0.8741
2026-08-22 06:27:00,78.6104,99.2633,100.8434,1007.2327,554.7028,452.5300,2.3073,0.8000
2026-08-22 06:28:00,78.7032,99.5975,102.4317,1007.0512,564.2405,442.8107,2.3393,0.8000
2026-08-22 06:29:00,78.1662,99.2051,101.9629,1014.3154,554.0097,460.3056,2.4293,0.8836
2026-08-22 06:30:00,78.6204,99.5802,101.7854,1006.7793,556.9183,449.8610,2.3132,0.8000
2026-08-22 06:31:00,78.7190,99.5382,102.2398,1003.9568,553.5395,450.4173,2.3831,0.8000
2026-08-22 06:32:00,78.8356,99.4368,100.9833,1000.6481,559.9139,440.7342,2.3994,0.8000
2026-08-22 06:33:00,78.5796,99.3234,101.5023,1012.6853,552.8231,459.8622,2.3877,0.8000
2026-08-22 06:34:00,78.3682,98.8796,101.3072,1004.1929,556.5345,447.6584,2.4036,0.8402
2026-08-22 06:35:00,77.8790,98.8932,99.7791,1004.6849,553.1225,451.5623,2.3555,0.9406
2026-08-22 06:36:00,78.7389,99.0907,101.8917,1011.5889,560.3036,451.2854,2.3520,0.8000
2026-08-22 06:37:00,77.5547,98.7741,101.0168,1016.6044,553.5616,463.0429,2.4479,0.9500
2026-08-22 06:38:00,78.5271,99.5109,101.3879,1007.5945,548.7877,458.8068,2.4557,0.8082
2026-08-22 06:39:00,78.1737,99.3084,100.7771,1005.6570,556.2190,449.4379,2.4294,0.8768
2026-08-22 06:40:00,78.4424,99.5694,101.2542,1006.3178,558.2359,448.0820,2.3845,0.8124
2026-08-22 06:41:00,78.3730,99.9751,103.3084,1004.0725,552.6854,451.3871,2.3283,0.8139
2026-08-22 06:42:00,78.0730,99.5823,99.3124,1004.5751,560.3758,444.1993,2.3639,0.8990
2026-08-22 06:43:00,78.0673,100.4259,102.0362,1004.6061,556.8474,447.7587,2.3506,0.8883
2026-08-22 06:44:00,78.0844,99.9025,102.9305,1010.9163,557.0651,453.8512,2.4121,0.9074
2026-08-22 06:45:00,77.9565,98.3155,99.7785,1005.9259,551.3326,454.5933,2.3766,0.9340
2026-08-22 06:46:00,78.4539,99.1850,100.7694,1013.1675,555.5666,457.6009,2.3862,0.8214
2026-08-22 06:47:00,78.4719,100.1005,101.7551,1005.7937,555.5504,450.2432,2.3554,0.8009
2026-08-22 06:48:00,78.8272,99.2348,100.9722,1004.5440,556.9092,447.6348,2.2323,0.8000
2026-08-22 06:49:00,78.0645,98.5901,100.8053,1012.7727,561.0699,451.7028,2.4226,0.9145
2026-08-22 06:50:00,78.8217,99.6704,101.8552,1006.4952,551.7656,454.7296,2.3538,0.8000
2026-08-22 06:51:00,78.0079,98.7885,99.3501,1005.7594,556.9462,448.8132,2.4054,0.9226
2026-08-22 06:52:00,78.4445,98.9059,101.9077,1006.5635,551.0778,455.4857,2.3401,0.8138
2026-08-22 06:53:00,78.7903,99.6961,101.9424,1013.7331,556.5424,457.1907,2.4381,0.8000
2026-08-22 06:54:00,78.5478,99.3178,102.1888,1007.9344,551.9579,455.9765,2.3302,0.8000
2026-08-22 06:55:00,78.2929,100.2145,101.7130,1012.6555,553.6294,459.0262,2.3534,0.8486
2026-08-22 06:56:00,78.6292,99.3883,101.9981,1005.2391,552.5935,452.6456,2.3578,0.8000
2026-08-22 06:57:00,78.1175,100.4715,101.3087,1011.8634,552.8676,458.9958,2.2815,0.8752
2026-08-22 06:58:00,78.4445,98.9203,99.8913,1007.6089,552.9876,454.6214,2.3775,0.8120
2026-08-22 06:59:00,78.5486,100.0997,100.9184,1010.8375,556.5204,454.3171,2.3983,0.8000
2026-08-22 07:00:00,78.2477,99.3990,101.1248,1011.2620,555.2758,455.9862,2.3779,0.8582
2026-08-22 07:01:00,78.2011,100.2173,101.0989,1001.7248,554.6696,447.0553,2.4728,0.8992
2026-08-22 07:02:00,78.2940,99.5213,100.7199,1006.7968,552.5372,454.2597,2.3124,0.8414
2026-08-22 07:03:00,78.6921,99.7856,100.9037,1011.2272,556.4092,454.8180,2.2707,0.8000
2026-08-22 07:04:00,78.2433,100.5156,101.8281,1012.0277,552.2426,459.7851,2.2974,0.8472
2026-08-22 07:05:00,78.5689,98.0809,101.5017,1012.7166,554.9509,457.7657,2.3611,0.8000
2026-08-22 07:06:00,77.4464,99.8437,100.6004,1006.9772,557.8427,449.1345,2.4168,0.9500
2026-08-22 07:07:00,78.2536,99.5492,101.8049,1014.1588,554.9429,459.2159,2.3656,0.8548
2026-08-22 07:08:00,78.2808,99.8198,101.4394,1003.1758,557.7383,445.4375,2.3322,0.8429
2026-08-22 07:09:00,77.8893,98.6804,100.0930,998.9921,556.2313,442.7608,2.4317,0.9500
2026-08-22 07:10:00,78.6508,99.7187,101.4014,1005.0820,560.4561,444.6260,2.3511,0.8000
2026-08-22 07:11:00,78.5620,100.6814,101.7404,1012.4534,551.8015,460.6520,2.2882,0.8000
2026-08-22 07:12:00,77.7495,99.4081,100.6039,1001.0473,555.6671,445.3802,2.4068,0.9500
2026-08-22 07:13:00,77.8828,99.2873,101.4053,999.1332,555.7183,443.4149,2.3891,0.9500
2026-08-22 07:14:00,78.2038,99.6197,100.4825,997.8841,555.4153,442.4687,2.3687,0.8659
2026-08-22 07:15:00,78.4560,99.6631,100.7482,1010.1705,564.7190,445.4515,2.4379,0.8270
2026-08-22 07:16:00,78.3257,98.5960,101.5529,999.2568,557.0849,442.1719,2.3516,0.8410
2026-08-22 07:17:00,78.8223,100.3995,102.4360,1009.2441,555.7033,453.5409,2.3708,0.8000
2026-08-22 07:18:00,78.5725,98.9465,101.6929,1004.8627,557.6318,447.2309,2.3080,0.8000
2026-08-22 07:19:00,78.1419,99.0794,100.6600,1002.6542,550.6626,451.9916,2.3216,0.8621
2026-08-22 07:20:00,77.9817,99.5487,101.7432,1001.5178,550.2108,451.3070,2.3331,0.9206
2026-08-22 07:21:00,78.4558,99.9325,101.1847,1007.5469,552.6518,454.8951,2.3915,0.8196
2026-08-22 07:22:00,78.3616,100.3466,102.1343,1002.7488,556.8999,445.8489,2.3230,0.8299
2026-08-22 07:23:00,78.2140,99.5131,101.4988,1006.4989,556.8843,449.6146,2.3520,0.8599
2026-08-22 07:24:00,78.3085,98.7643,100.3893,1008.5349,554.2834,454.2515,2.3456,0.8382
2026-08-22 07:25:00,78.5314,99.5132,101.3008,1009.5953,553.0577,456.5376,2.3541,0.8000
2026-08-22 07:26:00,78.4216,99.0149,101.2691,1011.2077,556.2611,454.9467,2.3186,0.8000
2026-08-22 07:27:00,77.7074,98.4144,99.7932,1007.3639,559.0618,448.3020,2.3464,0.9500
2026-08-22 07:28:00,78.1507,98.9931,101.5580,1001.2939,554.8195,446.4744,2.2991,0.8778
2026-08-22 07:29:00,78.3691,99.3820,103.1952,1008.8771,555.5993,453.2778,2.3548,0.8216
2026-08-22 07:30:00,78.6737,99.2175,100.8640,1009.8336,552.0598,457.7738,2.3553,0.8000
2026-08-22 07:31:00,78.0639,99.1890,99.0146,1005.6489,556.9939,448.6550,2.3604,0.9058
2026-08-22 07:32:00,78.4690,99.3642,100.9202,1005.1213,555.3449,449.7764,2.3847,0.8082
2026-08-22 07:33:00,78.7165,100.8231,103.1794,1018.9409,560.2544,458.6865,2.4472,0.8000
2026-08-22 07:34:00,78.3839,99.1420,100.4474,1000.1038,550.7578,449.3460,2.2738,0.8106
2026-08-22 07:35:00,78.6045,99.8646,102.2650,1009.0416,554.9191,454.1225,2.3382,0.8000
2026-08-22 07:36:00,78.4037,98.5660,100.7067,1011.8075,554.2693,457.5382,2.3111,0.8000
2026-08-22 07:37:00,78.0316,100.1961,101.5430,1004.8751,555.5440,449.3311,2.3723,0.9069
2026-08-22 07:38:00,78.6110,99.5393,101.2471,1005.7430,555.3846,450.3584,2.3921,0.8000
2026-08-22 07:39:00,79.0839,98.8003,100.5459,1004.5824,554.6798,449.9025,2.2960,0.8000
2026-08-22 07:40:00,77.8462,98.0956,100.5285,1006.5949,551.8446,454.7503,2.3726,0.9500
2026-08-22 07:41:00,78.3970,99.7351,102.1920,1011.0954,561.5756,449.5198,2.3999,0.8290
2026-08-22 07:42:00,78.1991,100.1350,102.3629,1005.6110,557.3298,448.2812,2.3779,0.8686
2026-08-22 07:43:00,78.9839,99.7899,101.5713,1022.1591,556.3384,465.8207,2.3398,0.8000
2026-08-22 07:44:00,78.2822,99.4712,100.5907,1004.3466,556.9956,447.3510,2.3905,0.8418
2026-08-22 07:45:00,77.5148,99.6872,101.2201,1013.5020,553.8573,459.6447,2.3439,0.9500
2026-08-22 07:46:00,78.3420,99.2830,101.1285,1009.3381,560.3023,449.0359,2.4019,0.8440
2026-08-22 07:47:00,78.1282,100.2295,101.6622,1007.1650,555.4895,451.6755,2.3743,0.8910
2026-08-22 07:48:00,78.4986,99.5891,101.2228,1013.9806,559.9158,454.0648,2.3472,0.8000
2026-08-22 07:49:00,78.4639,98.8766,100.8719,998.6305,555.4636,443.1669,2.2937,0.8000
2026-08-22 07:50:00,78.3504,99.7843,100.8859,1008.7609,552.2231,456.5378,2.3575,0.8356
2026-08-22 07:51:00,78.4421,99.3453,101.1780,1003.0572,561.6813,441.3759,2.3030,0.8000
2026-08-22 07:52:00,79.0104,99.1058,102.4798,1004.4633,554.1478,450.3154,2.3023,0.8000
2026-08-22 07:53:00,78.5711,99.5209,102.7303,1004.2323,558.6894,445.5430,2.3392,0.8000
2026-08-22 07:54:00,78.4671,99.5604,101.6852,1001.8323,557.5724,444.2600,2.3528,0.8000
2026-08-22 07:55:00,78.5286,99.4953,101.5036,998.3927,550.6881,447.7046,2.2969,0.8000
2026-08-22 07:56:00,77.8592,99.3321,100.6554,1008.6036,557.0460,451.5576,2.3483,0.9500
2026-08-22 07:57:00,78.0152,99.1336,101.0757,1006.3344,554.1731,452.1613,2.3447,0.9293
2026-08-22 07:58:00,78.5397,99.3162,101.3278,1005.1650,557.9756,447.1893,2.3266,0.8000
2026-08-22 07:59:00,78.8815,100.3306,102.0760,1010.4679,552.6191,457.8488,2.3437,0.8000
2026-08-22 08:00:00,78.0317,100.1117,101.1238,1008.9358,556.3569,452.5789,2.3888,0.9166
2026-08-22 08:01:00,78.5168,98.5711,100.7494,1005.3461,560.7616,444.5845,2.3372,0.8000
2026-08-22 08:02:00,77.9669,98.8920,101.2065,1021.9390,553.4360,468.5030,2.3856,0.9256
2026-08-22 08:03:00,78.9653,99.7071,102.0978,1011.7784,554.8432,456.9352,2.3525,0.8000
2026-08-22 08:04:00,78.1927,99.4895,101.8459,1018.9166,555.5734,463.3432,2.4075,0.8798
2026-08-22 08:05:00,78.3981,99.4542,101.5617,1004.6219,558.7245,445.8975,2.3971,0.8271
2026-08-22 08:06:00,78.0562,98.9273,101.3198,1007.9493,553.0282,454.9211,2.3459,0.8991
2026-08-22 08:07:00,78.4569,99.4409,100.8017,1000.5136,556.4555,444.0580,2.3225,0.8036
2026-08-22 08:08:00,78.1790,98.7893,101.1391,1005.0566,554.4415,450.6152,2.3808,0.8797
2026-08-22 08:09:00,78.0758,100.2526,100.9137,1003.7933,556.2234,447.5700,2.3303,0.8938
2026-08-22 08:10:00,78.1798,100.1309,100.6689,1021.6948,560.9591,460.7357,2.2781,0.8652
2026-08-22 08:11:00,78.0290,99.7401,100.7698,1003.2590,558.8385,444.4205,2.3933,0.9178
2026-08-22 08:12:00,78.0683,100.0629,101.1664,1005.5553,553.4167,452.1386,2.3259,0.8916
2026-08-22 08:13:00,78.0490,99.8944,101.6715,999.4612,553.1251,446.3361,2.2530,0.9011
2026-08-22 08:14:00,78.3123,97.7030,101.3578,1009.4023,557.2886,452.1137,2.3526,0.8384
2026-08-22 08:15:00,78.5670,98.9604,101.2092,1002.2367,556.5102,445.7265,2.4033,0.8000
2026-08-22 08:16:00,78.4863,100.7185,101.5906,1011.3346,555.3212,456.0134,2.3270,0.8009
2026-08-22 08:17:00,78.4314,99.7705,100.4023,997.8044,557.8721,439.9323,2.3390,0.8080
2026-08-22 08:18:00,78.1041,98.9645,99.6828,1006.1420,555.7346,450.4074,2.3814,0.9003
2026-08-22 08:19:00,78.3286,99.4214,100.1778,997.5252,556.7681,440.7571,2.3337,0.8272
2026-08-22 08:20:00,79.1016,99.2794,101.7398,1004.3058,554.8778,449.4280,2.3512,0.8000
2026-08-22 08:21:00,78.4435,100.1015,102.6849,1005.3264,558.1700,447.1563,2.4012,0.8131
2026-08-22 08:22:00,78.4324,99.8071,101.0527,1003.7714,552.0223,451.7490,2.3903,0.8120
2026-08-22 08:23:00,78.1487,99.7415,101.7411,1004.2696,554.0870,450.1825,2.3677,0.8748
2026-08-22 08:24:00,78.2720,99.5078,100.1065,1011.6306,555.3070,456.3236,2.2731,0.8352
2026-08-22 08:25:00,77.9414,98.8210,100.1534,1017.6511,557.9934,459.6578,2.3856,0.9443
2026-08-22 08:26:00,78.5579,99.2755,101.2873,1008.4795,560.4279,448.0516,2.3366,0.8000
2026-08-22 08:27:00,78.4080,100.6978,102.4893,1002.4869,559.8770,442.6099,2.3809,0.8175
2026-08-22 08:28:00,78.7775,99.8253,101.3427,1007.1116,550.6026,456.5089,2.2805,0.8000
2026-08-22 08:29:00,78.1794,99.7841,100.0615,1005.0239,557.6986,447.3253,2.4033,0.8738
2026-08-22 08:30:00,78.4882,99.5516,100.9180,1011.2463,550.2804,460.9659,2.3143,0.8000
2026-08-22 08:31:00,77.7765,99.4468,100.2576,1008.2428,553.7653,454.4775,2.3779,0.9500
2026-08-22 08:32:00,78.6912,100.3602,101.5580,998.9186,549.9469,448.9717,2.4030,0.8000
2026-08-22 08:33:00,78.3995,98.6083,100.5449,1012.3014,554.5295,457.7719,2.3759,0.8255
2026-08-22 08:34:00,78.6065,99.7338,102.1548,1011.6500,553.9411,457.7089,2.3756,0.8000
2026-08-22 08:35:00,78.5527,98.9659,100.5269,1014.2950,554.1600,460.1350,2.3607,0.8000
2026-08-22 08:36:00,78.1876,99.7681,100.5602,1004.2418,555.5271,448.7147,2.2953,0.8594
2026-08-22 08:37:00,79.1255,100.6353,102.6169,1008.3330,555.6362,452.6967,2.4226,0.8000
2026-08-22 08:38:00,78.1013,99.7509,100.1565,1000.9083,560.1608,440.7475,2.4111,0.9058
2026-08-22 08:39:00,78.5623,99.6175,102.2542,1006.5801,554.8859,451.6941,2.3372,0.8000
2026-08-22 08:40:00,78.6327,99.6999,100.5782,1008.8253,551.4506,457.3747,2.1849,0.8000
2026-08-22 08:41:00,77.9754,99.0473,100.4795,1003.6642,553.3684,450.2958,2.4066,0.9295
2026-08-22 08:42:00,78.6803,99.1872,102.0081,1008.5603,556.2310,452.3293,2.2653,0.8000
2026-08-22 08:43:00,78.2208,99.0501,101.3270,1007.6927,550.6104,457.0823,2.3829,0.8568
2026-08-22 08:44:00,78.2361,98.5155,100.4488,1004.6076,557.1642,447.4434,2.3198,0.8512
2026-08-22 08:45:00,78.3599,99.2875,100.8418,1013.8483,559.8795,453.9688,2.3803,0.8322
2026-08-22 08:46:00,78.4493,99.6700,100.0186,1005.6928,550.5658,455.1270,2.3059,0.8088
2026-08-22 08:47:00,78.5739,98.3093,100.1015,1007.5333,552.3837,455.1497,2.3565,0.8000
2026-08-22 08:48:00,78.2072,98.8511,101.5269,999.5387,551.6185,447.9202,2.2709,0.8657
2026-08-22 08:49:00,78.1231,99.6363,100.6498,1009.4732,553.3222,456.1510,2.3570,0.8858
2026-08-22 08:50:00,79.0265,99.5941,102.4107,1004.4969,559.4385,445.0584,2.3560,0.8000
2026-08-22 08:51:00,78.3514,99.5936,100.6564,1011.6715,559.3719,452.2997,2.3921,0.8459
2026-08-22 08:52:00,78.3930,99.2556,100.3682,1000.3339,550.6501,449.6838,2.3323,0.8164
2026-08-22 08:53:00,78.0664,99.1388,101.1170,1009.0472,557.0223,452.0249,2.3704,0.8957
2026-08-22 08:54:00,77.8378,99.9715,100.8386,995.9875,555.8236,440.1639,2.3364,0.9500
2026-08-22 08:55:00,78.4455,99.5798,100.9246,1009.9812,556.6197,453.3615,2.3789,0.8134
2026-08-22 08:56:00,77.3716,99.6512,100.5255,1006.0320,552.5973,453.4346,2.3758,0.9500
2026-08-22 08:57:00,78.3865,99.1078,101.4060,1008.9068,552.4329,456.4740,2.4002,0.8173
2026-08-22 08:58:00,78.9067,98.9032,101.0777,1003.9133,554.9373,448.9761,2.2976,0.8000
2026-08-22 08:59:00,78.4288,100.1976,102.1836,1002.1718,552.7271,449.4446,2.3516,0.8115
2026-08-22 09:00:00,78.7305,99.7507,102.9534,1004.7498,558.3955,446.3543,2.3704,0.8000
2026-08-22 09:01:00,78.0500,100.2772,100.7581,1007.8865,556.2440,451.6425,2.4471,0.9254
2026-08-22 09:02:00,78.1268,99.8116,101.1636,1009.8134,555.5033,454.3101,2.4553,0.9043
2026-08-22 09:03:00,78.7748,100.1013,103.2275,1008.4538,557.9517,450.5021,2.2882,0.8000
2026-08-22 09:04:00,78.3803,99.6746,99.9213,1002.2549,556.9323,445.3226,2.3254,0.8210
2026-08-22 09:05:00,78.4008,98.8054,102.5071,1016.1312,552.3377,463.7935,2.2312,0.8056
2026-08-22 09:06:00,77.8830,100.2695,101.8462,1008.6110,553.5589,455.0521,2.4660,0.9500
2026-08-22 09:07:00,78.1194,99.6499,99.8901,1003.8392,550.3561,453.4831,2.3720,0.8948
2026-08-22 09:08:00,78.3238,98.8606,100.8386,1009.0762,553.9142,455.1620,2.3852,0.8348
2026-08-22 09:09:00,78.2894,98.5601,102.8156,1008.2391,559.2526,448.9865,2.3403,0.8462
2026-08-22 09:10:00,79.1417,99.8675,101.6329,1006.0866,556.9197,449.1669,2.3559,0.8000
2026-08-22 09:11:00,77.7247,99.3405,100.7940,1005.5034,555.0553,450.4481,2.4126,0.9500
2026-08-22 09:12:00,78.0259,99.1757,100.4625,1011.8958,551.2726,460.6232,2.3038,0.9013
2026-08-22 09:13:00,78.1611,99.8047,99.9034,1015.6148,553.3827,462.2320,2.2996,0.8679
2026-08-22 09:14:00,78.1435,98.6657,101.5091,996.7996,554.6636,442.1360,2.3441,0.8789
2026-08-22 09:15:00,78.6550,100.2762,102.2075,1013.1364,556.2015,456.9349,2.3566,0.8000
2026-08-22 09:16:00,78.3105,99.2389,101.7556,1007.0874,559.6626,447.4249,2.3838,0.8428
2026-08-22 09:17:00,78.2759,99.7654,101.2306,1008.1753,558.5990,449.5763,2.3571,0.8404
2026-08-22 09:18:00,78.8487,99.5492,101.5720,1013.7542,555.7651,457.9891,2.3138,0.8000
2026-08-22 09:19:00,78.8057,99.3551,101.0774,993.7260,554.3902,439.3358,2.3370,0.8000
2026-08-22 09:20:00,78.5520,100.2442,101.7408,1011.0781,557.0521,454.0260,2.3649,0.8000
2026-08-22 09:21:00,78.2720,99.4006,100.0124,1013.4207,556.3947,457.0261,2.3891,0.8502
2026-08-22 09:22:00,78.8520,99.4093,100.2570,1003.5692,554.2674,449.3018,2.4060,0.8000
2026-08-22 09:23:00,77.9502,99.5319,100.7198,1000.0466,558.8374,441.2093,2.3423,0.9224
2026-08-22 09:24:00,78.6533,99.7291,100.1154,1015.2201,553.2520,461.9682,2.3207,0.8000
2026-08-22 09:25:00,78.8129,100.5390,102.5599,998.2426,556.9211,441.3215,2.3111,0.8000
2026-08-22 09:26:00,78.1924,99.4157,100.9665,1009.1219,554.2523,454.8696,2.4144,0.8672
2026-08-22 09:27:00,78.2950,100.2288,101.2257,1012.1483,555.2378,456.9105,2.3342,0.8407
2026-08-22 09:28:00,78.2632,99.1671,101.9976,1009.0198,559.9860,449.0339,2.3178,0.8530
2026-08-22 09:29:00,77.9547,99.1750,100.7329,1009.8641,558.7784,451.0856,2.3644,0.9238
2026-08-22 09:30:00,77.9640,99.1985,100.0503,1005.7199,559.9655,445.7544,2.4367,0.9413
2026-08-22 09:31:00,77.6291,99.5488,100.6079,1009.3627,552.9911,456.3716,2.3098,0.9500
2026-08-22 09:32:00,78.1932,99.0613,100.8454,1003.5108,555.5114,447.9994,2.3855,0.8723
2026-08-22 09:33:00,78.4325,99.0072,101.4836,1004.1625,557.0748,447.0877,2.3332,0.8105
2026-08-22 09:34:00,78.0647,98.9118,100.5154,1007.2391,556.7868,450.4523,2.3615,0.9187
2026-08-22 09:35:00,78.7141,99.1609,101.1691,999.3662,557.4234,441.9428,2.3965,0.8000
2026-08-22 09:36:00,78.6898,99.5530,101.3354,1009.9547,556.4749,453.4798,2.4168,0.8000
2026-08-22 09:37:00,78.3414,100.0996,101.0825,994.6699,555.1228,439.5471,2.3295,0.8343
2026-08-22 09:38:00,79.0079,99.8237,102.5587,1008.8917,557.9119,450.9798,2.3935,0.8000
2026-08-22 09:39:00,78.0620,99.1668,101.5826,1009.3661,555.9362,453.4299,2.3678,0.9234
2026-08-22 09:40:00,78.3067,99.3337,101.4181,1003.1132,550.9223,452.1909,2.3761,0.8405
2026-08-22 09:41:00,77.7988,100.3158,102.2087,1000.9201,557.6125,443.3076,2.4177,0.9500
2026-08-22 09:42:00,78.3907,99.5853,101.6631,1005.0531,551.0537,453.9994,2.3204,0.8129
2026-08-22 09:43:00,77.7185,98.5368,99.3748,1010.2964,553.1572,457.1392,2.3947,0.9500
2026-08-22 09:44:00,78.2628,99.3333,102.3338,1008.8306,555.9531,452.8775,2.3638,0.8617
2026-08-22 09:45:00,78.0588,100.7406,100.4458,1001.5486,550.4446,451.1039,2.4151,0.9074
2026-08-22 09:46:00,78.3921,99.0613,101.3322,1007.6387,557.8828,449.7559,2.3764,0.8289
2026-08-22 09:47:00,78.1193,98.7426,100.4827,1008.4242,554.3729,454.0512,2.3483,0.8823
2026-08-22 09:48:00,77.9719,99.1504,101.5214,1008.2163,558.4892,449.7271,2.3994,0.9373
2026-08-22 09:49:00,78.7273,99.8954,100.5206,1002.1896,555.9577,446.2319,2.3275,0.8000
2026-08-22 09:50:00,78.2305,99.8059,101.2938,1007.9051,555.6717,452.2334,2.3359,0.8549
2026-08-22 09:51:00,78.3930,99.4700,101.9736,1011.7194,553.9145,457.8049,2.3183,0.8092
2026-08-22 09:52:00,78.3311,98.9036,100.3250,1009.8196,554.6469,455.1727,2.3245,0.8381
2026-08-22 09:53:00,77.8004,98.7411,100.5255,1009.1962,555.7904,453.4058,2.2191,0.9480
2026-08-22 09:54:00,78.5710,99.6489,100.1114,1015.3563,552.5744,462.7819,2.3303,0.8000
2026-08-22 09:55:00,78.1663,98.9655,102.5281,1007.9859,558.1729,449.8130,2.3522,0.8823
2026-08-22 09:56:00,78.0544,98.8256,101.1020,1002.9415,552.2066,450.7349,2.3939,0.9171
2026-08-22 09:57:00,78.6438,99.6080,101.0825,1002.9614,556.4534,446.5081,2.3098,0.8000
2026-08-22 09:58:00,78.1968,100.1830,100.5246,1008.0393,554.6538,453.3855,2.3308,0.8676
2026-08-22 09:59:00,78.5739,99.7854,100.7529,999.9756,558.4433,441.5322,2.3470,0.8000
2026-08-22 10:00:00,78.1359,99.3903,99.6747,1005.6124,555.3716,450.2409,2.3941,0.8925
2026-08-22 10:01:00,78.4748,99.1605,101.7250,1009.4923,556.4841,453.0082,2.3648,0.8044
2026-08-22 10:02:00,77.6867,100.1355,100.5175,1013.0312,556.1957,456.8355,2.3745,0.9500
2026-08-22 10:03:00,77.8586,99.8920,101.2732,999.4595,557.6436,441.8159,2.3999,0.9500
2026-08-22 10:04:00,78.7897,99.5015,101.5573,1007.6790,554.6904,452.9886,2.3809,0.8000
2026-08-22 10:05:00,78.7320,100.1977,103.0977,1006.8465,554.5851,452.2614,2.3256,0.8000
2026-08-22 10:06:00,78.1755,98.9176,100.2036,1007.3793,558.1923,449.1870,2.4413,0.8799
2026-08-22 10:07:00,78.4589,98.7047,101.3547,1007.9037,552.2805,455.6231,2.2607,0.8000
2026-08-22 10:08:00,78.1146,99.8956,100.9418,1007.0416,554.0118,453.0298,2.4007,0.9064
2026-08-22 10:09:00,78.4796,99.1999,99.6494,1014.1651,553.9389,460.2262,2.3778,0.8081
2026-08-22 10:10:00,78.7232,100.2981,103.3066,1013.4281,554.3207,459.1074,2.4180,0.8000
2026-08-22 10:11:00,78.4340,99.5782,100.4550,1017.9286,553.9477,463.9809,2.3441,0.8047
2026-08-22 10:12:00,78.4567,99.3078,101.3350,1007.1634,554.7607,452.4027,2.3309,0.8000
2026-08-22 10:13:00,78.2688,99.5245,101.2537,1005.1668,556.8595,448.3073,2.3006,0.8469
2026-08-22 10:14:00,78.3786,99.8005,101.5220,1002.3855,554.6500,447.7355,2.3026,0.8139
2026-08-22 10:15:00,78.5961,100.4464,104.3386,1004.6312,550.9658,453.6655,2.3474,0.8000
